:START_ID,:END_ID,:TYPE,relationship_detail,shared_last_name,states_connected,confidence
CUST-IN-8656-1092,CUST-OH-4375-7738,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-8656-1092,CUST-OH-4396-4188,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-8656-1092,CUST-OH-3823-9381,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-8656-1092,CUST-OH-8042-3486,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-8656-1092,CUST-OH-9854-7878,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-4632-4367,CUST-OH-4375-7738,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-4632-4367,CUST-OH-4396-4188,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-4632-4367,CUST-OH-3823-9381,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-4632-4367,CUST-OH-8042-3486,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-4632-4367,CUST-OH-9854-7878,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-7530-4506,CUST-OH-4375-7738,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-7530-4506,CUST-OH-4396-4188,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-7530-4506,CUST-OH-3823-9381,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-7530-4506,CUST-OH-8042-3486,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-7530-4506,CUST-OH-9854-7878,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-9134-1874,CUST-OH-4375-7738,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-9134-1874,CUST-OH-4396-4188,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-9134-1874,CUST-OH-3823-9381,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-9134-1874,CUST-OH-8042-3486,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IN-9134-1874,CUST-OH-9854-7878,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Green,"IN,OH",LOW
CUST-IL-9352-9121,CUST-IN-4927-9388,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-9352-9121,CUST-IN-6899-5948,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-9352-9121,CUST-IN-9229-6478,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-9352-9121,CUST-IN-6701-9907,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-1620-1098,CUST-IN-4927-9388,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-1620-1098,CUST-IN-6899-5948,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-1620-1098,CUST-IN-9229-6478,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-1620-1098,CUST-IN-6701-9907,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-5767-3195,CUST-IN-4927-9388,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-5767-3195,CUST-IN-6899-5948,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-5767-3195,CUST-IN-9229-6478,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-5767-3195,CUST-IN-6701-9907,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-2484-8137,CUST-IN-4927-9388,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-2484-8137,CUST-IN-6899-5948,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-2484-8137,CUST-IN-9229-6478,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-2484-8137,CUST-IN-6701-9907,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-4619-1815,CUST-IN-4927-9388,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-4619-1815,CUST-IN-6899-5948,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-4619-1815,CUST-IN-9229-6478,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-4619-1815,CUST-IN-6701-9907,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-6841-3634,CUST-IN-4927-9388,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-6841-3634,CUST-IN-6899-5948,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-6841-3634,CUST-IN-9229-6478,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-6841-3634,CUST-IN-6701-9907,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-7530-8401,CUST-IN-4927-9388,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-7530-8401,CUST-IN-6899-5948,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-7530-8401,CUST-IN-9229-6478,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-7530-8401,CUST-IN-6701-9907,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-2315-7490,CUST-IN-4927-9388,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-2315-7490,CUST-IN-6899-5948,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-2315-7490,CUST-IN-9229-6478,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-2315-7490,CUST-IN-6701-9907,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hall,"IL,IN",LOW
CUST-IL-9352-9121,CUST-OH-4853-1424,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-9352-9121,CUST-OH-3965-5436,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-9352-9121,CUST-OH-8362-1597,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-1620-1098,CUST-OH-4853-1424,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-1620-1098,CUST-OH-3965-5436,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-1620-1098,CUST-OH-8362-1597,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-5767-3195,CUST-OH-4853-1424,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-5767-3195,CUST-OH-3965-5436,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-5767-3195,CUST-OH-8362-1597,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-2484-8137,CUST-OH-4853-1424,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-2484-8137,CUST-OH-3965-5436,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-2484-8137,CUST-OH-8362-1597,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-4619-1815,CUST-OH-4853-1424,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-4619-1815,CUST-OH-3965-5436,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-4619-1815,CUST-OH-8362-1597,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-6841-3634,CUST-OH-4853-1424,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-6841-3634,CUST-OH-3965-5436,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-6841-3634,CUST-OH-8362-1597,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-7530-8401,CUST-OH-4853-1424,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-7530-8401,CUST-OH-3965-5436,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-7530-8401,CUST-OH-8362-1597,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-2315-7490,CUST-OH-4853-1424,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-2315-7490,CUST-OH-3965-5436,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IL-2315-7490,CUST-OH-8362-1597,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hall,"IL,OH",LOW
CUST-IN-4927-9388,CUST-OH-4853-1424,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hall,"IN,OH",LOW
CUST-IN-4927-9388,CUST-OH-3965-5436,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hall,"IN,OH",LOW
CUST-IN-4927-9388,CUST-OH-8362-1597,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hall,"IN,OH",LOW
CUST-IN-6899-5948,CUST-OH-4853-1424,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hall,"IN,OH",LOW
CUST-IN-6899-5948,CUST-OH-3965-5436,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hall,"IN,OH",LOW
CUST-IN-6899-5948,CUST-OH-8362-1597,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hall,"IN,OH",LOW
CUST-IN-9229-6478,CUST-OH-4853-1424,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hall,"IN,OH",LOW
CUST-IN-9229-6478,CUST-OH-3965-5436,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hall,"IN,OH",LOW
CUST-IN-9229-6478,CUST-OH-8362-1597,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hall,"IN,OH",LOW
CUST-IN-6701-9907,CUST-OH-4853-1424,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hall,"IN,OH",LOW
CUST-IN-6701-9907,CUST-OH-3965-5436,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hall,"IN,OH",LOW
CUST-IN-6701-9907,CUST-OH-8362-1597,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hall,"IN,OH",LOW
CUST-IL-6365-8424,CUST-IN-3328-7266,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Harris,"IL,IN",LOW
CUST-IL-6365-8424,CUST-IN-8551-7891,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Harris,"IL,IN",LOW
CUST-IL-6365-8424,CUST-IN-8110-6846,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Harris,"IL,IN",LOW
CUST-IL-3567-5851,CUST-IN-3328-7266,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Harris,"IL,IN",LOW
CUST-IL-3567-5851,CUST-IN-8551-7891,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Harris,"IL,IN",LOW
CUST-IL-3567-5851,CUST-IN-8110-6846,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Harris,"IL,IN",LOW
CUST-IL-9766-5133,CUST-IN-3328-7266,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Harris,"IL,IN",LOW
CUST-IL-9766-5133,CUST-IN-8551-7891,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Harris,"IL,IN",LOW
CUST-IL-9766-5133,CUST-IN-8110-6846,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Harris,"IL,IN",LOW
CUST-IL-6365-8424,CUST-OH-5293-6194,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-6365-8424,CUST-OH-9355-9552,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-6365-8424,CUST-OH-6200-7062,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-6365-8424,CUST-OH-3117-9903,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-6365-8424,CUST-OH-1824-8333,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-6365-8424,CUST-OH-5006-3838,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-3567-5851,CUST-OH-5293-6194,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-3567-5851,CUST-OH-9355-9552,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-3567-5851,CUST-OH-6200-7062,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-3567-5851,CUST-OH-3117-9903,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-3567-5851,CUST-OH-1824-8333,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-3567-5851,CUST-OH-5006-3838,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-9766-5133,CUST-OH-5293-6194,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-9766-5133,CUST-OH-9355-9552,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-9766-5133,CUST-OH-6200-7062,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-9766-5133,CUST-OH-3117-9903,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-9766-5133,CUST-OH-1824-8333,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IL-9766-5133,CUST-OH-5006-3838,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Harris,"IL,OH",LOW
CUST-IN-3328-7266,CUST-OH-5293-6194,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-3328-7266,CUST-OH-9355-9552,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-3328-7266,CUST-OH-6200-7062,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-3328-7266,CUST-OH-3117-9903,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-3328-7266,CUST-OH-1824-8333,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-3328-7266,CUST-OH-5006-3838,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-8551-7891,CUST-OH-5293-6194,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-8551-7891,CUST-OH-9355-9552,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-8551-7891,CUST-OH-6200-7062,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-8551-7891,CUST-OH-3117-9903,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-8551-7891,CUST-OH-1824-8333,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-8551-7891,CUST-OH-5006-3838,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-8110-6846,CUST-OH-5293-6194,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-8110-6846,CUST-OH-9355-9552,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-8110-6846,CUST-OH-6200-7062,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-8110-6846,CUST-OH-3117-9903,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-8110-6846,CUST-OH-1824-8333,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IN-8110-6846,CUST-OH-5006-3838,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Harris,"IN,OH",LOW
CUST-IL-7981-9969,CUST-IN-7790-3264,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hernandez,"IL,IN",LOW
CUST-IL-7981-9969,CUST-IN-3607-7128,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hernandez,"IL,IN",LOW
CUST-IL-7981-9969,CUST-IN-4911-1759,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hernandez,"IL,IN",LOW
CUST-IL-7981-9969,CUST-IN-5562-2620,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hernandez,"IL,IN",LOW
CUST-IL-7981-9969,CUST-OH-2146-9056,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hernandez,"IL,OH",LOW
CUST-IN-7790-3264,CUST-OH-2146-9056,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hernandez,"IN,OH",LOW
CUST-IN-3607-7128,CUST-OH-2146-9056,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hernandez,"IN,OH",LOW
CUST-IN-4911-1759,CUST-OH-2146-9056,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hernandez,"IN,OH",LOW
CUST-IN-5562-2620,CUST-OH-2146-9056,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Hernandez,"IN,OH",LOW
CUST-IL-3039-4475,CUST-IN-1398-1214,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hill,"IL,IN",LOW
CUST-IL-3039-4475,CUST-IN-4390-4931,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hill,"IL,IN",LOW
CUST-IL-1328-4778,CUST-IN-1398-1214,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hill,"IL,IN",LOW
CUST-IL-1328-4778,CUST-IN-4390-4931,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hill,"IL,IN",LOW
CUST-IL-7149-5644,CUST-IN-1398-1214,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hill,"IL,IN",LOW
CUST-IL-7149-5644,CUST-IN-4390-4931,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hill,"IL,IN",LOW
CUST-IL-8767-3284,CUST-IN-1398-1214,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hill,"IL,IN",LOW
CUST-IL-8767-3284,CUST-IN-4390-4931,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hill,"IL,IN",LOW
CUST-IL-2184-6524,CUST-IN-1398-1214,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hill,"IL,IN",LOW
CUST-IL-2184-6524,CUST-IN-4390-4931,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hill,"IL,IN",LOW
CUST-IL-9614-8328,CUST-IN-1398-1214,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hill,"IL,IN",LOW
CUST-IL-9614-8328,CUST-IN-4390-4931,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Hill,"IL,IN",LOW
CUST-IL-3039-4475,CUST-OH-3305-2593,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-3039-4475,CUST-OH-5260-2832,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-3039-4475,CUST-OH-2613-6074,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-3039-4475,CUST-OH-3376-7879,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-3039-4475,CUST-OH-8766-5983,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-3039-4475,CUST-OH-2478-6192,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-3039-4475,CUST-OH-3371-3505,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-3039-4475,CUST-OH-7000-2574,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-1328-4778,CUST-OH-3305-2593,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-1328-4778,CUST-OH-5260-2832,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-1328-4778,CUST-OH-2613-6074,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-1328-4778,CUST-OH-3376-7879,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-1328-4778,CUST-OH-8766-5983,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-1328-4778,CUST-OH-2478-6192,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-1328-4778,CUST-OH-3371-3505,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-1328-4778,CUST-OH-7000-2574,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-7149-5644,CUST-OH-3305-2593,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-7149-5644,CUST-OH-5260-2832,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-7149-5644,CUST-OH-2613-6074,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-7149-5644,CUST-OH-3376-7879,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-7149-5644,CUST-OH-8766-5983,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-7149-5644,CUST-OH-2478-6192,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-7149-5644,CUST-OH-3371-3505,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-7149-5644,CUST-OH-7000-2574,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-8767-3284,CUST-OH-3305-2593,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-8767-3284,CUST-OH-5260-2832,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-8767-3284,CUST-OH-2613-6074,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-8767-3284,CUST-OH-3376-7879,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-8767-3284,CUST-OH-8766-5983,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-8767-3284,CUST-OH-2478-6192,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-8767-3284,CUST-OH-3371-3505,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-8767-3284,CUST-OH-7000-2574,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-2184-6524,CUST-OH-3305-2593,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-2184-6524,CUST-OH-5260-2832,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-2184-6524,CUST-OH-2613-6074,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-2184-6524,CUST-OH-3376-7879,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-2184-6524,CUST-OH-8766-5983,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-2184-6524,CUST-OH-2478-6192,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-2184-6524,CUST-OH-3371-3505,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-2184-6524,CUST-OH-7000-2574,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-9614-8328,CUST-OH-3305-2593,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-9614-8328,CUST-OH-5260-2832,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-9614-8328,CUST-OH-2613-6074,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-9614-8328,CUST-OH-3376-7879,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-9614-8328,CUST-OH-8766-5983,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-9614-8328,CUST-OH-2478-6192,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-9614-8328,CUST-OH-3371-3505,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
CUST-IL-9614-8328,CUST-OH-7000-2574,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Hill,"IL,OH",LOW
