:ID,:LABEL,event_id,linked_claim_id,event_type,event_subtype,event_date,event_time_hour,event_day_of_week,location_city,location_state,geo_latitude,geo_longitude,severity,weather,road_conditions,vehicles_involved,injuries,fatalities,police_attended,fraud_reported,ring_member,cluster_id
EVT-649082,Event,EVT-649082,CLM-649082,Collision,Single Vehicle Collision,1/24/2015,0,Wednesday,Northbend,WV,39.339306,-79.671886,Total Loss,Snow,Icy,1,2,0,NO,N,No,
EVT-437573,Event,EVT-437573,CLM-437573,Collision,Single Vehicle Collision,2/9/2015,16,Tuesday,Northbend,WV,39.993189,-80.574152,Minor Damage,Rain,Under Construction,1,1,0,?,N,No,
EVT-964657,Event,EVT-964657,CLM-964657,Collision,Single Vehicle Collision,1/19/2015,14,Wednesday,Springfield,NY,43.346842,-74.138141,Major Damage,Unknown,Wet,1,1,0,?,Y,No,
EVT-932502,Event,EVT-932502,CLM-932502,Theft,Vehicle Theft,1/1/2015,9,Sunday,Riverwood,VA,36.520217,-79.338936,Minor Damage,Rain,Under Construction,1,0,0,NO,N,No,
EVT-434507,Event,EVT-434507,CLM-434507,Collision,Multi-vehicle Collision,1/7/2015,9,Sunday,Springfield,SC,33.950981,-81.533678,Minor Damage,Clear,Under Construction,3,0,0,?,N,No,
EVT-935277,Event,EVT-935277,CLM-935277,Collision,Multi-vehicle Collision,2/1/2015,21,Sunday,Springfield,NC,35.798337,-77.569969,Minor Damage,Clear,Icy,3,1,0,YES,N,No,
EVT-756054,Event,EVT-756054,CLM-756054,Collision,Multi-vehicle Collision,2/21/2015,19,Monday,Springfield,VA,38.482718,-78.799393,Total Loss,Snow,Dry,3,0,0,YES,N,No,
EVT-682387,Event,EVT-682387,CLM-682387,Collision,Single Vehicle Collision,1/21/2015,2,Sunday,Northbend,NY,42.003831,-74.08843,Total Loss,Wind,Wet,1,0,0,?,N,No,
EVT-456604,Event,EVT-456604,CLM-456604,Theft,Vehicle Theft,1/19/2015,9,Friday,Northbrook,SC,32.63359,-80.87553,Trivial Damage,Unknown,Gravel,1,2,0,?,N,No,
EVT-139872,Event,EVT-139872,CLM-139872,Parked Car Damage,Parked Car,2/27/2015,5,Wednesday,Northbend,SC,34.981713,-80.506814,Minor Damage,Rain,Icy,1,2,0,YES,N,No,
EVT-354105,Event,EVT-354105,CLM-354105,Collision,Single Vehicle Collision,2/14/2015,14,Saturday,Springfield,SC,35.454276,-81.474353,Major Damage,Wind,Wet,1,2,0,?,Y,No,
EVT-165485,Event,EVT-165485,CLM-165485,Collision,Multi-vehicle Collision,2/1/2015,20,Thursday,Springfield,WV,39.354376,-81.478897,Total Loss,Snow,Wet,3,0,0,YES,N,No,
EVT-515050,Event,EVT-515050,CLM-515050,Collision,Single Vehicle Collision,2/2/2015,18,Monday,Northbrook,NC,36.235039,-78.310399,Major Damage,Clear,Gravel,1,2,0,?,Y,No,
EVT-795686,Event,EVT-795686,CLM-795686,Collision,Multi-vehicle Collision,2/1/2015,13,Tuesday,Northbend,NC,36.102376,-77.510539,Major Damage,Wind,Icy,3,2,0,NO,Y,No,
EVT-395983,Event,EVT-395983,CLM-395983,Collision,Single Vehicle Collision,1/19/2015,21,Monday,Northbrook,WV,39.806066,-80.507003,Minor Damage,Rain,Under Construction,1,1,0,?,N,No,
EVT-119513,Event,EVT-119513,CLM-119513,Collision,Single Vehicle Collision,2/18/2015,14,Saturday,Springfield,SC,33.495183,-82.052777,Major Damage,Snow,Icy,1,2,0,?,Y,Yes,RING-013
EVT-217938,Event,EVT-217938,CLM-217938,Collision,Single Vehicle Collision,2/8/2015,1,Thursday,Springfield,SC,32.909541,-79.789689,Major Damage,Fog,Icy,1,1,0,YES,Y,No,
EVT-203914,Event,EVT-203914,CLM-203914,Collision,Single Vehicle Collision,1/9/2015,17,Thursday,Columbus,NY,42.905425,-75.55534,Total Loss,Snow,Dry,1,1,0,?,N,No,
EVT-565157,Event,EVT-565157,CLM-565157,Collision,Multi-vehicle Collision,2/27/2015,4,Thursday,Hillsdale,NC,34.742328,-79.763083,Major Damage,Snow,Dry,3,2,0,?,N,No,
EVT-904191,Event,EVT-904191,CLM-904191,Collision,Multi-vehicle Collision,1/8/2015,23,Thursday,Riverwood,NY,44.251202,-74.899569,Total Loss,Ice,Wet,3,1,0,YES,Y,Yes,RING-020
EVT-419510,Event,EVT-419510,CLM-419510,Collision,Multi-vehicle Collision,1/8/2015,13,Monday,Columbus,WV,39.013704,-81.578094,Total Loss,Snow,Unknown,3,2,0,?,N,No,
EVT-575000,Event,EVT-575000,CLM-575000,Collision,Multi-vehicle Collision,2/24/2015,20,Wednesday,Northbrook,NC,35.786667,-78.188885,Minor Damage,Rain,Gravel,3,1,0,?,Y,Yes,RING-011
EVT-120485,Event,EVT-120485,CLM-120485,Collision,Single Vehicle Collision,2/12/2015,16,Friday,Riverwood,NY,42.026736,-74.395487,Major Damage,Wind,Dry,1,2,0,NO,Y,Yes,RING-005
EVT-781181,Event,EVT-781181,CLM-781181,Collision,Multi-vehicle Collision,2/18/2015,10,Sunday,Columbus,NY,43.71903,-74.400757,Minor Damage,Unknown,Gravel,3,2,0,YES,N,No,
EVT-299796,Event,EVT-299796,CLM-299796,Parked Car Damage,Parked Car,2/6/2015,8,Monday,Northbend,WV,39.287208,-79.218274,Minor Damage,Rain,Under Construction,1,2,0,NO,N,No,
EVT-589749,Event,EVT-589749,CLM-589749,Collision,Multi-vehicle Collision,2/14/2015,17,Wednesday,Springfield,WV,37.225242,-80.977925,Total Loss,Unknown,Under Construction,3,2,0,?,N,No,
EVT-854021,Event,EVT-854021,CLM-854021,Theft,Vehicle Theft,2/5/2015,9,Sunday,Columbus,NY,43.323182,-75.277825,Minor Damage,Rain,Dry,1,2,0,?,N,No,
EVT-454086,Event,EVT-454086,CLM-454086,Parked Car Damage,Parked Car,1/25/2015,0,Saturday,Springfield,VA,38.716705,-78.821179,Minor Damage,Snow,Gravel,1,2,0,?,N,No,
EVT-139484,Event,EVT-139484,CLM-139484,Collision,Single Vehicle Collision,1/16/2015,12,Saturday,Northbrook,SC,33.183198,-81.125912,Total Loss,Rain,Icy,1,2,0,?,N,No,
EVT-678849,Event,EVT-678849,CLM-678849,Collision,Multi-vehicle Collision,1/28/2015,20,Saturday,Hillsdale,NY,41.647049,-75.879012,Total Loss,Wind,Under Construction,2,2,0,YES,N,No,
EVT-346940,Event,EVT-346940,CLM-346940,Collision,Single Vehicle Collision,1/21/2015,3,Tuesday,Arlington,SC,32.588224,-79.819646,Major Damage,Unknown,Icy,1,2,0,NO,Y,No,
EVT-985436,Event,EVT-985436,CLM-985436,Collision,Multi-vehicle Collision,1/7/2015,18,Wednesday,Columbus,PA,40.619513,-76.639898,Total Loss,Ice,Wet,3,2,0,YES,N,No,
EVT-237418,Event,EVT-237418,CLM-237418,Collision,Multi-vehicle Collision,2/23/2015,4,Saturday,Columbus,WV,38.582084,-79.625856,Minor Damage,Snow,Under Construction,3,2,0,YES,N,No,
EVT-335780,Event,EVT-335780,CLM-335780,Collision,Single Vehicle Collision,2/14/2015,18,Thursday,Riverwood,WV,38.391645,-81.38227,Major Damage,Ice,Wet,1,2,0,YES,Y,No,
EVT-491392,Event,EVT-491392,CLM-491392,Collision,Multi-vehicle Collision,2/27/2015,18,Tuesday,Northbend,NY,43.567122,-74.454446,Minor Damage,Fog,Dry,3,0,0,NO,N,No,
EVT-140880,Event,EVT-140880,CLM-140880,Parked Car Damage,Parked Car,2/21/2015,7,Wednesday,Hillsdale,SC,34.260495,-81.114959,Trivial Damage,Snow,Dry,1,0,0,NO,N,No,
EVT-962591,Event,EVT-962591,CLM-962591,Parked Car Damage,Parked Car,1/5/2015,18,Friday,Hillsdale,NY,43.049694,-75.137545,Minor Damage,Wind,Wet,1,1,0,NO,N,No,
EVT-922565,Event,EVT-922565,CLM-922565,Collision,Multi-vehicle Collision,1/30/2015,23,Saturday,Arlington,NY,41.995456,-74.170523,Minor Damage,Ice,Wet,3,0,0,?,N,No,
EVT-288580,Event,EVT-288580,CLM-288580,Collision,Single Vehicle Collision,2/26/2015,1,Friday,Riverwood,PA,41.059929,-78.422212,Total Loss,Unknown,Under Construction,1,0,0,YES,Y,Yes,RING-007
EVT-154280,Event,EVT-154280,CLM-154280,Collision,Multi-vehicle Collision,1/10/2015,15,Friday,Arlington,SC,32.883676,-80.315921,Total Loss,Unknown,Unknown,3,1,0,?,N,No,
EVT-425973,Event,EVT-425973,CLM-425973,Collision,Multi-vehicle Collision,2/23/2015,2,Wednesday,Hillsdale,PA,39.89607,-77.578332,Major Damage,Ice,Icy,3,0,0,YES,N,No,
EVT-477177,Event,EVT-477177,CLM-477177,Theft,Vehicle Theft,2/5/2015,3,Monday,Riverwood,WV,37.626419,-78.908188,Trivial Damage,Fog,Dry,1,0,0,NO,N,No,
EVT-648509,Event,EVT-648509,CLM-648509,Collision,Single Vehicle Collision,1/21/2015,13,Tuesday,Hillsdale,PA,40.564889,-76.305789,Minor Damage,Snow,Unknown,1,1,0,YES,N,No,
EVT-914815,Event,EVT-914815,CLM-914815,Collision,Single Vehicle Collision,1/7/2015,1,Wednesday,Hillsdale,OH,40.331699,-81.877611,Minor Damage,Rain,Dry,1,1,0,YES,N,No,
EVT-249048,Event,EVT-249048,CLM-249048,Collision,Single Vehicle Collision,1/11/2015,16,Saturday,Columbus,SC,34.57876,-80.547562,Minor Damage,Ice,Icy,1,0,0,?,N,No,
EVT-144323,Event,EVT-144323,CLM-144323,Collision,Single Vehicle Collision,2/6/2015,0,Sunday,Northbend,WV,38.817182,-80.811196,Total Loss,Clear,Under Construction,1,0,0,NO,N,No,
EVT-651861,Event,EVT-651861,CLM-651861,Theft,Vehicle Theft,1/24/2015,1,Friday,Hillsdale,NY,44.230593,-74.246951,Trivial Damage,Wind,Dry,1,2,0,NO,N,No,
EVT-125324,Event,EVT-125324,CLM-125324,Collision,Multi-vehicle Collision,2/18/2015,17,Monday,Riverwood,VA,36.085987,-79.789313,Major Damage,Wind,Icy,3,2,0,YES,N,No,
EVT-398102,Event,EVT-398102,CLM-398102,Collision,Single Vehicle Collision,1/12/2015,13,Tuesday,Springfield,SC,34.400095,-82.313119,Minor Damage,Rain,Wet,1,2,0,?,N,No,
EVT-514065,Event,EVT-514065,CLM-514065,Collision,Single Vehicle Collision,1/17/2015,12,Friday,Springfield,VA,37.023499,-79.600847,Total Loss,Ice,Icy,1,2,0,NO,N,No,
EVT-391652,Event,EVT-391652,CLM-391652,Collision,Single Vehicle Collision,1/12/2015,11,Friday,Northbend,SC,34.395388,-82.076724,Minor Damage,Unknown,Dry,1,1,0,YES,Y,Yes,RING-017
EVT-922167,Event,EVT-922167,CLM-922167,Collision,Single Vehicle Collision,1/6/2015,18,Monday,Northbend,NY,41.784999,-75.990691,Major Damage,Snow,Unknown,1,0,0,NO,N,No,
EVT-442795,Event,EVT-442795,CLM-442795,Collision,Single Vehicle Collision,2/25/2015,17,Wednesday,Northbend,NY,42.479739,-75.595443,Total Loss,Wind,Dry,1,2,0,NO,Y,Yes,RING-009
EVT-226330,Event,EVT-226330,CLM-226330,Collision,Multi-vehicle Collision,2/16/2015,22,Friday,Riverwood,NC,36.83545,-77.845793,Total Loss,Snow,Wet,3,1,0,NO,N,No,
EVT-134430,Event,EVT-134430,CLM-134430,Theft,Vehicle Theft,2/25/2015,9,Saturday,Northbrook,NY,44.294201,-76.740998,Minor Damage,Clear,Unknown,1,1,0,YES,N,No,
EVT-524230,Event,EVT-524230,CLM-524230,Collision,Multi-vehicle Collision,2/21/2015,11,Sunday,Hillsdale,WV,38.375183,-80.323967,Major Damage,Clear,Dry,3,1,0,?,Y,Yes,RING-002
EVT-438817,Event,EVT-438817,CLM-438817,Collision,Single Vehicle Collision,2/16/2015,11,Thursday,Columbus,VA,38.56103,-80.338816,Total Loss,Clear,Wet,1,0,0,YES,N,No,
EVT-293794,Event,EVT-293794,CLM-293794,Parked Car Damage,Parked Car,2/9/2015,8,Sunday,Riverwood,SC,33.715513,-79.669691,Minor Damage,Unknown,Icy,1,0,0,YES,N,No,
EVT-868283,Event,EVT-868283,CLM-868283,Collision,Single Vehicle Collision,2/13/2015,18,Tuesday,Springfield,SC,34.542311,-82.460644,Minor Damage,Ice,Gravel,1,1,0,?,N,No,
EVT-828890,Event,EVT-828890,CLM-828890,Collision,Single Vehicle Collision,1/11/2015,13,Friday,Arlington,SC,33.195275,-80.31956,Total Loss,Rain,Unknown,1,0,0,NO,N,No,
EVT-882920,Event,EVT-882920,CLM-882920,Theft,Vehicle Theft,1/2/2015,8,Tuesday,Hillsdale,VA,36.789823,-78.954553,Minor Damage,Rain,Gravel,1,1,0,YES,N,No,
EVT-918777,Event,EVT-918777,CLM-918777,Collision,Multi-vehicle Collision,2/12/2015,9,Wednesday,Northbrook,VA,36.316264,-78.286789,Total Loss,Snow,Dry,3,0,0,YES,N,No,
EVT-212580,Event,EVT-212580,CLM-212580,Collision,Multi-vehicle Collision,2/5/2015,17,Monday,Columbus,NC,36.668826,-80.181981,Total Loss,Wind,Wet,2,2,0,NO,N,No,
EVT-602410,Event,EVT-602410,CLM-602410,Theft,Vehicle Theft,1/24/2015,3,Sunday,Springfield,WV,38.567767,-80.1158,Trivial Damage,Fog,Unknown,1,1,0,NO,Y,Yes,RING-012
EVT-976971,Event,EVT-976971,CLM-976971,Parked Car Damage,Parked Car,1/12/2015,6,Tuesday,Arlington,WV,38.774229,-79.941254,Trivial Damage,Fog,Icy,1,0,0,?,N,No,
EVT-630226,Event,EVT-630226,CLM-630226,Collision,Single Vehicle Collision,1/16/2015,17,Tuesday,Riverwood,NY,44.01908,-75.250013,Major Damage,Fog,Unknown,1,2,0,NO,N,No,
EVT-171254,Event,EVT-171254,CLM-171254,Theft,Vehicle Theft,1/13/2015,7,Sunday,Arlington,SC,34.21439,-80.056994,Minor Damage,Fog,Under Construction,1,1,0,?,N,No,
EVT-247116,Event,EVT-247116,CLM-247116,Theft,Vehicle Theft,2/2/2015,9,Monday,Hillsdale,NY,42.737778,-76.222581,Trivial Damage,Wind,Under Construction,1,2,0,YES,N,No,
EVT-505969,Event,EVT-505969,CLM-505969,Collision,Single Vehicle Collision,2/28/2015,3,Monday,Hillsdale,WV,39.212768,-79.89486,Minor Damage,Wind,Icy,1,2,0,YES,N,No,
EVT-653864,Event,EVT-653864,CLM-653864,Parked Car Damage,Parked Car,1/18/2015,6,Thursday,Springfield,NY,44.117111,-75.091123,Trivial Damage,Fog,Icy,1,0,0,NO,N,No,
EVT-586367,Event,EVT-586367,CLM-586367,Collision,Multi-vehicle Collision,2/15/2015,7,Saturday,Riverwood,SC,34.634369,-79.505127,Major Damage,Clear,Dry,3,0,0,?,N,No,
EVT-896890,Event,EVT-896890,CLM-896890,Collision,Multi-vehicle Collision,1/31/2015,21,Friday,Northbend,WV,38.221805,-79.981543,Total Loss,Clear,Wet,3,1,0,?,N,No,
EVT-650026,Event,EVT-650026,CLM-650026,Collision,Single Vehicle Collision,2/10/2015,14,Sunday,Springfield,SC,35.080394,-80.049954,Minor Damage,Wind,Wet,1,2,0,NO,N,No,
EVT-547744,Event,EVT-547744,CLM-547744,Collision,Single Vehicle Collision,2/26/2015,0,Tuesday,Columbus,SC,35.237516,-80.596052,Total Loss,Clear,Icy,1,1,0,NO,Y,Yes,RING-002
EVT-598124,Event,EVT-598124,CLM-598124,Collision,Multi-vehicle Collision,2/25/2015,14,Monday,Springfield,VA,36.78734,-79.064216,Major Damage,Snow,Unknown,3,0,0,YES,N,No,
EVT-436126,Event,EVT-436126,CLM-436126,Collision,Multi-vehicle Collision,1/8/2015,13,Wednesday,Riverwood,SC,34.387282,-81.558161,Total Loss,Snow,Unknown,4,2,0,NO,N,No,
EVT-739447,Event,EVT-739447,CLM-739447,Parked Car Damage,Parked Car,1/14/2015,8,Sunday,Columbus,WV,38.167905,-80.785393,Trivial Damage,Ice,Unknown,1,0,0,NO,N,No,
EVT-427484,Event,EVT-427484,CLM-427484,Theft,Vehicle Theft,2/3/2015,7,Friday,Hillsdale,NC,35.871661,-78.367772,Minor Damage,Fog,Under Construction,1,2,0,NO,N,No,
EVT-218684,Event,EVT-218684,CLM-218684,Theft,Vehicle Theft,1/5/2015,9,Saturday,Columbus,OH,41.38981,-84.010094,Trivial Damage,Fog,Under Construction,1,1,0,?,N,No,
EVT-565564,Event,EVT-565564,CLM-565564,Collision,Multi-vehicle Collision,1/24/2015,12,Saturday,Riverwood,NY,44.324124,-74.657014,Minor Damage,Wind,Wet,3,2,0,YES,N,No,
EVT-743163,Event,EVT-743163,CLM-743163,Collision,Multi-vehicle Collision,1/26/2015,6,Tuesday,Springfield,SC,32.529147,-82.350114,Major Damage,Wind,Unknown,3,1,0,?,Y,Yes,RING-018
EVT-604614,Event,EVT-604614,CLM-604614,Collision,Single Vehicle Collision,1/21/2015,11,Thursday,Columbus,NC,34.577138,-77.613806,Total Loss,Rain,Wet,1,1,0,?,Y,No,
EVT-509928,Event,EVT-509928,CLM-509928,Collision,Multi-vehicle Collision,2/6/2015,5,Tuesday,Springfield,NC,34.921076,-78.321563,Minor Damage,Wind,Wet,3,1,0,YES,Y,No,
EVT-593390,Event,EVT-593390,CLM-593390,Collision,Single Vehicle Collision,1/7/2015,14,Wednesday,Columbus,NY,43.374604,-74.144075,Minor Damage,Snow,Dry,1,2,0,NO,N,No,
EVT-970607,Event,EVT-970607,CLM-970607,Theft,Vehicle Theft,2/10/2015,17,Saturday,Springfield,NC,34.813004,-79.76266,Trivial Damage,Ice,Unknown,1,2,0,NO,N,No,
EVT-174701,Event,EVT-174701,CLM-174701,Collision,Single Vehicle Collision,2/23/2015,0,Wednesday,Hillsdale,WV,38.55685,-81.526494,Total Loss,Unknown,Gravel,1,2,0,?,Y,Yes,RING-006
EVT-529398,Event,EVT-529398,CLM-529398,Collision,Multi-vehicle Collision,1/9/2015,21,Tuesday,Northbrook,SC,34.033692,-80.391517,Minor Damage,Fog,Wet,3,1,0,NO,N,No,
EVT-940942,Event,EVT-940942,CLM-940942,Collision,Single Vehicle Collision,2/22/2015,18,Friday,Hillsdale,NY,42.083254,-75.109502,Major Damage,Rain,Dry,1,1,0,YES,Y,No,
EVT-442677,Event,EVT-442677,CLM-442677,Collision,Single Vehicle Collision,2/21/2015,17,Monday,Springfield,NY,42.293225,-75.084552,Minor Damage,Ice,Wet,1,2,0,NO,N,No,
EVT-365364,Event,EVT-365364,CLM-365364,Collision,Single Vehicle Collision,2/4/2015,19,Wednesday,Hillsdale,NY,43.462139,-75.09078,Total Loss,Clear,Dry,1,0,0,NO,N,No,
EVT-114839,Event,EVT-114839,CLM-114839,Collision,Multi-vehicle Collision,1/7/2015,17,Wednesday,Columbus,NY,43.957498,-76.779899,Total Loss,Ice,Under Construction,3,1,0,NO,N,No,
EVT-872734,Event,EVT-872734,CLM-872734,Collision,Multi-vehicle Collision,1/17/2015,23,Thursday,Arlington,VA,35.991499,-80.251597,Major Damage,Unknown,Gravel,3,0,0,YES,N,No,
EVT-267885,Event,EVT-267885,CLM-267885,Collision,Single Vehicle Collision,1/28/2015,4,Wednesday,Springfield,NY,43.21161,-74.49951,Total Loss,Rain,Gravel,1,0,0,YES,N,No,
EVT-740505,Event,EVT-740505,CLM-740505,Collision,Multi-vehicle Collision,2/22/2015,2,Friday,Riverwood,NY,43.173036,-76.190925,Minor Damage,Fog,Icy,2,2,0,?,N,No,
EVT-629663,Event,EVT-629663,CLM-629663,Collision,Single Vehicle Collision,2/16/2015,2,Friday,Arlington,NY,42.781345,-76.689733,Major Damage,Wind,Icy,1,0,0,NO,Y,Yes,RING-007
EVT-839884,Event,EVT-839884,CLM-839884,Collision,Multi-vehicle Collision,2/17/2015,10,Saturday,Hillsdale,WV,39.727615,-79.583315,Total Loss,Unknown,Gravel,3,1,0,NO,N,No,
EVT-241562,Event,EVT-241562,CLM-241562,Collision,Single Vehicle Collision,1/9/2015,2,Sunday,Columbus,SC,33.466316,-80.15607,Minor Damage,Rain,Gravel,1,0,0,NO,N,No,
EVT-405533,Event,EVT-405533,CLM-405533,Collision,Single Vehicle Collision,2/9/2015,18,Friday,Columbus,NY,41.617017,-76.205937,Total Loss,Wind,Icy,1,0,0,YES,N,No,
EVT-667021,Event,EVT-667021,CLM-667021,Collision,Single Vehicle Collision,2/16/2015,18,Wednesday,Arlington,SC,32.957706,-80.994347,Minor Damage,Rain,Under Construction,1,2,0,YES,N,No,
EVT-511621,Event,EVT-511621,CLM-511621,Collision,Multi-vehicle Collision,2/18/2015,7,Friday,Springfield,WV,38.710368,-79.457642,Total Loss,Ice,Unknown,4,2,0,YES,N,No,
EVT-476923,Event,EVT-476923,CLM-476923,Collision,Multi-vehicle Collision,1/11/2015,19,Wednesday,Hillsdale,OH,40.000947,-82.32975,Major Damage,Rain,Gravel,3,2,0,NO,N,No,
EVT-735822,Event,EVT-735822,CLM-735822,Collision,Multi-vehicle Collision,2/4/2015,10,Saturday,Riverwood,PA,40.474245,-78.185323,Major Damage,Wind,Gravel,3,0,0,YES,Y,No,
EVT-492745,Event,EVT-492745,CLM-492745,Collision,Multi-vehicle Collision,1/22/2015,16,Friday,Riverwood,NY,42.269618,-76.740311,Minor Damage,Rain,Dry,3,1,0,?,N,No,
EVT-130930,Event,EVT-130930,CLM-130930,Collision,Single Vehicle Collision,1/10/2015,17,Tuesday,Arlington,NY,43.842088,-76.312949,Total Loss,Clear,Wet,1,1,0,NO,N,No,
EVT-261119,Event,EVT-261119,CLM-261119,Collision,Multi-vehicle Collision,1/10/2015,2,Saturday,Columbus,SC,33.470743,-79.674391,Total Loss,Ice,Wet,3,2,0,NO,Y,No,
EVT-280709,Event,EVT-280709,CLM-280709,Collision,Single Vehicle Collision,2/16/2015,19,Wednesday,Springfield,NY,43.140008,-74.044971,Major Damage,Unknown,Icy,1,1,0,?,N,No,
EVT-898573,Event,EVT-898573,CLM-898573,Collision,Single Vehicle Collision,2/8/2015,0,Saturday,Northbrook,WV,38.456043,-81.069597,Minor Damage,Unknown,Icy,1,1,0,?,N,No,
EVT-547802,Event,EVT-547802,CLM-547802,Collision,Single Vehicle Collision,1/26/2015,16,Saturday,Riverwood,SC,32.984176,-79.672308,Major Damage,Wind,Gravel,1,0,0,YES,N,No,
EVT-600845,Event,EVT-600845,CLM-600845,Collision,Single Vehicle Collision,2/1/2015,20,Sunday,Columbus,VA,37.064021,-78.123056,Major Damage,Fog,Wet,1,2,0,NO,Y,No,
EVT-390381,Event,EVT-390381,CLM-390381,Parked Car Damage,Parked Car,2/2/2015,10,Tuesday,Hillsdale,SC,34.421489,-79.78572,Trivial Damage,Wind,Wet,1,2,0,YES,N,No,
EVT-629918,Event,EVT-629918,CLM-629918,Collision,Multi-vehicle Collision,2/6/2015,21,Monday,Riverwood,NY,42.012134,-75.675937,Total Loss,Snow,Under Construction,3,2,0,NO,N,No,
EVT-208298,Event,EVT-208298,CLM-208298,Theft,Vehicle Theft,1/1/2015,3,Tuesday,Springfield,PA,40.012275,-79.214228,Trivial Damage,Wind,Icy,1,1,0,NO,N,No,
EVT-513099,Event,EVT-513099,CLM-513099,Collision,Single Vehicle Collision,1/19/2015,7,Thursday,Arlington,NY,42.082991,-74.212143,Major Damage,Unknown,Under Construction,1,0,0,YES,Y,Yes,RING-020
EVT-184938,Event,EVT-184938,CLM-184938,Collision,Single Vehicle Collision,1/17/2015,19,Monday,Northbend,NY,43.519625,-75.455565,Minor Damage,Clear,Dry,1,0,0,YES,N,No,
EVT-187775,Event,EVT-187775,CLM-187775,Collision,Multi-vehicle Collision,2/1/2015,15,Tuesday,Columbus,SC,34.879108,-81.327786,Total Loss,Clear,Icy,3,0,0,?,Y,Yes,RING-018
EVT-326322,Event,EVT-326322,CLM-326322,Parked Car Damage,Parked Car,1/2/2015,7,Friday,Hillsdale,SC,32.893681,-79.603365,Minor Damage,Unknown,Wet,1,0,0,NO,N,No,
EVT-146138,Event,EVT-146138,CLM-146138,Collision,Single Vehicle Collision,2/20/2015,19,Wednesday,Arlington,NC,35.609022,-80.349231,Major Damage,Clear,Unknown,1,1,0,YES,N,No,
EVT-336047,Event,EVT-336047,CLM-336047,Collision,Multi-vehicle Collision,2/5/2015,13,Wednesday,Springfield,SC,35.335698,-79.581527,Total Loss,Unknown,Dry,2,0,0,?,Y,Yes,RING-017
EVT-532330,Event,EVT-532330,CLM-532330,Collision,Multi-vehicle Collision,2/27/2015,2,Sunday,Northbend,SC,34.598217,-82.460148,Major Damage,Wind,Wet,3,1,0,NO,Y,Yes,RING-005
EVT-118137,Event,EVT-118137,CLM-118137,Theft,Vehicle Theft,1/27/2015,5,Wednesday,Springfield,WV,38.420295,-80.660049,Trivial Damage,Clear,Gravel,1,1,0,NO,N,No,
EVT-212674,Event,EVT-212674,CLM-212674,Collision,Single Vehicle Collision,1/26/2015,21,Sunday,Riverwood,OH,41.538026,-82.088599,Major Damage,Snow,Gravel,1,2,0,NO,Y,No,
EVT-935596,Event,EVT-935596,CLM-935596,Collision,Multi-vehicle Collision,1/13/2015,21,Monday,Northbrook,SC,32.696249,-82.400289,Major Damage,Snow,Icy,3,2,0,NO,Y,Yes,RING-002
EVT-737593,Event,EVT-737593,CLM-737593,Collision,Multi-vehicle Collision,1/14/2015,7,Monday,Hillsdale,NY,41.650642,-74.077537,Major Damage,Clear,Wet,3,0,0,?,N,No,
EVT-812025,Event,EVT-812025,CLM-812025,Collision,Multi-vehicle Collision,2/22/2015,16,Saturday,Arlington,SC,34.977513,-79.866646,Total Loss,Unknown,Icy,3,1,0,YES,N,No,
EVT-168151,Event,EVT-168151,CLM-168151,Collision,Single Vehicle Collision,1/17/2015,13,Saturday,Columbus,SC,34.373667,-80.966148,Major Damage,Clear,Under Construction,1,0,0,NO,Y,Yes,RING-015
EVT-594739,Event,EVT-594739,CLM-594739,Theft,Vehicle Theft,2/2/2015,2,Monday,Springfield,NY,43.823768,-75.556024,Trivial Damage,Snow,Wet,1,1,0,YES,N,No,
EVT-843227,Event,EVT-843227,CLM-843227,Collision,Multi-vehicle Collision,1/7/2015,19,Saturday,Northbend,SC,35.420995,-80.732089,Major Damage,Fog,Gravel,3,0,0,YES,Y,No,
EVT-283925,Event,EVT-283925,CLM-283925,Parked Car Damage,Parked Car,2/2/2015,17,Monday,Riverwood,SC,33.54541,-82.050055,Trivial Damage,Unknown,Dry,1,0,0,NO,N,No,
EVT-475588,Event,EVT-475588,CLM-475588,Collision,Single Vehicle Collision,2/7/2015,3,Tuesday,Arlington,NC,34.198912,-79.866162,Major Damage,Unknown,Icy,1,2,0,?,Y,Yes,RING-005
EVT-751905,Event,EVT-751905,CLM-751905,Collision,Multi-vehicle Collision,1/18/2015,17,Thursday,Arlington,NY,42.494813,-74.677518,Major Damage,Wind,Under Construction,3,0,0,?,Y,Yes,RING-004
EVT-226725,Event,EVT-226725,CLM-226725,Collision,Multi-vehicle Collision,1/10/2015,5,Tuesday,Hillsdale,SC,32.569253,-81.854683,Minor Damage,Ice,Wet,3,1,0,?,N,No,
EVT-942504,Event,EVT-942504,CLM-942504,Collision,Single Vehicle Collision,1/30/2015,9,Tuesday,Northbend,SC,35.450085,-80.621851,Minor Damage,Ice,Icy,1,1,0,YES,N,No,
EVT-395572,Event,EVT-395572,CLM-395572,Theft,Vehicle Theft,1/25/2015,9,Monday,Hillsdale,NC,34.452048,-79.225695,Trivial Damage,Wind,Icy,1,1,0,NO,N,No,
EVT-889883,Event,EVT-889883,CLM-889883,Collision,Multi-vehicle Collision,1/29/2015,9,Thursday,Columbus,PA,41.589307,-79.075484,Major Damage,Clear,Gravel,3,2,0,?,Y,Yes,RING-002
