:START_ID,:END_ID,:TYPE,entity_type,ring_suspicion,pagerank,weight,connection_strength,first_seen_date,last_seen_date,event_time
NF-CLM-550930,CLM-550930,DESCRIBES_ENTITY,Claim,0.044,0.3478,0.3478,0.3452,02/01/2015,08/01/2015,02/01/2015
NF-CLM-998192,CLM-998192,DESCRIBES_ENTITY,Claim,0.87,0.6573,0.6573,0.6289,08/01/2015,08/01/2015,08/01/2015
NF-CLM-663938,CLM-663938,DESCRIBES_ENTITY,Claim,0.2,0.0587,0.0587,0.0552,01/01/2015,01/01/2015,01/01/2015
NF-CLM-756870,CLM-756870,DESCRIBES_ENTITY,Claim,0.25,0.182,0.182,0.1629,05/01/2015,05/01/2015,05/01/2015
NF-CLM-337158,CLM-337158,DESCRIBES_ENTITY,Claim,0.849,0.7268,0.7268,0.7009,07/01/2015,02/01/2015,07/01/2015
NF-CLM-919875,CLM-919875,DESCRIBES_ENTITY,Claim,0.033,0.394,0.394,0.3853,08/01/2015,05/01/2015,08/01/2015
NF-CLM-315631,CLM-315631,DESCRIBES_ENTITY,Claim,0.385,0.4822,0.4822,0.3982,03/01/2015,06/01/2015,03/01/2015
NF-CLM-113464,CLM-113464,DESCRIBES_ENTITY,Claim,0.043,0.3966,0.3966,0.3807,05/01/2015,09/01/2015,05/01/2015
NF-CLM-556415,CLM-556415,DESCRIBES_ENTITY,Claim,0.103,0.0481,0.0481,0.0429,03/01/2015,09/01/2015,03/01/2015
NF-CLM-250249,CLM-250249,DESCRIBES_ENTITY,Claim,0.16,0.3813,0.3813,0.3646,08/01/2015,07/01/2015,08/01/2015
NF-CLM-403776,CLM-403776,DESCRIBES_ENTITY,Claim,0.298,0.6653,0.6653,0.5441,02/01/2015,02/01/2015,02/01/2015
NF-CLM-396002,CLM-396002,DESCRIBES_ENTITY,Claim,0.165,0.1275,0.1275,0.1267,02/01/2015,04/01/2015,02/01/2015
NF-CLM-976908,CLM-976908,DESCRIBES_ENTITY,Claim,0.043,0.1711,0.1711,0.1637,07/01/2015,07/01/2015,07/01/2015
NF-CLM-509489,CLM-509489,DESCRIBES_ENTITY,Claim,0.254,0.0362,0.0362,0.031,04/01/2015,05/01/2015,04/01/2015
NF-CLM-485295,CLM-485295,DESCRIBES_ENTITY,Claim,0.218,0.0913,0.0913,0.0791,08/01/2015,04/01/2015,08/01/2015
NF-CLM-361829,CLM-361829,DESCRIBES_ENTITY,Claim,0.361,0.3855,0.3855,0.3106,09/01/2015,03/01/2015,09/01/2015
NF-CLM-603632,CLM-603632,DESCRIBES_ENTITY,Claim,0.185,0.5047,0.5047,0.4855,01/01/2015,04/01/2015,01/01/2015
NF-CLM-783494,CLM-783494,DESCRIBES_ENTITY,Claim,0.557,0.7677,0.7677,0.7269,01/01/2015,06/01/2015,01/01/2015
NF-CLM-439049,CLM-439049,DESCRIBES_ENTITY,Claim,0.082,0.2192,0.2192,0.1858,05/01/2015,01/01/2015,05/01/2015
NF-CLM-502634,CLM-502634,DESCRIBES_ENTITY,Claim,0.349,0.2161,0.2161,0.2063,08/01/2015,07/01/2015,08/01/2015
NF-CLM-378588,CLM-378588,DESCRIBES_ENTITY,Claim,0.078,0.9142,0.9142,0.847,03/01/2015,04/01/2015,03/01/2015
NF-CLM-794731,CLM-794731,DESCRIBES_ENTITY,Claim,0.286,0.4968,0.4968,0.4595,01/01/2015,03/01/2015,01/01/2015
NF-CLM-641934,CLM-641934,DESCRIBES_ENTITY,Claim,0.382,0.8629,0.8629,0.8343,03/01/2015,09/01/2015,03/01/2015
NF-CLM-113516,CLM-113516,DESCRIBES_ENTITY,Claim,0.202,0.3399,0.3399,0.3013,09/01/2015,08/01/2015,09/01/2015
NF-CLM-425631,CLM-425631,DESCRIBES_ENTITY,Claim,0.06,0.4593,0.4593,0.425,09/01/2015,08/01/2015,09/01/2015
NF-CLM-542245,CLM-542245,DESCRIBES_ENTITY,Claim,0.32,0.3358,0.3358,0.2891,09/01/2015,06/01/2015,09/01/2015
NF-CLM-512894,CLM-512894,DESCRIBES_ENTITY,Claim,0.126,0.2501,0.2501,0.236,03/01/2015,06/01/2015,03/01/2015
NF-CLM-633090,CLM-633090,DESCRIBES_ENTITY,Claim,0.159,0.2408,0.2408,0.2142,04/01/2015,05/01/2015,04/01/2015
NF-CLM-464234,CLM-464234,DESCRIBES_ENTITY,Claim,0.037,0.4753,0.4753,0.4583,08/01/2015,09/01/2015,08/01/2015
NF-CLM-290162,CLM-290162,DESCRIBES_ENTITY,Claim,0.077,0.0926,0.0926,0.078,08/01/2015,05/01/2015,08/01/2015
NF-CLM-638155,CLM-638155,DESCRIBES_ENTITY,Claim,0.627,0.8584,0.8584,0.7122,01/01/2015,01/01/2015,01/01/2015
NF-CLM-911429,CLM-911429,DESCRIBES_ENTITY,Claim,0.394,0.3697,0.3697,0.3321,09/01/2015,01/01/2015,09/01/2015
NF-CLM-106186,CLM-106186,DESCRIBES_ENTITY,Claim,0.184,0.1409,0.1409,0.1199,08/01/2015,05/01/2015,08/01/2015
NF-CLM-311783,CLM-311783,DESCRIBES_ENTITY,Claim,0.051,0.4229,0.4229,0.4131,08/01/2015,03/01/2015,08/01/2015
NF-CLM-528385,CLM-528385,DESCRIBES_ENTITY,Claim,0.107,0.6417,0.6417,0.6049,01/01/2015,02/01/2015,01/01/2015
NF-CLM-228403,CLM-228403,DESCRIBES_ENTITY,Claim,0.009,0.1145,0.1145,0.0954,02/01/2015,01/01/2015,02/01/2015
NF-CLM-209177,CLM-209177,DESCRIBES_ENTITY,Claim,0.894,0.9131,0.9131,0.7607,06/01/2015,08/01/2015,06/01/2015
NF-CLM-497929,CLM-497929,DESCRIBES_ENTITY,Claim,0.066,0.1921,0.1921,0.157,03/01/2015,09/01/2015,03/01/2015
NF-CLM-735844,CLM-735844,DESCRIBES_ENTITY,Claim,0.1,0.3483,0.3483,0.2947,05/01/2015,09/01/2015,05/01/2015
NF-CLM-710741,CLM-710741,DESCRIBES_ENTITY,Claim,0.116,0.3597,0.3597,0.3098,03/01/2015,06/01/2015,03/01/2015
NF-CLM-276804,CLM-276804,DESCRIBES_ENTITY,Claim,0.518,0.96,0.96,0.769,05/01/2015,08/01/2015,05/01/2015
NF-CLM-507545,CLM-507545,DESCRIBES_ENTITY,Claim,0.39,0.0503,0.0503,0.0442,05/01/2015,07/01/2015,05/01/2015
NF-CLM-485642,CLM-485642,DESCRIBES_ENTITY,Claim,0.221,0.0559,0.0559,0.0505,04/01/2015,01/01/2015,04/01/2015
NF-CLM-796375,CLM-796375,DESCRIBES_ENTITY,Claim,0.018,0.6168,0.6168,0.578,02/01/2015,02/01/2015,02/01/2015
NF-CLM-171183,CLM-171183,DESCRIBES_ENTITY,Claim,0.322,0.4974,0.4974,0.4622,01/01/2015,07/01/2015,01/01/2015
NF-CLM-110084,CLM-110084,DESCRIBES_ENTITY,Claim,0.225,0.8628,0.8628,0.76,03/01/2015,07/01/2015,03/01/2015
NF-CLM-714784,CLM-714784,DESCRIBES_ENTITY,Claim,0.014,0.4163,0.4163,0.3628,04/01/2015,07/01/2015,04/01/2015
NF-CLM-143924,CLM-143924,DESCRIBES_ENTITY,Claim,0.294,0.0291,0.0291,0.0267,03/01/2015,08/01/2015,03/01/2015
NF-CLM-996850,CLM-996850,DESCRIBES_ENTITY,Claim,0.05,0.1888,0.1888,0.1854,02/01/2015,04/01/2015,02/01/2015
NF-CLM-284834,CLM-284834,DESCRIBES_ENTITY,Claim,0.081,0.4708,0.4708,0.4625,01/01/2015,03/01/2015,01/01/2015
NF-CLM-830878,CLM-830878,DESCRIBES_ENTITY,Claim,0.057,0.4379,0.4379,0.3724,04/01/2015,08/01/2015,04/01/2015
NF-CLM-270208,CLM-270208,DESCRIBES_ENTITY,Claim,0.152,0.086,0.086,0.0752,07/01/2015,09/01/2015,07/01/2015
NF-CLM-407958,CLM-407958,DESCRIBES_ENTITY,Claim,0.242,0.4205,0.4205,0.4141,08/01/2015,04/01/2015,08/01/2015
NF-CLM-832300,CLM-832300,DESCRIBES_ENTITY,Claim,0.184,0.2311,0.2311,0.2182,05/01/2015,07/01/2015,05/01/2015
NF-CLM-927205,CLM-927205,DESCRIBES_ENTITY,Claim,0.203,0.4737,0.4737,0.4175,01/01/2015,01/01/2015,01/01/2015
NF-CLM-655356,CLM-655356,DESCRIBES_ENTITY,Claim,0.356,0.4772,0.4772,0.416,01/01/2015,08/01/2015,01/01/2015
NF-CLM-831053,CLM-831053,DESCRIBES_ENTITY,Claim,0.036,0.0613,0.0613,0.0555,03/01/2015,09/01/2015,03/01/2015
NF-CLM-432740,CLM-432740,DESCRIBES_ENTITY,Claim,0.121,0.1358,0.1358,0.119,06/01/2015,01/01/2015,06/01/2015
NF-CLM-893853,CLM-893853,DESCRIBES_ENTITY,Claim,0.249,0.3007,0.3007,0.2951,05/01/2015,08/01/2015,05/01/2015
NF-CLM-594988,CLM-594988,DESCRIBES_ENTITY,Claim,0.045,0.7445,0.7445,0.7274,03/01/2015,09/01/2015,03/01/2015
NF-CLM-979544,CLM-979544,DESCRIBES_ENTITY,Claim,0.354,0.4502,0.4502,0.4265,08/01/2015,03/01/2015,08/01/2015
NF-CLM-191891,CLM-191891,DESCRIBES_ENTITY,Claim,0.256,0.0109,0.0109,0.0089,01/01/2015,01/01/2015,01/01/2015
NF-CLM-831479,CLM-831479,DESCRIBES_ENTITY,Claim,0.291,0.1241,0.1241,0.1061,09/01/2015,08/01/2015,09/01/2015
NF-CLM-714346,CLM-714346,DESCRIBES_ENTITY,Claim,0.156,0.9608,0.9608,0.8114,04/01/2015,09/01/2015,04/01/2015
NF-CLM-326289,CLM-326289,DESCRIBES_ENTITY,Claim,0.106,0.448,0.448,0.4265,02/01/2015,04/01/2015,02/01/2015
NF-CLM-944537,CLM-944537,DESCRIBES_ENTITY,Claim,0.332,0.2825,0.2825,0.2641,09/01/2015,04/01/2015,09/01/2015
NF-CLM-779156,CLM-779156,DESCRIBES_ENTITY,Claim,0.029,0.9503,0.9503,0.7737,02/01/2015,09/01/2015,02/01/2015
NF-CLM-856153,CLM-856153,DESCRIBES_ENTITY,Claim,0.372,0.2294,0.2294,0.2186,09/01/2015,02/01/2015,09/01/2015
NF-CLM-473338,CLM-473338,DESCRIBES_ENTITY,Claim,0.361,0.4942,0.4942,0.4507,01/01/2015,01/01/2015,01/01/2015
NF-CLM-521694,CLM-521694,DESCRIBES_ENTITY,Claim,0.234,0.2055,0.2055,0.1663,04/01/2015,02/01/2015,04/01/2015
NF-CLM-136520,CLM-136520,DESCRIBES_ENTITY,Claim,0.106,0.3557,0.3557,0.3073,05/01/2015,04/01/2015,05/01/2015
NF-CLM-730819,CLM-730819,DESCRIBES_ENTITY,Claim,0.844,0.9761,0.9761,0.8574,04/01/2015,07/01/2015,04/01/2015
NF-CLM-912665,CLM-912665,DESCRIBES_ENTITY,Claim,0.536,0.9265,0.9265,0.7566,01/01/2015,03/01/2015,01/01/2015
NF-CLM-469966,CLM-469966,DESCRIBES_ENTITY,Claim,0.066,0.1461,0.1461,0.1298,08/01/2015,05/01/2015,08/01/2015
NF-CLM-952300,CLM-952300,DESCRIBES_ENTITY,Claim,0.023,0.261,0.261,0.2336,02/01/2015,01/01/2015,02/01/2015
NF-CLM-322609,CLM-322609,DESCRIBES_ENTITY,Claim,0.137,0.494,0.494,0.3999,05/01/2015,09/01/2015,05/01/2015
NF-CLM-890280,CLM-890280,DESCRIBES_ENTITY,Claim,0.141,0.5679,0.5679,0.5375,09/01/2015,04/01/2015,09/01/2015
NF-CLM-431583,CLM-431583,DESCRIBES_ENTITY,Claim,0.31,0.4379,0.4379,0.3554,09/01/2015,02/01/2015,09/01/2015
NF-CLM-155912,CLM-155912,DESCRIBES_ENTITY,Claim,0.925,0.9897,0.9897,0.8209,04/01/2015,06/01/2015,04/01/2015
NF-CLM-110143,CLM-110143,DESCRIBES_ENTITY,Claim,0.126,0.476,0.476,0.3911,01/01/2015,03/01/2015,01/01/2015
NF-CLM-808544,CLM-808544,DESCRIBES_ENTITY,Claim,0.096,0.4927,0.4927,0.4086,06/01/2015,07/01/2015,06/01/2015
NF-CLM-409074,CLM-409074,DESCRIBES_ENTITY,Claim,0.594,0.8549,0.8549,0.7997,05/01/2015,05/01/2015,05/01/2015
NF-CLM-824728,CLM-824728,DESCRIBES_ENTITY,Claim,0.342,0.2177,0.2177,0.1879,06/01/2015,07/01/2015,06/01/2015
NF-CLM-606037,CLM-606037,DESCRIBES_ENTITY,Claim,0.076,0.2617,0.2617,0.2175,01/01/2015,08/01/2015,01/01/2015
NF-CLM-636843,CLM-636843,DESCRIBES_ENTITY,Claim,0.226,0.0346,0.0346,0.0282,09/01/2015,05/01/2015,09/01/2015
NF-CLM-111874,CLM-111874,DESCRIBES_ENTITY,Claim,0.038,0.0444,0.0444,0.039,03/01/2015,05/01/2015,03/01/2015
NF-CLM-439844,CLM-439844,DESCRIBES_ENTITY,Claim,0.099,0.8274,0.8274,0.7043,08/01/2015,06/01/2015,08/01/2015
NF-CLM-463513,CLM-463513,DESCRIBES_ENTITY,Claim,0.155,0.1019,0.1019,0.0876,06/01/2015,07/01/2015,06/01/2015
NF-CLM-577858,CLM-577858,DESCRIBES_ENTITY,Claim,0.329,0.1789,0.1789,0.1441,09/01/2015,04/01/2015,09/01/2015
NF-CLM-607351,CLM-607351,DESCRIBES_ENTITY,Claim,0.123,0.2859,0.2859,0.2698,07/01/2015,03/01/2015,07/01/2015
NF-CLM-682754,CLM-682754,DESCRIBES_ENTITY,Claim,0.331,0.4413,0.4413,0.3918,09/01/2015,03/01/2015,09/01/2015
NF-CLM-757352,CLM-757352,DESCRIBES_ENTITY,Claim,0.245,0.3048,0.3048,0.2625,06/01/2015,06/01/2015,06/01/2015
NF-CLM-307469,CLM-307469,DESCRIBES_ENTITY,Claim,0.588,0.7755,0.7755,0.76,09/01/2015,01/01/2015,09/01/2015
NF-CLM-526296,CLM-526296,DESCRIBES_ENTITY,Claim,0.811,0.9848,0.9848,0.9638,02/01/2015,06/01/2015,02/01/2015
NF-CLM-658816,CLM-658816,DESCRIBES_ENTITY,Claim,0.295,0.3482,0.3482,0.3462,08/01/2015,05/01/2015,08/01/2015
NF-CLM-913337,CLM-913337,DESCRIBES_ENTITY,Claim,0.104,0.5684,0.5684,0.4559,05/01/2015,07/01/2015,05/01/2015
NF-CLM-488464,CLM-488464,DESCRIBES_ENTITY,Claim,0.164,0.1541,0.1541,0.1516,09/01/2015,08/01/2015,09/01/2015
NF-CLM-480094,CLM-480094,DESCRIBES_ENTITY,Claim,0.322,0.0293,0.0293,0.028,09/01/2015,09/01/2015,09/01/2015
NF-CLM-263108,CLM-263108,DESCRIBES_ENTITY,Claim,0.251,0.0795,0.0795,0.0671,05/01/2015,09/01/2015,05/01/2015
NF-CLM-298412,CLM-298412,DESCRIBES_ENTITY,Claim,0.391,0.0152,0.0152,0.0147,07/01/2015,05/01/2015,07/01/2015
NF-CLM-261905,CLM-261905,DESCRIBES_ENTITY,Claim,0.1,0.5817,0.5817,0.5371,08/01/2015,09/01/2015,08/01/2015
NF-CLM-674485,CLM-674485,DESCRIBES_ENTITY,Claim,0.164,0.3059,0.3059,0.2741,05/01/2015,09/01/2015,05/01/2015
NF-CLM-223404,CLM-223404,DESCRIBES_ENTITY,Claim,0.399,0.213,0.213,0.1929,09/01/2015,01/01/2015,09/01/2015
NF-CLM-991480,CLM-991480,DESCRIBES_ENTITY,Claim,0.144,0.2465,0.2465,0.22,03/01/2015,06/01/2015,03/01/2015
NF-CLM-804219,CLM-804219,DESCRIBES_ENTITY,Claim,0.346,0.2117,0.2117,0.1896,03/01/2015,06/01/2015,03/01/2015
NF-CLM-483088,CLM-483088,DESCRIBES_ENTITY,Claim,0.107,0.3244,0.3244,0.2842,04/01/2015,05/01/2015,04/01/2015
NF-CLM-100804,CLM-100804,DESCRIBES_ENTITY,Claim,0.215,0.4036,0.4036,0.3811,03/01/2015,08/01/2015,03/01/2015
NF-CLM-941807,CLM-941807,DESCRIBES_ENTITY,Claim,0.009,0.324,0.324,0.3099,09/01/2015,05/01/2015,09/01/2015
NF-CLM-593466,CLM-593466,DESCRIBES_ENTITY,Claim,0.608,0.5661,0.5661,0.5087,07/01/2015,03/01/2015,07/01/2015
NF-CLM-437442,CLM-437442,DESCRIBES_ENTITY,Claim,0.001,0.7727,0.7727,0.7306,05/01/2015,01/01/2015,05/01/2015
NF-CLM-942106,CLM-942106,DESCRIBES_ENTITY,Claim,0.185,0.1726,0.1726,0.1695,03/01/2015,01/01/2015,03/01/2015
NF-CLM-794951,CLM-794951,DESCRIBES_ENTITY,Claim,0.013,0.1211,0.1211,0.1014,06/01/2015,03/01/2015,06/01/2015
NF-CLM-182450,CLM-182450,DESCRIBES_ENTITY,Claim,0.117,0.3639,0.3639,0.3473,01/01/2015,09/01/2015,01/01/2015
NF-CLM-730973,CLM-730973,DESCRIBES_ENTITY,Claim,0.123,0.0706,0.0706,0.059,05/01/2015,03/01/2015,05/01/2015
NF-CLM-687755,CLM-687755,DESCRIBES_ENTITY,Claim,0.05,0.4604,0.4604,0.392,07/01/2015,04/01/2015,07/01/2015
NF-CLM-757644,CLM-757644,DESCRIBES_ENTITY,Claim,0.21,0.1639,0.1639,0.1469,05/01/2015,05/01/2015,05/01/2015
NF-CLM-998865,CLM-998865,DESCRIBES_ENTITY,Claim,0.072,0.0373,0.0373,0.0322,08/01/2015,04/01/2015,08/01/2015
NF-CLM-944953,CLM-944953,DESCRIBES_ENTITY,Claim,0.372,0.0576,0.0576,0.054,02/01/2015,08/01/2015,02/01/2015
NF-CLM-386429,CLM-386429,DESCRIBES_ENTITY,Claim,0.245,0.4723,0.4723,0.3945,08/01/2015,02/01/2015,08/01/2015
NF-CLM-108270,CLM-108270,DESCRIBES_ENTITY,Claim,0.111,0.2836,0.2836,0.2574,05/01/2015,05/01/2015,05/01/2015
NF-CLM-205134,CLM-205134,DESCRIBES_ENTITY,Claim,0.0,0.1358,0.1358,0.122,03/01/2015,03/01/2015,03/01/2015
NF-CLM-749325,CLM-749325,DESCRIBES_ENTITY,Claim,0.254,0.312,0.312,0.2753,07/01/2015,05/01/2015,07/01/2015
NF-CLM-774303,CLM-774303,DESCRIBES_ENTITY,Claim,0.351,0.2835,0.2835,0.2789,06/01/2015,04/01/2015,06/01/2015
NF-CLM-698470,CLM-698470,DESCRIBES_ENTITY,Claim,0.001,0.1754,0.1754,0.1679,09/01/2015,09/01/2015,09/01/2015
NF-CLM-719989,CLM-719989,DESCRIBES_ENTITY,Claim,0.187,0.2917,0.2917,0.2412,09/01/2015,09/01/2015,09/01/2015
NF-CLM-309323,CLM-309323,DESCRIBES_ENTITY,Claim,0.077,0.0267,0.0267,0.0253,05/01/2015,01/01/2015,05/01/2015
NF-CLM-444035,CLM-444035,DESCRIBES_ENTITY,Claim,0.939,0.9693,0.9693,0.8035,01/01/2015,02/01/2015,01/01/2015
NF-CLM-431478,CLM-431478,DESCRIBES_ENTITY,Claim,0.535,0.5892,0.5892,0.5863,07/01/2015,04/01/2015,07/01/2015
NF-CLM-797634,CLM-797634,DESCRIBES_ENTITY,Claim,0.188,0.4007,0.4007,0.3333,07/01/2015,08/01/2015,07/01/2015
NF-CLM-284836,CLM-284836,DESCRIBES_ENTITY,Claim,0.006,0.081,0.081,0.0783,02/01/2015,03/01/2015,02/01/2015
NF-CLM-238196,CLM-238196,DESCRIBES_ENTITY,Claim,0.041,0.2761,0.2761,0.2531,03/01/2015,05/01/2015,03/01/2015
NF-CLM-885789,CLM-885789,DESCRIBES_ENTITY,Claim,0.096,0.2627,0.2627,0.2557,05/01/2015,03/01/2015,05/01/2015
NF-CLM-287436,CLM-287436,DESCRIBES_ENTITY,Claim,0.247,0.4725,0.4725,0.4303,06/01/2015,09/01/2015,06/01/2015
NF-CLM-496067,CLM-496067,DESCRIBES_ENTITY,Claim,0.387,0.0449,0.0449,0.0399,01/01/2015,09/01/2015,01/01/2015
NF-CLM-206004,CLM-206004,DESCRIBES_ENTITY,Claim,0.713,0.6615,0.6615,0.6042,02/01/2015,05/01/2015,02/01/2015
NF-CLM-153027,CLM-153027,DESCRIBES_ENTITY,Claim,0.155,0.1078,0.1078,0.1044,02/01/2015,01/01/2015,02/01/2015
NF-CLM-469426,CLM-469426,DESCRIBES_ENTITY,Claim,0.037,0.2972,0.2972,0.2769,07/01/2015,07/01/2015,07/01/2015
NF-CLM-654974,CLM-654974,DESCRIBES_ENTITY,Claim,0.299,0.0106,0.0106,0.0102,01/01/2015,07/01/2015,01/01/2015
NF-CLM-943425,CLM-943425,DESCRIBES_ENTITY,Claim,0.369,0.174,0.174,0.1568,02/01/2015,06/01/2015,02/01/2015
NF-CLM-641845,CLM-641845,DESCRIBES_ENTITY,Claim,0.153,0.0428,0.0428,0.0392,03/01/2015,08/01/2015,03/01/2015
NF-CLM-794534,CLM-794534,DESCRIBES_ENTITY,Claim,0.37,0.4041,0.4041,0.3793,05/01/2015,04/01/2015,05/01/2015
NF-CLM-357808,CLM-357808,DESCRIBES_ENTITY,Claim,0.367,0.3687,0.3687,0.2977,02/01/2015,09/01/2015,02/01/2015
NF-CLM-536052,CLM-536052,DESCRIBES_ENTITY,Claim,0.846,0.6382,0.6382,0.6008,09/01/2015,06/01/2015,09/01/2015
NF-CLM-873384,CLM-873384,DESCRIBES_ENTITY,Claim,0.596,0.6307,0.6307,0.5199,02/01/2015,04/01/2015,02/01/2015
NF-CLM-790225,CLM-790225,DESCRIBES_ENTITY,Claim,0.213,0.6964,0.6964,0.6751,02/01/2015,08/01/2015,02/01/2015
NF-CLM-587498,CLM-587498,DESCRIBES_ENTITY,Claim,0.047,0.1489,0.1489,0.1295,07/01/2015,06/01/2015,07/01/2015
NF-CLM-639027,CLM-639027,DESCRIBES_ENTITY,Claim,0.161,0.913,0.913,0.9064,01/01/2015,02/01/2015,01/01/2015
NF-CLM-217899,CLM-217899,DESCRIBES_ENTITY,Claim,0.362,0.6234,0.6234,0.5889,08/01/2015,03/01/2015,08/01/2015
NF-CLM-589094,CLM-589094,DESCRIBES_ENTITY,Claim,0.513,0.9781,0.9781,0.8401,07/01/2015,03/01/2015,07/01/2015
NF-CLM-458829,CLM-458829,DESCRIBES_ENTITY,Claim,0.13,0.1992,0.1992,0.1608,03/01/2015,01/01/2015,03/01/2015
NF-CLM-626208,CLM-626208,DESCRIBES_ENTITY,Claim,0.89,0.625,0.625,0.5532,02/01/2015,08/01/2015,02/01/2015
NF-CLM-315041,CLM-315041,DESCRIBES_ENTITY,Claim,0.052,0.6249,0.6249,0.6041,01/01/2015,03/01/2015,01/01/2015
NF-CLM-283267,CLM-283267,DESCRIBES_ENTITY,Claim,0.518,0.5759,0.5759,0.4823,07/01/2015,02/01/2015,07/01/2015
NF-CLM-442494,CLM-442494,DESCRIBES_ENTITY,Claim,0.035,0.9035,0.9035,0.7813,03/01/2015,06/01/2015,03/01/2015
NF-CLM-159243,CLM-159243,DESCRIBES_ENTITY,Claim,0.093,0.103,0.103,0.0931,07/01/2015,09/01/2015,07/01/2015
NF-CLM-669800,CLM-669800,DESCRIBES_ENTITY,Claim,0.047,0.5243,0.5243,0.4606,03/01/2015,01/01/2015,03/01/2015
NF-CLM-520179,CLM-520179,DESCRIBES_ENTITY,Claim,0.772,0.5599,0.5599,0.5556,02/01/2015,06/01/2015,02/01/2015
NF-CLM-607974,CLM-607974,DESCRIBES_ENTITY,Claim,0.111,0.3457,0.3457,0.3126,07/01/2015,07/01/2015,07/01/2015
NF-CLM-465065,CLM-465065,DESCRIBES_ENTITY,Claim,0.061,0.5942,0.5942,0.4789,09/01/2015,01/01/2015,09/01/2015
NF-CLM-369941,CLM-369941,DESCRIBES_ENTITY,Claim,0.112,0.1575,0.1575,0.1528,05/01/2015,03/01/2015,05/01/2015
NF-CLM-447226,CLM-447226,DESCRIBES_ENTITY,Claim,0.205,0.391,0.391,0.3344,08/01/2015,03/01/2015,08/01/2015
NF-CLM-831668,CLM-831668,DESCRIBES_ENTITY,Claim,0.099,0.1928,0.1928,0.1571,03/01/2015,03/01/2015,03/01/2015
NF-CLM-922937,CLM-922937,DESCRIBES_ENTITY,Claim,0.221,0.1441,0.1441,0.1424,01/01/2015,05/01/2015,01/01/2015
NF-CLM-640474,CLM-640474,DESCRIBES_ENTITY,Claim,0.019,0.3474,0.3474,0.3021,03/01/2015,08/01/2015,03/01/2015
NF-CLM-153298,CLM-153298,DESCRIBES_ENTITY,Claim,0.129,0.4797,0.4797,0.4213,01/01/2015,01/01/2015,01/01/2015
NF-CLM-334749,CLM-334749,DESCRIBES_ENTITY,Claim,0.376,0.8908,0.8908,0.7472,07/01/2015,04/01/2015,07/01/2015
NF-CLM-221283,CLM-221283,DESCRIBES_ENTITY,Claim,0.352,0.1369,0.1369,0.1329,04/01/2015,03/01/2015,04/01/2015
NF-CLM-961496,CLM-961496,DESCRIBES_ENTITY,Claim,0.325,0.0753,0.0753,0.0708,02/01/2015,02/01/2015,02/01/2015
NF-CLM-804751,CLM-804751,DESCRIBES_ENTITY,Claim,0.224,0.0108,0.0108,0.0103,05/01/2015,04/01/2015,05/01/2015
NF-CLM-369226,CLM-369226,DESCRIBES_ENTITY,Claim,0.226,0.4225,0.4225,0.4005,02/01/2015,04/01/2015,02/01/2015
NF-CLM-691115,CLM-691115,DESCRIBES_ENTITY,Claim,0.963,0.7623,0.7623,0.7459,01/01/2015,08/01/2015,01/01/2015
NF-CLM-713172,CLM-713172,DESCRIBES_ENTITY,Claim,0.74,0.9255,0.9255,0.7533,03/01/2015,09/01/2015,03/01/2015
NF-CLM-621756,CLM-621756,DESCRIBES_ENTITY,Claim,0.323,0.9525,0.9525,0.7967,05/01/2015,01/01/2015,05/01/2015
NF-CLM-615116,CLM-615116,DESCRIBES_ENTITY,Claim,0.116,0.1468,0.1468,0.1273,05/01/2015,01/01/2015,05/01/2015
NF-CLM-947598,CLM-947598,DESCRIBES_ENTITY,Claim,0.064,0.225,0.225,0.185,04/01/2015,07/01/2015,04/01/2015
NF-CLM-658002,CLM-658002,DESCRIBES_ENTITY,Claim,0.379,0.3992,0.3992,0.3826,03/01/2015,09/01/2015,03/01/2015
NF-CLM-374545,CLM-374545,DESCRIBES_ENTITY,Claim,0.324,0.3337,0.3337,0.3005,06/01/2015,05/01/2015,06/01/2015
NF-CLM-805806,CLM-805806,DESCRIBES_ENTITY,Claim,0.108,0.4908,0.4908,0.4642,05/01/2015,01/01/2015,05/01/2015
NF-CLM-235097,CLM-235097,DESCRIBES_ENTITY,Claim,0.361,0.1437,0.1437,0.1294,01/01/2015,07/01/2015,01/01/2015
NF-CLM-290971,CLM-290971,DESCRIBES_ENTITY,Claim,0.391,0.1806,0.1806,0.1763,06/01/2015,05/01/2015,06/01/2015
NF-CLM-180286,CLM-180286,DESCRIBES_ENTITY,Claim,0.342,0.3484,0.3484,0.2996,07/01/2015,03/01/2015,07/01/2015
NF-CLM-662088,CLM-662088,DESCRIBES_ENTITY,Claim,0.285,0.3552,0.3552,0.3386,09/01/2015,04/01/2015,09/01/2015
NF-CLM-884365,CLM-884365,DESCRIBES_ENTITY,Claim,0.342,0.1236,0.1236,0.0991,07/01/2015,09/01/2015,07/01/2015
NF-CLM-178081,CLM-178081,DESCRIBES_ENTITY,Claim,0.305,0.1901,0.1901,0.1681,05/01/2015,06/01/2015,05/01/2015
NF-CLM-507452,CLM-507452,DESCRIBES_ENTITY,Claim,0.045,0.2278,0.2278,0.2087,03/01/2015,06/01/2015,03/01/2015
NF-CLM-990624,CLM-990624,DESCRIBES_ENTITY,Claim,0.307,0.7647,0.7647,0.7645,07/01/2015,06/01/2015,07/01/2015
