:START_ID,:END_ID,:TYPE,vehicle_role,damage_severity,vehicle_claim_amount,total_loss,vehicle_towed,weight,connection_strength,first_seen_date,last_seen_date,event_time
CLM-682387,VEH-YGGJJ5Z8GXA2HF0SP,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,37840.0,Yes,No,0.7568,0.733,02/01/2015,08/01/2015,02/01/2015
CLM-456604,VEH-07K7BKUZMDAX9HN4E,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3760.0,No,Yes,0.0752,0.0731,09/01/2015,03/01/2015,09/01/2015
CLM-139872,VEH-GT3TLD0NXZSUS3XCG,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,5040.0,No,Yes,0.1008,0.0944,05/01/2015,04/01/2015,05/01/2015
CLM-354105,VEH-Z2F23EUY4KKUGJ0UX,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,49560.0,No,Yes,0.9912,0.9857,09/01/2015,05/01/2015,09/01/2015
CLM-165485,VEH-RRW76VZEH51B3ECGU,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,35490.0,Yes,No,0.7098,0.6002,05/01/2015,04/01/2015,05/01/2015
CLM-515050,VEH-3FPYY1S089XS1WRJT,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,76400.0,No,Yes,1.0,0.8601,08/01/2015,01/01/2015,08/01/2015
CLM-795686,VEH-FX1THX7MKCA9KC2XX,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,44800.0,No,No,0.896,0.8501,07/01/2015,02/01/2015,07/01/2015
CLM-395983,VEH-UYB314J96A6EK85JS,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,37840.0,No,Yes,0.7568,0.7226,08/01/2015,01/01/2015,08/01/2015
CLM-119513,VEH-B90BMN5F3K5LPYBZX,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,53760.0,No,Yes,1.0,0.8642,04/01/2015,08/01/2015,04/01/2015
CLM-217938,VEH-VJZADT9BXFNX2L9K2,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,77760.0,No,Yes,1.0,0.9458,06/01/2015,02/01/2015,06/01/2015
CLM-203914,VEH-3K3F5C461V809VLXH,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,60160.0,Yes,Yes,1.0,0.921,08/01/2015,04/01/2015,08/01/2015
CLM-565157,VEH-RHPX7NSJUTKDR66C5,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,32040.0,No,No,0.6408,0.5241,08/01/2015,07/01/2015,08/01/2015
CLM-904191,VEH-SDNP23MYKG62Y7E0P,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,44010.0,Yes,No,0.8802,0.7819,01/01/2015,07/01/2015,01/01/2015
CLM-419510,VEH-DSJSJ62PWT0LZ304Y,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,42160.0,Yes,No,0.8432,0.8286,08/01/2015,01/01/2015,08/01/2015
CLM-575000,VEH-5CPW4U1N4CJ9Y77HH,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,36160.0,No,No,0.7232,0.6375,02/01/2015,06/01/2015,02/01/2015
CLM-120485,VEH-GKWKJ4Z9YF1GSTVLY,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,37280.0,No,No,0.7456,0.6687,05/01/2015,06/01/2015,05/01/2015
CLM-781181,VEH-SL1TRFV16P4J3P2XS,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,50470.0,No,No,1.0,0.9033,02/01/2015,09/01/2015,02/01/2015
CLM-299796,VEH-WCPTUKSPB7H5WWV6U,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4550.0,No,Yes,0.091,0.0796,07/01/2015,04/01/2015,07/01/2015
CLM-589749,VEH-MK3PPAZEDBFECC3E3,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,52160.0,Yes,No,1.0,0.8112,04/01/2015,01/01/2015,04/01/2015
CLM-854021,VEH-HWH55N1MKD7PR4B7J,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4340.0,No,No,0.0868,0.0832,04/01/2015,04/01/2015,04/01/2015
CLM-454086,VEH-FPCD0HRW78BS5LWBR,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,3920.0,No,No,0.0784,0.0637,06/01/2015,05/01/2015,06/01/2015
CLM-139484,VEH-A6RSKCJKAWC4XK1MX,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,52650.0,Yes,No,1.0,0.9419,07/01/2015,05/01/2015,07/01/2015
CLM-678849,VEH-HYCDA15F1U939KHG9,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,59580.0,Yes,No,1.0,0.8807,06/01/2015,02/01/2015,06/01/2015
CLM-346940,VEH-YFRM4U5EYZ69CWC8L,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,75530.0,No,No,1.0,0.9561,09/01/2015,05/01/2015,09/01/2015
CLM-985436,VEH-6V8JK6CAD6UMAD9GB,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,63630.0,Yes,No,1.0,0.9049,09/01/2015,05/01/2015,09/01/2015
CLM-237418,VEH-W7E19G910FJN39EPW,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,44640.0,No,No,0.8928,0.8158,01/01/2015,09/01/2015,01/01/2015
CLM-335780,VEH-D6M9B8C54FFL9JW6E,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,45360.0,No,No,0.9072,0.7573,05/01/2015,09/01/2015,05/01/2015
CLM-491392,VEH-K0A6FGJ4A3JVXNGRA,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,44800.0,No,No,0.896,0.8736,04/01/2015,06/01/2015,04/01/2015
CLM-140880,VEH-51EN942MRLLYR2DDP,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,4620.0,No,No,0.0924,0.0776,05/01/2015,01/01/2015,05/01/2015
CLM-962591,VEH-Z4THC16WF4GX72RD2,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,5360.0,No,No,0.1072,0.087,02/01/2015,02/01/2015,02/01/2015
CLM-922565,VEH-8FVW2MF3J0LT2RPZV,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,31840.0,No,No,0.6368,0.5137,07/01/2015,06/01/2015,07/01/2015
CLM-288580,VEH-NPAR2T5M8FFHBD6L1,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,40200.0,Yes,No,0.804,0.6513,06/01/2015,06/01/2015,06/01/2015
CLM-154280,VEH-JD117VTNRPYW2DYGB,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,34930.0,Yes,Yes,0.6986,0.6092,02/01/2015,07/01/2015,02/01/2015
CLM-425973,VEH-7U4SWK7SY4FN8DVM7,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,29600.0,No,Yes,0.592,0.4972,09/01/2015,01/01/2015,09/01/2015
CLM-477177,VEH-SDLH1VCY9DB2LRUUU,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,4270.0,No,Yes,0.0854,0.0746,03/01/2015,03/01/2015,03/01/2015
CLM-648509,VEH-1CSZV8K1CXT18PCY1,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,47760.0,No,No,0.9552,0.8528,08/01/2015,04/01/2015,08/01/2015
CLM-914815,VEH-UMBTKHT5Z3A4K9526,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,59920.0,No,Yes,1.0,0.8794,06/01/2015,06/01/2015,06/01/2015
CLM-249048,VEH-FPY26RJZA4224X2MV,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,39830.0,No,No,0.7966,0.7843,06/01/2015,06/01/2015,06/01/2015
CLM-144323,VEH-1TMPYKYDKWCH3BMYH,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,58950.0,Yes,No,1.0,0.9362,04/01/2015,08/01/2015,04/01/2015
CLM-651861,VEH-C9ABX1FN72BXN9XMR,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3600.0,No,Yes,0.072,0.0611,05/01/2015,08/01/2015,05/01/2015
CLM-125324,VEH-8FT29UXVMARYWSPJ4,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,35770.0,No,No,0.7154,0.6423,03/01/2015,01/01/2015,03/01/2015
CLM-398102,VEH-BDA8V7NEKW8KR9ZXR,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,67200.0,No,Yes,1.0,0.8892,04/01/2015,03/01/2015,04/01/2015
CLM-514065,VEH-J6TH8P67B3DBSUW47,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,57890.0,Yes,Yes,1.0,0.9921,08/01/2015,08/01/2015,08/01/2015
CLM-391652,VEH-JSECTVJG8Y7359E4R,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,59520.0,No,Yes,1.0,0.8949,04/01/2015,03/01/2015,04/01/2015
CLM-922167,VEH-A631W207A4VY93TFZ,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,43920.0,No,Yes,0.8784,0.7996,04/01/2015,08/01/2015,04/01/2015
CLM-442795,VEH-YKBP3E9SX7AHCBY40,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,64480.0,Yes,No,1.0,0.8688,04/01/2015,09/01/2015,04/01/2015
CLM-226330,VEH-ELYUDV9RRGLTWFZDC,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,13500.0,Yes,Yes,0.27,0.2612,05/01/2015,06/01/2015,05/01/2015
CLM-134430,VEH-WDZLYME79YRRNFBBK,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,3850.0,No,Yes,0.077,0.0656,04/01/2015,08/01/2015,04/01/2015
CLM-524230,VEH-1L7J1RG7WGPF32FW7,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,53760.0,No,No,1.0,0.9662,04/01/2015,07/01/2015,04/01/2015
CLM-438817,VEH-X8M139GCNSP4JAVV8,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,64820.0,Yes,No,1.0,0.8181,04/01/2015,01/01/2015,04/01/2015
CLM-293794,VEH-0KD1W2ZV3RP4ANR3N,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,3430.0,No,Yes,0.0686,0.0553,04/01/2015,09/01/2015,04/01/2015
CLM-868283,VEH-2LL8X6UP9VB2F5PJT,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,39270.0,No,Yes,0.7854,0.6361,06/01/2015,05/01/2015,06/01/2015
CLM-828890,VEH-4VLSM1S56S8TLDXV1,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,38850.0,Yes,Yes,0.777,0.7543,03/01/2015,06/01/2015,03/01/2015
CLM-882920,VEH-8Z6WF8MLTFTDW6MB1,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,5120.0,No,Yes,0.1024,0.0979,02/01/2015,09/01/2015,02/01/2015
CLM-918777,VEH-NB3V6ZRKJ6D1FU79A,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,35140.0,Yes,No,0.7028,0.5924,02/01/2015,09/01/2015,02/01/2015
CLM-212580,VEH-DDK9591PZ0PZWPS8P,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,41760.0,Yes,No,0.8352,0.7051,02/01/2015,01/01/2015,02/01/2015
CLM-602410,VEH-707VPDEJ2JUEVYH5U,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,4240.0,No,No,0.0848,0.0717,08/01/2015,04/01/2015,08/01/2015
CLM-976971,VEH-0EJ4WT7HRF7S08UNT,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3900.0,No,No,0.078,0.0656,01/01/2015,06/01/2015,01/01/2015
CLM-630226,VEH-43157FUCAK99MLDRV,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,41580.0,No,Yes,0.8316,0.7737,09/01/2015,06/01/2015,09/01/2015
CLM-171254,VEH-EY6GDW58T9P1KP65C,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,1960.0,No,No,0.0392,0.0354,01/01/2015,02/01/2015,01/01/2015
CLM-247116,VEH-TC6SP8HGWLU2SSGFS,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3840.0,No,Yes,0.0768,0.0747,08/01/2015,03/01/2015,08/01/2015
CLM-505969,VEH-KSSLAW5R7WCUF2ZX2,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,61360.0,No,No,1.0,0.9934,06/01/2015,05/01/2015,06/01/2015
CLM-653864,VEH-K44AH34A5UMXXSHDD,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,4440.0,No,Yes,0.0888,0.0832,06/01/2015,01/01/2015,06/01/2015
CLM-586367,VEH-SZTFXRUXXUH3FX3NA,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,50050.0,No,No,1.0,0.8948,08/01/2015,06/01/2015,08/01/2015
CLM-896890,VEH-195LKTV2PXJ1U7AHJ,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,12720.0,Yes,No,0.2544,0.2103,05/01/2015,07/01/2015,05/01/2015
CLM-650026,VEH-1T20LP7TM5SPKLS28,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,43520.0,No,No,0.8704,0.7265,08/01/2015,09/01/2015,08/01/2015
CLM-547744,VEH-TK09UN6FX2KXGZ6SC,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,47840.0,Yes,No,0.9568,0.9187,03/01/2015,03/01/2015,03/01/2015
CLM-598124,VEH-0Z9B9JDL9072V755V,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,57600.0,No,Yes,1.0,0.8448,09/01/2015,07/01/2015,09/01/2015
CLM-436126,VEH-DP9YYVJ0E7CSSC2WL,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,43380.0,Yes,No,0.8676,0.7996,05/01/2015,03/01/2015,05/01/2015
CLM-739447,VEH-0B564PVH0YGNPZBAZ,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,6160.0,No,No,0.1232,0.1218,07/01/2015,02/01/2015,07/01/2015
CLM-427484,VEH-PNDK64FW5LUM48P42,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4080.0,No,No,0.0816,0.0769,04/01/2015,05/01/2015,04/01/2015
CLM-218684,VEH-8Z3GZF3PTR0ZE93XX,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,5310.0,No,No,0.1062,0.1,03/01/2015,06/01/2015,03/01/2015
CLM-565564,VEH-L8FD9RW52DHZ1GL50,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,21450.0,No,No,0.429,0.3668,01/01/2015,01/01/2015,01/01/2015
CLM-743163,VEH-JWMUR7JKBBREJ7MFP,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,34020.0,No,No,0.6804,0.6662,09/01/2015,05/01/2015,09/01/2015
CLM-604614,VEH-SVE2WLDUC2SW45E6X,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,61020.0,Yes,No,1.0,0.9703,07/01/2015,07/01/2015,07/01/2015
CLM-509928,VEH-SKLAX58D4CS0NB8S9,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,58960.0,No,No,1.0,0.8918,08/01/2015,02/01/2015,08/01/2015
CLM-593390,VEH-UFDNKN30V645UZ78H,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,47340.0,No,No,0.9468,0.7988,09/01/2015,08/01/2015,09/01/2015
CLM-970607,VEH-EPD97XZD33TAB2THF,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,5040.0,No,No,0.1008,0.0867,01/01/2015,04/01/2015,01/01/2015
CLM-174701,VEH-7P4ZJ6Y50L7LVW3E2,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,51120.0,Yes,Yes,1.0,0.9041,09/01/2015,06/01/2015,09/01/2015
CLM-529398,VEH-DBH40C6TGFZXDKVNE,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,41670.0,No,No,0.8334,0.7707,06/01/2015,08/01/2015,06/01/2015
CLM-940942,VEH-HCWFMK84308S9D3U8,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,44640.0,No,Yes,0.8928,0.8186,07/01/2015,05/01/2015,07/01/2015
CLM-442677,VEH-USTG215UF8DGV5DCJ,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,19670.0,No,Yes,0.3934,0.3153,03/01/2015,04/01/2015,03/01/2015
CLM-365364,VEH-TFFGT87J7ST4CYCZ4,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,31220.0,Yes,No,0.6244,0.6243,08/01/2015,09/01/2015,08/01/2015
CLM-114839,VEH-BBB7R8317J1B690Y9,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,44380.0,Yes,No,0.8876,0.8817,02/01/2015,05/01/2015,02/01/2015
CLM-872734,VEH-93KXZN1FFUUGGM30S,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,51920.0,No,No,1.0,0.9679,09/01/2015,03/01/2015,09/01/2015
CLM-267885,VEH-PPK7Z13M4XSYB2B4S,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,51450.0,Yes,No,1.0,0.9123,08/01/2015,02/01/2015,08/01/2015
CLM-740505,VEH-L8XDDLWW0Z61ZPCW9,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,68400.0,No,Yes,1.0,0.9188,06/01/2015,06/01/2015,06/01/2015
CLM-629663,VEH-GBNENS00TAK8EZKUU,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,30310.0,No,No,0.6062,0.5192,01/01/2015,01/01/2015,01/01/2015
CLM-839884,VEH-1EEZXGSRMV71PUBN8,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,45920.0,Yes,No,0.9184,0.8604,01/01/2015,04/01/2015,01/01/2015
CLM-241562,VEH-N3U3XE35MK8H15PHM,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,57840.0,No,Yes,1.0,0.8963,04/01/2015,02/01/2015,04/01/2015
CLM-405533,VEH-0U2FT78CK757M6LZL,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,43920.0,Yes,No,0.8784,0.7618,07/01/2015,08/01/2015,07/01/2015
CLM-667021,VEH-K21DX50SBSTMD64ST,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,24400.0,No,Yes,0.488,0.4174,02/01/2015,09/01/2015,02/01/2015
CLM-511621,VEH-EXET7BL015LA7AHLH,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,55280.0,Yes,Yes,1.0,0.865,06/01/2015,01/01/2015,06/01/2015
CLM-476923,VEH-FDDHSTG67A2TS8F1T,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,50750.0,No,No,1.0,0.8554,06/01/2015,08/01/2015,06/01/2015
CLM-735822,VEH-P30WNUJ90MHN9A601,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,37520.0,No,No,0.7504,0.6988,05/01/2015,09/01/2015,05/01/2015
CLM-492745,VEH-NMGK3FG3PYY72U54N,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,57420.0,No,Yes,1.0,0.9904,03/01/2015,03/01/2015,03/01/2015
CLM-130930,VEH-ZD2ZNJHXJB04FHMDT,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,31990.0,Yes,No,0.6398,0.5952,09/01/2015,04/01/2015,09/01/2015
CLM-261119,VEH-NTAY6YJNJTFLY7RCG,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,57200.0,Yes,Yes,1.0,0.8377,05/01/2015,06/01/2015,05/01/2015
CLM-280709,VEH-V7M785GYNTBAYR0HZ,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,51680.0,No,No,1.0,0.9035,04/01/2015,08/01/2015,04/01/2015
CLM-898573,VEH-4A8UHLWVA5EBBGX4L,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,31770.0,No,No,0.6354,0.5389,05/01/2015,09/01/2015,05/01/2015
CLM-547802,VEH-JSS4HZ0K6X9VJ0UKT,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,42800.0,No,No,0.856,0.6945,08/01/2015,05/01/2015,08/01/2015
CLM-600845,VEH-B801A9GS0J25UJUNA,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,58960.0,No,No,1.0,0.9715,06/01/2015,06/01/2015,06/01/2015
CLM-390381,VEH-HG2ZA9M0744JW5BLC,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,5040.0,No,No,0.1008,0.097,06/01/2015,03/01/2015,06/01/2015
CLM-629918,VEH-H692AP4PTTNBZPFTH,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,43600.0,Yes,No,0.872,0.7681,03/01/2015,02/01/2015,03/01/2015
CLM-208298,VEH-R04FG0JDTSNVTCD2G,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2240.0,No,Yes,0.0448,0.0387,08/01/2015,09/01/2015,08/01/2015
CLM-513099,VEH-J40YNF23JXJXLAL8X,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,52780.0,No,No,1.0,0.828,07/01/2015,03/01/2015,07/01/2015
CLM-184938,VEH-YE76L2P6MF1WJUD6M,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,45220.0,No,No,0.9044,0.7281,04/01/2015,04/01/2015,04/01/2015
CLM-187775,VEH-N9YV62FH1HS7M50MC,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,68310.0,Yes,No,1.0,0.8995,07/01/2015,01/01/2015,07/01/2015
CLM-326322,VEH-P0H9TRCU7US1WT8ZN,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4130.0,No,Yes,0.0826,0.071,06/01/2015,08/01/2015,06/01/2015
CLM-146138,VEH-2TUDW95LEE97KVDWY,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,51280.0,No,No,1.0,0.9814,06/01/2015,07/01/2015,06/01/2015
CLM-336047,VEH-647C6W8Z95JZESVNV,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,40320.0,Yes,Yes,0.8064,0.7104,07/01/2015,09/01/2015,07/01/2015
CLM-532330,VEH-1CE94P5D9C4ZG073C,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,58800.0,No,Yes,1.0,0.9473,05/01/2015,02/01/2015,05/01/2015
CLM-118137,VEH-03PUFL8FGGS5EZCTY,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,6120.0,No,Yes,0.1224,0.1122,08/01/2015,01/01/2015,08/01/2015
CLM-212674,VEH-H7UGHUYF3321PH372,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,41720.0,No,Yes,0.8344,0.8335,03/01/2015,05/01/2015,03/01/2015
CLM-935596,VEH-BALP3ZWYCWB8JB6K3,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,46000.0,No,Yes,0.92,0.8861,03/01/2015,01/01/2015,03/01/2015
CLM-737593,VEH-39LUVM73XAFTTPB77,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,39360.0,No,Yes,0.7872,0.6838,04/01/2015,02/01/2015,04/01/2015
CLM-812025,VEH-TU78MBKWF28CE4MDF,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,35350.0,Yes,Yes,0.707,0.6665,02/01/2015,06/01/2015,02/01/2015
CLM-168151,VEH-GA8SR2XWNX6VW42A8,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,38460.0,No,No,0.7692,0.7209,05/01/2015,08/01/2015,05/01/2015
CLM-594739,VEH-ZMYXN999JCW26YTAB,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,4620.0,No,Yes,0.0924,0.0857,04/01/2015,01/01/2015,04/01/2015
CLM-843227,VEH-C1JNAHE73540DMSNT,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,37170.0,No,Yes,0.7434,0.6655,09/01/2015,02/01/2015,09/01/2015
CLM-283925,VEH-FJ0Z6E71M2YZRLSPX,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3150.0,No,No,0.063,0.0623,07/01/2015,09/01/2015,07/01/2015
CLM-475588,VEH-KCHC42LMH6E84J5KM,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,47200.0,No,Yes,0.944,0.8229,07/01/2015,05/01/2015,07/01/2015
CLM-751905,VEH-SB0C6LEVR6E3CYMTN,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,49420.0,No,Yes,0.9884,0.8501,04/01/2015,01/01/2015,04/01/2015
CLM-226725,VEH-STNX2GY1A82A25PGT,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,44720.0,No,No,0.8944,0.7459,03/01/2015,05/01/2015,03/01/2015
CLM-942504,VEH-LXGYRY0XA2C8SBR8H,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,41920.0,No,Yes,0.8384,0.781,03/01/2015,04/01/2015,03/01/2015
CLM-395572,VEH-3WBKPKGUXYM2KFPK4,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,4770.0,No,No,0.0954,0.087,08/01/2015,06/01/2015,08/01/2015
CLM-889883,VEH-22PB64G95TM4S7H4A,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,35520.0,No,No,0.7104,0.6101,01/01/2015,04/01/2015,01/01/2015
CLM-818167,VEH-04PAFUP84HBD2LX96,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,54810.0,No,Yes,1.0,0.8942,03/01/2015,04/01/2015,03/01/2015
CLM-277767,VEH-6Z40DMHWNF38PC40P,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,32270.0,No,Yes,0.6454,0.612,07/01/2015,05/01/2015,07/01/2015
CLM-842618,VEH-K7ZZVZXTPTYYN0491,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,50160.0,Yes,No,1.0,0.945,08/01/2015,05/01/2015,08/01/2015
CLM-577810,VEH-NECA2FE0W0ZU6RB23,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,59710.0,No,Yes,1.0,0.9118,03/01/2015,09/01/2015,03/01/2015
CLM-873114,VEH-2VDR8LXZC4BMEW82K,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,2240.0,No,No,0.0448,0.044,09/01/2015,06/01/2015,09/01/2015
CLM-994538,VEH-W937GN3F7HD78UEHF,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,49680.0,No,No,0.9936,0.9831,09/01/2015,08/01/2015,09/01/2015
CLM-727792,VEH-D4T10BZCNGKNLK07F,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,35820.0,No,Yes,0.7164,0.702,06/01/2015,02/01/2015,06/01/2015
CLM-522506,VEH-DWAFPA4K7EDHXM3Y8,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,43280.0,No,No,0.8656,0.8058,08/01/2015,05/01/2015,08/01/2015
CLM-367595,VEH-RY8T73YBWJ8ZPSAXX,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,29190.0,No,Yes,0.5838,0.493,05/01/2015,03/01/2015,05/01/2015
CLM-586104,VEH-5KVW587650GBV2S1K,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,49840.0,Yes,Yes,0.9968,0.842,05/01/2015,03/01/2015,05/01/2015
CLM-424862,VEH-K293S9PZCHBGDD5JM,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,43920.0,No,No,0.8784,0.8558,09/01/2015,05/01/2015,09/01/2015
CLM-512813,VEH-YE31086BSAZVP76FF,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,46800.0,No,No,0.936,0.8275,01/01/2015,02/01/2015,01/01/2015
CLM-356768,VEH-U5Z5SFPEC7EP57V6P,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,49630.0,No,No,0.9926,0.9701,07/01/2015,01/01/2015,07/01/2015
CLM-330506,VEH-LREERUN700F4XWYT3,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,31040.0,No,No,0.6208,0.5428,02/01/2015,09/01/2015,02/01/2015
