:ID,:LABEL,claim_id,policy_number,incident_date,report_date,claim_open_date,claim_close_date,days_to_report,days_open,days_to_first_contact,days_to_settlement,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_location,incident_hour_of_the_day,time_of_day_band,day_of_week,weather_conditions,road_conditions,speed_limit_zone,traffic_density,number_of_vehicles_involved,at_fault_party,third_party_vehicle_make,third_party_vehicle_year,auto_make,auto_model,auto_year,property_damage,bodily_injuries,witnesses,fatalities,hospitalization_required,emergency_services_called,airbag_deployed,vehicle_towed,total_claim_amount,injury_claim,property_claim,vehicle_claim,salvage_value,rental_reimbursement_paid,subrogation_recovered,claim_payment_method,reserves_set,claim_status,police_report_available,police_report_number,police_statement_available,witness_statement_count,witness_statements_available,documentary_evidence_strength,cctv_footage_available,dashcam_footage_available,cell_phone_data_requested,toxicology_report,authorities_contacted,fraud_reported,fraud_indicators,siu_referral,siu_outcome,potential_subrogation_flag,third_party_indicator_reason,liability_probability_score,primary_liability_pattern,liability_pattern_tags,llm_judge_verdict,llm_judge_confidence,total_legal_rubric_score,evidence_quality_score,liability_clarity_score,damages_quantifiability_score,subrogation_viability_score,rag_confidence_score,rag_generated_summary,adjuster_priority_tier,adjuster_recommended_action,recommended_action,estimated_recovery_amount,estimated_recovery_pct,statute_of_limitations_risk,inter_carrier_recovery_applicable,adjuster_id,adjuster_name,supervisor_id,litigation_flag,arbitration_flag,geo_latitude,geo_longitude,geo_accuracy,claim_submission_channel,claim_submission_device,duplicate_claim_flag,claim_cluster_id,ring_member_flag,payment_account_id,payment_routing_hash,claim_velocity_score,network_repeat_score,shared_entity_count,closed_loop_flag,cross_role_participation_flag,manual_override_flag,manual_override_reasons,staged_accident_flag,claim_padding_flag,role_switching_flag
CLM-439660,Claim,CLM-439660,439660,2/25/2015,2/25/2015,2/25/2015,7/2/2015,3,324,1,,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbend,7066 Texas Ave,21,Night,Tuesday,Rain,Dry,65,Moderate,1,Insured,Toyota,2000.0,Audi,A5,2005,YES,1,0,0,Yes,Yes,No,Yes,55170,6130,6130,42910,0.0,0.0,14514.77,Direct Deposit,64245.51,Closed - Denied,NO,NO_POLICE_REPOR,NO,0,NO,WEAK,Yes,Yes,Yes,No,Police,Y,Witness Inconsistency|Prior Claims|High Value,No,Pending,Yes,Property damage reported,40,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE,VIABLE_RECOVERY_CASE,0.84,69,5,20,25,19,36,"Incident on 2/25/2015 in Northbend, NC.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $55170",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,27585.0,0.5,HIGH,NO,ADJ-4133,Maria Lopez,SUP-998,Yes,No,35.870996,-79.282174,High,Walk-In,Desktop,No,RING-019,Yes,PAY-D1352B4582,2fc00761eb9e3242,0.68,0.61,7,No,Yes,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,No,No,No
CLM-847123,Claim,CLM-847123,847123,2/17/2015,2/17/2015,2/17/2015,20/6/2015,5,338,3,69.0,Single Vehicle Collision,Front Collision,Minor Damage,NY,Columbus,9728 Britain Hwy,10,Daytime,Sunday,Clear,Icy,15,High,1,Insured,Toyota,2009.0,Dodge,RAM,1999,?,2,3,0,Yes,Yes,No,No,58500,11700,5850,40950,0.0,0.0,26171.18,Direct Deposit,71543.17,Closed - Paid,YES,POLICE INCIDENT,YES,3,YES,VERY_STRONG,No,No,No,No,Other,N,,No,Pending,Yes,Independent witnesses available; Police report available for cross-reference,50,HIT_AND_RUN_RECOVERY,HIT_AND_RUN_RECOVERY,VIABLE_RECOVERY_CASE,0.87,74,20,10,25,19,45,"Incident on 2/17/2015 in Columbus, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: YES
Total Claim: $58500",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,29250.0,0.5,HIGH,NO,ADJ-3252,Maria Lopez,SUP-703,No,No,43.892769,-74.926672,Low,Call Center,Tablet,No,,No,PAY-05B01762E9,bbb74f6925cddc18,0.19,0.06,0,No,No,Yes,High Value >$50K,No,No,No
CLM-172307,Claim,CLM-172307,172307,2/9/2015,2/9/2015,2/9/2015,,2,196,3,158.0,Single Vehicle Collision,Rear Collision,Major Damage,NC,Riverwood,4486 Cherokee Ridge,12,Daytime,Saturday,Snow,Unknown,15,Unknown,1,Shared Fault,Toyota,,Honda,CRV,1995,?,0,3,0,No,Yes,Yes,Yes,59940,6660,6660,46620,0.0,0.0,28552.23,Direct Deposit,62009.57,Closed - Denied,?,POLICE INCIDENT,YES,3,YES,VERY_STRONG,No,No,No,No,Fire,N,,No,Pending,Yes,Independent witnesses available,20,PRODUCT_LIABILITY_BRAKE_FAILURE,PRODUCT_LIABILITY_AGING_VEHICLE|PRODUCT_LIABILITY_BRAKE_FAILURE|HIT_AND_RUN_RECOVERY,VIABLE_RECOVERY_CASE,0.84,68,10,18,25,15,18,"Incident on 2/9/2015 in Riverwood, NC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $59940",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,29970.0,0.5,HIGH,NO,ADJ-5954,James Carter,SUP-120,No,No,35.120864,-80.301078,High,Web Portal,Phone Call,No,,No,PAY-CD44669F58,c51f3e147f80d9b7,0.29,0.18,0,No,No,Yes,High Value >$50K,No,No,No
CLM-810189,Claim,CLM-810189,810189,2/15/2015,2/15/2015,2/15/2015,8/11/2015,2,296,2,123.0,Single Vehicle Collision,Side Collision,Total Loss,PA,Northbend,8021 Flute Ave,6,Daytime,Friday,Ice,Unknown,45,High,1,Unknown,Ford,2009.0,Dodge,Neon,1996,NO,1,0,0,No,Yes,Unknown,Yes,73400,7340,7340,58720,8808.0,0.0,0.0,EFT,84001.91,Open,NO,NO_POLICE_REPOR,NO,0,NO,WEAK,No,No,No,No,Police,N,,No,Pending,No,,20,NO_PATTERN_DETECTED,NO_PATTERN_DETECTED,LOW_RECOVERY_POTENTIAL,0.65,30,0,5,25,0,18,"Incident on 2/15/2015 in Northbend, PA.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $73400",P4,CLOSE_NO_RECOVERY,Low Subrogation Potential,3670.0,0.05,HIGH,NO,ADJ-2590,Kevin Wu,SUP-726,No,No,41.738439,-76.651606,Low,Email,Desktop,No,,No,PAY-0C6F4B587B,4dbb5681aa02924e,0.06,0.43,1,No,No,Yes,High Value >$50K,No,No,No
CLM-432068,Claim,CLM-432068,432068,2/25/2015,2/25/2015,2/25/2015,6/3/2015,2,243,5,,Single Vehicle Collision,Side Collision,Major Damage,PA,Riverwood,2774 Apache Drive,6,Daytime,Tuesday,Rain,Gravel,25,Moderate,1,Third Party,Ford,2001.0,Suburu,Legacy,1997,?,1,2,0,Yes,Yes,Yes,Yes,41850,4650,4650,32550,0.0,0.0,14967.31,Pending,51688.69,Closed - Paid,?,POLICE INCIDENT,YES,2,YES,VERY_STRONG,No,No,No,No,Fire,N,,No,Pending,Yes,Independent witnesses available,40,PRODUCT_LIABILITY_AGING_VEHICLE,PRODUCT_LIABILITY_AGING_VEHICLE|HIT_AND_RUN_RECOVERY,VIABLE_RECOVERY_CASE,0.8,61,10,12,20,19,36,"Incident on 2/25/2015 in Riverwood, PA.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 2 | Police Report: ?
Total Claim: $41850",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,20925.0,0.5,HIGH,NO,ADJ-1903,Sandra Bell,SUP-309,No,No,42.028215,-76.621917,High,Third Party,Desktop,No,,No,PAY-89DDB6BF62,87c59603cab80bfd,0.06,0.03,1,No,No,Yes,Injury No Police Report,No,No,No
CLM-903203,Claim,CLM-903203,903203,2/5/2015,2/5/2015,2/5/2015,1/7/2015,7,196,4,,Parked Car,?,Trivial Damage,NC,Hillsdale,2787 MLK St,7,Rush Hour,Tuesday,Rain,Dry,15,Low,1,Third Party,Chevrolet,2006.0,Mercedes,ML350,2005,?,2,2,0,No,Yes,No,No,6400,640,1280,4480,0.0,0.0,913.03,Pending,7644.66,Under Investigation,NO,NO_POLICE_REPOR,NO,2,YES,STRONG,No,No,No,No,Police,Y,High Value|No Police,No,Inconclusive,Yes,Independent witnesses available,40,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE,INVESTIGATE_FURTHER,0.79,59,10,20,10,19,36,"Incident on 2/5/2015 in Hillsdale, NC.
Type: Parked Car | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $6400",P3,REQUEST_ADDITIONAL_INVESTIGATION,Secondary Liability Review Required,1600.0,0.25,HIGH,NO,ADJ-4599,Sandra Bell,SUP-582,No,No,35.121689,-79.993885,High,Third Party,Phone Call,No,,No,PAY-C271A64843,3d1c122dd42a5a26,0.57,0.61,8,No,Yes,No,,No,Yes,No
CLM-253085,Claim,CLM-253085,253085,1/12/2015,1/12/2015,1/12/2015,21/7/2015,7,169,4,88.0,Vehicle Theft,?,Trivial Damage,WV,Northbrook,9847 Elm St,3,Night,Wednesday,Wind,Dry,55,Low,1,Unknown,Honda,,Audi,A5,2004,NO,1,1,0,No,Yes,Unknown,Yes,3190,580,290,2320,0.0,0.0,153.45,EFT,3702.97,Closed - Paid,NO,NO_POLICE_REPOR,NO,1,YES,MODERATE,No,No,No,No,Police,N,,No,Pending,Yes,Independent witnesses available,40,NO_PATTERN_DETECTED,NO_PATTERN_DETECTED,LOW_RECOVERY_POTENTIAL,0.67,34,5,5,5,19,36,"Incident on 1/12/2015 in Northbrook, WV.
Type: Vehicle Theft | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $3190",P4,CLOSE_NO_RECOVERY,Secondary Liability Review Required,159.5,0.05,HIGH,NO,ADJ-4268,Maria Lopez,SUP-328,No,No,38.062519,-81.748794,Medium,Web Portal,Unknown,No,,No,PAY-25B9F44638,9b49c16b7aad8024,0.23,0.32,1,No,No,No,,No,No,No
CLM-180720,Claim,CLM-180720,180720,1/1/2015,1/1/2015,1/1/2015,1/11/2015,2,145,0,149.0,Parked Car,?,Trivial Damage,VA,Hillsdale,4629 Elm Ridge,10,Daytime,Tuesday,Rain,Wet,15,Low,1,Shared Fault,Ford,2008.0,Nissan,Pathfinder,2010,YES,2,1,0,Yes,Yes,Yes,No,5900,590,590,4720,0.0,1097.4,2162.14,Pending,7563.24,Closed - Paid,YES,AUTHORITIES_NOT,NO,1,YES,MODERATE,No,No,No,No,,N,,No,Pending,Yes,Property damage reported; Independent witnesses available; Police report available for cross-reference,70,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE,VIABLE_RECOVERY_CASE,0.86,72,20,20,10,22,63,"Incident on 1/1/2015 in Hillsdale, VA.
Type: Parked Car | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 1 | Police Report: YES
Total Claim: $5900",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,2950.0,0.5,HIGH,NO,ADJ-1558,Maria Lopez,SUP-509,No,No,38.866929,-77.651653,High,Mobile App,Desktop,Yes,,No,PAY-4D6A71F6B3,6456b89376122603,0.35,0.11,1,No,No,No,,No,No,No
CLM-492224,Claim,CLM-492224,492224,2/19/2015,2/19/2015,2/19/2015,25/4/2015,7,123,2,142.0,Single Vehicle Collision,Rear Collision,Total Loss,NY,Columbus,5585 Washington Drive,14,Daytime,Wednesday,Unknown,Wet,55,Low,1,Shared Fault,Ford,,Dodge,Neon,2006,NO,0,2,0,No,Yes,Yes,Yes,57330,6370,6370,44590,6688.5,0.0,15306.1,Pending,72296.1,Closed - Paid,NO,NO_POLICE_REPOR,NO,2,YES,STRONG,Yes,Yes,No,No,Fire,N,,No,Pending,Yes,Independent witnesses available,20,PRODUCT_LIABILITY_BRAKE_FAILURE,PRODUCT_LIABILITY_BRAKE_FAILURE|HIT_AND_RUN_RECOVERY,VIABLE_RECOVERY_CASE,0.84,68,10,18,25,15,18,"Incident on 2/19/2015 in Columbus, NY.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $57330",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,28665.0,0.5,HIGH,NO,ADJ-1395,Sandra Bell,SUP-829,No,No,43.725688,-76.303522,Medium,Third Party,Desktop,No,,No,PAY-7FD173A2F2,302425938b107519,0.39,0.13,1,No,No,Yes,High Value >$50K,No,No,No
CLM-411477,Claim,CLM-411477,411477,1/14/2015,1/14/2015,1/14/2015,16/6/2015,5,185,5,57.0,Multi-vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,3925 Sky St,17,Rush Hour,Sunday,Snow,Icy,55,Low,3,Shared Fault,Honda,2015.0,Dodge,Neon,2008,NO,0,3,0,No,Yes,No,Yes,81960,13660,13660,54640,8196.0,0.0,35915.98,Direct Deposit,86745.33,Closed - Paid,NO,NO_POLICE_REPOR,NO,3,YES,VERY_STRONG,Yes,No,No,No,Other,N,,No,Pending,Yes,Multiple vehicles involved; Independent witnesses available,50,TRAFFIC_SIGNAL_VIOLATION,TRAFFIC_SIGNAL_VIOLATION,VIABLE_RECOVERY_CASE,0.88,76,10,22,25,19,45,"Incident on 1/14/2015 in Hillsdale, WV.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 3 | Police Report: NO
Total Claim: $81960",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,40980.0,0.5,HIGH,YES,ADJ-4810,Thomas Reed,SUP-791,No,No,39.571879,-79.490777,Medium,Call Center,Tablet,No,,No,PAY-7CCD8949DD,be1fe6a985da9c41,0.1,0.44,2,No,No,Yes,High Value >$50K,No,No,No
CLM-107181,Claim,CLM-107181,107181,1/30/2015,1/30/2015,1/30/2015,,2,281,0,102.0,Single Vehicle Collision,Side Collision,Major Damage,SC,Hillsdale,3903 Oak Ave,16,Rush Hour,Sunday,Rain,Gravel,45,Moderate,1,Unknown,Chevrolet,,Suburu,Legacy,2001,YES,0,0,0,No,Yes,Yes,Yes,70400,6400,19200,44800,0.0,653.4,26691.34,Pending,83783.16,Closed - Paid,?,POLICE INCIDENT,YES,0,NO,MODERATE,Unknown,Yes,No,No,Fire,Y,Witness Inconsistency|High Value,Yes,Cleared,Yes,Property damage reported,20,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE|PRODUCT_LIABILITY_AGING_VEHICLE,VIABLE_RECOVERY_CASE,0.82,65,5,20,25,15,18,"Incident on 1/30/2015 in Hillsdale, SC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 0 | Police Report: ?
Total Claim: $70400",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,35200.0,0.5,HIGH,NO,ADJ-4006,Kevin Wu,SUP-602,No,No,34.117341,-81.664114,High,Call Center,Desktop,No,,No,PAY-CD566A5C03,01daeb6fcdf592fb,0.61,0.7,3,No,No,Yes,High Value >$50K,No,No,No
CLM-312940,Claim,CLM-312940,312940,1/20/2015,1/20/2015,1/20/2015,,5,247,5,71.0,Parked Car,?,Minor Damage,VA,Columbus,3805 Lincoln Hwy,3,Night,Wednesday,Unknown,Unknown,55,Low,1,Third Party,Chevrolet,2000.0,Jeep,Grand Cherokee,2002,NO,2,1,0,No,Yes,Yes,No,3770,580,580,2610,0.0,1047.07,786.18,Check,4298.21,Under Investigation,?,AUTHORITIES_NOT,NO,1,YES,MODERATE,No,No,No,Yes,,N,,No,Pending,Yes,Independent witnesses available,40,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE,INVESTIGATE_FURTHER,0.74,49,5,20,5,19,36,"Incident on 1/20/2015 in Columbus, VA.
Type: Parked Car | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: ?
Total Claim: $3770",P3,REQUEST_ADDITIONAL_INVESTIGATION,Secondary Liability Review Required,942.5,0.25,HIGH,NO,ADJ-9539,James Carter,SUP-563,No,No,38.80654,-79.077378,Medium,Call Center,Mobile,No,,No,PAY-24D1ED47A4,1cf9352af68f2b55,0.35,0.29,1,No,No,No,,No,No,No
CLM-855186,Claim,CLM-855186,855186,2/18/2015,2/18/2015,2/18/2015,2/4/2015,3,307,0,120.0,Parked Car,?,Minor Damage,NC,Arlington,4055 2nd Drive,7,Rush Hour,Tuesday,Snow,Under Construction,25,Unknown,1,Insured,Ford,,Dodge,Neon,2014,NO,0,0,0,No,Yes,No,No,7400,740,1480,5180,0.0,0.0,0.0,Direct Deposit,8325.24,Under Investigation,?,AUTHORITIES_NOT,NO,0,NO,WEAK,No,No,No,No,,N,,No,Pending,No,,0,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE,LOW_RECOVERY_POTENTIAL,0.65,30,0,20,10,0,0,"Incident on 2/18/2015 in Arlington, NC.
Type: Parked Car | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: ?
Total Claim: $7400",P4,CLOSE_NO_RECOVERY,Low Subrogation Potential,370.0,0.05,HIGH,NO,ADJ-2368,Thomas Reed,SUP-180,No,No,35.770288,-77.583247,High,Email,Unknown,No,,No,PAY-20870ED036,466680d8d14ef491,0.02,0.46,1,No,No,No,,No,No,No
CLM-373935,Claim,CLM-373935,373935,1/7/2015,1/7/2015,1/7/2015,28/5/2015,7,264,2,218.0,Single Vehicle Collision,Rear Collision,Total Loss,SC,Northbend,3707 Oak Ridge,13,Daytime,Monday,Wind,Dry,15,Moderate,1,Third Party,Toyota,2006.0,Chevrolet,Silverado,1999,YES,1,1,0,No,Yes,Yes,Yes,54810,6090,6090,42630,6394.5,0.0,26269.43,Check,55847.6,Closed - Paid,?,POLICE INCIDENT,YES,1,YES,STRONG,Yes,No,No,No,Police,Y,Prior Claims|High Value|Late Report,No,Cleared,Yes,Property damage reported; Independent witnesses available,60,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE|PRODUCT_LIABILITY_BRAKE_FAILURE|HIT_AND_RUN_RECOVERY,VIABLE_RECOVERY_CASE,0.89,77,10,20,25,22,54,"Incident on 1/7/2015 in Northbend, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 1 | Police Report: ?
Total Claim: $54810",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,27405.0,0.5,HIGH,NO,ADJ-6344,Kevin Wu,SUP-274,No,No,34.019999,-81.891952,Medium,Web Portal,Tablet,No,RING-005,Yes,PAY-49C26212DE,51bc9b4462354fc7,0.94,0.98,7,No,No,Yes,High Value >$50K|Fraud Ring Cluster,No,No,No
CLM-812989,Claim,CLM-812989,812989,1/16/2015,1/16/2015,1/16/2015,14/8/2015,3,330,4,256.0,Single Vehicle Collision,Rear Collision,Total Loss,NY,Springfield,7327 Lincoln Drive,20,Daytime,Friday,Clear,Under Construction,35,Unknown,1,Unknown,,2007.0,Jeep,Wrangler,2005,YES,2,3,0,Yes,Yes,No,Yes,49400,4940,9880,34580,5187.0,0.0,21898.57,EFT,63354.51,Under Investigation,YES,POLICE INCIDENT,YES,3,YES,VERY_STRONG,Unknown,Yes,No,No,Fire,N,,No,Pending,Yes,Property damage reported; Independent witnesses available; Police report available for cross-reference,70,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE|PRODUCT_LIABILITY_BRAKE_FAILURE|HIT_AND_RUN_RECOVERY,STRONG_RECOVERY_CASE,0.94,87,25,20,20,22,63,"Incident on 1/16/2015 in Springfield, NY.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 3 | Police Report: YES
Total Claim: $49400",P1,ESCALATE_TO_SUBROGATION_COUNSEL,Refer to Subrogation Specialist for Evidence Review,37050.0,0.75,HIGH,NO,ADJ-9706,Maria Lopez,SUP-380,No,No,43.307394,-74.931373,Medium,Walk-In,Unknown,No,,No,PAY-93668F063B,695f96322e189543,0.08,0.15,3,No,No,No,,No,No,No
CLM-993840,Claim,CLM-993840,993840,1/15/2015,1/15/2015,1/15/2015,9/2/2015,7,20,0,66.0,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,9369 Flute Hwy,23,Night,Sunday,Fog,Dry,15,High,1,Unknown,Toyota,2006.0,Chevrolet,Malibu,2009,YES,2,2,0,No,Yes,Yes,Yes,68750,12500,6250,50000,0.0,0.0,42589.81,Direct Deposit,80051.84,Closed - Paid,NO,NO_POLICE_REPOR,NO,2,YES,STRONG,No,No,No,Yes,Fire,N,,No,Pending,Yes,Property damage reported; Independent witnesses available,60,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE|HIT_AND_RUN_RECOVERY|DRAM_SHOP_PREMISES_LIABILITY,STRONG_RECOVERY_CASE,0.91,82,15,20,25,22,54,"Incident on 1/15/2015 in Riverwood, NC.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $68750",P1,ESCALATE_TO_SUBROGATION_COUNSEL,Refer to Subrogation Specialist for Evidence Review,51562.5,0.75,HIGH,NO,ADJ-3086,Maria Lopez,SUP-193,No,No,34.089009,-78.710197,High,Web Portal,Mobile,No,,No,PAY-9DF1847581,4b116149a2551225,0.28,0.43,0,No,No,Yes,High Value >$50K,No,No,No
CLM-327856,Claim,CLM-327856,327856,2/1/2015,2/1/2015,2/1/2015,,0,154,0,83.0,Single Vehicle Collision,Front Collision,Total Loss,SC,Arlington,4239 Weaver Ave,11,Daytime,Wednesday,Fog,Under Construction,55,Unknown,1,Insured,Honda,2001.0,Dodge,Neon,2013,NO,1,0,0,Yes,Yes,No,Yes,61500,12300,6150,43050,6457.5,0.0,0.0,Pending,64791.13,Subrogation Pending,?,POLICE INCIDENT,YES,0,NO,MODERATE,No,No,Yes,No,Ambulance,N,,No,Pending,No,,20,NO_PATTERN_DETECTED,NO_PATTERN_DETECTED,LOW_RECOVERY_POTENTIAL,0.65,30,0,5,25,0,18,"Incident on 2/1/2015 in Arlington, SC.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: ?
Total Claim: $61500",P4,CLOSE_NO_RECOVERY,Low Subrogation Potential,3075.0,0.05,HIGH,NO,ADJ-1216,James Carter,SUP-117,Yes,No,33.378442,-79.978429,High,Mobile App,Unknown,No,,No,PAY-73F7002FBE,0800a4e6990ab51a,0.14,0.24,3,No,No,Yes,High Value >$50K|Injury No Police Report,No,No,No
CLM-506333,Claim,CLM-506333,506333,1/6/2015,1/6/2015,1/6/2015,,3,92,0,173.0,Multi-vehicle Collision,Rear Collision,Major Damage,WV,Northbend,6044 Weaver Drive,0,Night,Saturday,Fog,Dry,25,Low,4,Shared Fault,Ford,2007.0,BMW,X6,2007,?,0,3,0,No,Yes,Yes,Yes,76890,6990,13980,55920,0.0,0.0,31906.11,Check,86094.93,Open,NO,NO_POLICE_REPOR,NO,3,YES,VERY_STRONG,No,No,No,No,Ambulance,N,,No,Pending,Yes,Multiple vehicles involved; Independent witnesses available,50,INTERSECTION_LIABILITY,INTERSECTION_LIABILITY,VIABLE_RECOVERY_CASE,0.84,68,10,14,25,19,45,"Incident on 1/6/2015 in Northbend, WV.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 4
Witnesses: 3 | Police Report: NO
Total Claim: $76890",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,38445.0,0.5,HIGH,YES,ADJ-8258,James Carter,SUP-959,No,No,40.053622,-79.086226,High,Agent Portal,Desktop,No,,No,PAY-CD3D086AB2,b25c604b5d92d941,0.12,0.4,3,No,No,Yes,High Value >$50K,No,No,No
CLM-263159,Claim,CLM-263159,263159,2/2/2015,2/2/2015,2/2/2015,,5,62,2,,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,8879 1st Drive,2,Night,Wednesday,Ice,Gravel,45,Low,1,Third Party,Ford,2011.0,Toyota,Camry,2012,YES,0,1,0,No,Yes,No,No,56070,6230,12460,37380,0.0,0.0,17575.37,EFT,63113.47,Open,?,POLICE INCIDENT,YES,1,YES,STRONG,Unknown,No,Yes,No,Ambulance,N,,No,Pending,Yes,Property damage reported; Independent witnesses available,40,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE|PRODUCT_LIABILITY_BRAKE_FAILURE|HIT_AND_RUN_RECOVERY,VIABLE_RECOVERY_CASE,0.87,74,10,20,25,19,36,"Incident on 2/2/2015 in Northbrook, NY.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: ?
Total Claim: $56070",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,28035.0,0.5,HIGH,NO,ADJ-6118,Maria Lopez,SUP-671,No,No,41.734328,-74.038037,Medium,Call Center,Mobile,No,,No,PAY-A2FDB5D336,bdc7b40553e8c9a2,0.21,0.48,0,No,No,Yes,High Value >$50K,No,No,No
CLM-372912,Claim,CLM-372912,372912,2/25/2015,2/25/2015,2/25/2015,,1,238,3,75.0,Single Vehicle Collision,Side Collision,Total Loss,SC,Northbrook,9488 Best Drive,3,Night,Saturday,Snow,Gravel,35,Unknown,1,Shared Fault,Ford,2004.0,Chevrolet,Malibu,2003,NO,2,0,0,Yes,Yes,Yes,Yes,56000,14000,0,42000,6300.0,0.0,0.0,Check,70614.29,Closed - Paid,YES,POLICE INCIDENT,YES,0,NO,MODERATE,Unknown,No,No,No,Fire,N,,No,Pending,No,Police report available for cross-reference,30,NO_PATTERN_DETECTED,NO_PATTERN_DETECTED,INVESTIGATE_FURTHER,0.7,40,10,5,25,0,27,"Incident on 2/25/2015 in Northbrook, SC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: YES
Total Claim: $56000",P3,REQUEST_ADDITIONAL_INVESTIGATION,Low Subrogation Potential,14000.0,0.25,HIGH,NO,ADJ-4255,Maria Lopez,SUP-841,Yes,No,35.025082,-81.704467,High,Web Portal,Unknown,No,,No,PAY-4C12E3664E,323a891ab5b5591f,0.26,0.27,2,No,No,Yes,High Value >$50K,No,No,No
