cust_id,agent_code,:START_ID,:END_ID,:TYPE,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CUST-IN-2374-7775,AGT-9235,CUST-IN-2374-7775,AGT-9235,MANAGED_BY,0.5836,0.4995,06/01/2015,03/01/2015,06/01/2015,4,1
CUST-OH-3357-3879,AGT-9609,CUST-OH-3357-3879,AGT-9609,MANAGED_BY,0.4411,0.4331,06/01/2015,02/01/2015,06/01/2015,2,1
CUST-IL-4913-8366,AGT-5575,CUST-IL-4913-8366,AGT-5575,MANAGED_BY,0.8249,0.7744,09/01/2015,05/01/2015,09/01/2015,4,1
CUST-IL-1408-7229,AGT-4287,CUST-IL-1408-7229,AGT-4287,MANAGED_BY,0.8039,0.7418,03/01/2015,07/01/2015,03/01/2015,5,1
CUST-IN-9625-2281,AGT-2483,CUST-IN-9625-2281,AGT-2483,MANAGED_BY,0.5566,0.4663,03/01/2015,02/01/2015,03/01/2015,2,1
CUST-IL-9225-3711,AGT-6045,CUST-IL-9225-3711,AGT-6045,MANAGED_BY,0.6416,0.5958,02/01/2015,07/01/2015,02/01/2015,3,1
CUST-OH-2885-7334,AGT-7255,CUST-OH-2885-7334,AGT-7255,MANAGED_BY,0.4149,0.37,09/01/2015,01/01/2015,09/01/2015,4,1
CUST-IL-1542-2132,AGT-4100,CUST-IL-1542-2132,AGT-4100,MANAGED_BY,0.58,0.4771,02/01/2015,05/01/2015,02/01/2015,3,1
CUST-IN-4259-5216,AGT-2969,CUST-IN-4259-5216,AGT-2969,MANAGED_BY,0.8862,0.8726,06/01/2015,08/01/2015,06/01/2015,5,1
CUST-IL-4771-9072,AGT-5090,CUST-IL-4771-9072,AGT-5090,MANAGED_BY,0.5057,0.4914,02/01/2015,07/01/2015,02/01/2015,3,1
CUST-IN-6485-2635,AGT-5474,CUST-IN-6485-2635,AGT-5474,MANAGED_BY,0.4905,0.4466,08/01/2015,02/01/2015,08/01/2015,5,1
CUST-IN-9148-2318,AGT-7565,CUST-IN-9148-2318,AGT-7565,MANAGED_BY,0.5666,0.5453,02/01/2015,01/01/2015,02/01/2015,4,1
CUST-IL-2490-5947,AGT-8718,CUST-IL-2490-5947,AGT-8718,MANAGED_BY,0.5279,0.5157,01/01/2015,03/01/2015,01/01/2015,3,1
CUST-IN-1443-4729,AGT-2565,CUST-IN-1443-4729,AGT-2565,MANAGED_BY,0.6498,0.6321,08/01/2015,07/01/2015,08/01/2015,4,1
CUST-IL-6518-4841,AGT-4146,CUST-IL-6518-4841,AGT-4146,MANAGED_BY,0.6418,0.54,01/01/2015,06/01/2015,01/01/2015,4,1
CUST-OH-1253-6733,AGT-8374,CUST-OH-1253-6733,AGT-8374,MANAGED_BY,0.7168,0.6483,07/01/2015,05/01/2015,07/01/2015,4,1
CUST-IL-3981-7247,AGT-9919,CUST-IL-3981-7247,AGT-9919,MANAGED_BY,0.7305,0.6587,08/01/2015,05/01/2015,08/01/2015,5,1
CUST-IN-5140-7970,AGT-6134,CUST-IN-5140-7970,AGT-6134,MANAGED_BY,0.7867,0.7778,08/01/2015,02/01/2015,08/01/2015,3,1
CUST-OH-3916-4980,AGT-1279,CUST-OH-3916-4980,AGT-1279,MANAGED_BY,0.4327,0.3778,07/01/2015,01/01/2015,07/01/2015,3,1
CUST-OH-9221-9204,AGT-2206,CUST-OH-9221-9204,AGT-2206,MANAGED_BY,0.7978,0.7378,04/01/2015,05/01/2015,04/01/2015,4,1
CUST-OH-4427-6544,AGT-6206,CUST-OH-4427-6544,AGT-6206,MANAGED_BY,0.5244,0.4962,02/01/2015,04/01/2015,02/01/2015,4,1
CUST-IL-2263-6731,AGT-2350,CUST-IL-2263-6731,AGT-2350,MANAGED_BY,0.5328,0.5122,04/01/2015,08/01/2015,04/01/2015,1,1
CUST-IN-1344-8131,AGT-2417,CUST-IN-1344-8131,AGT-2417,MANAGED_BY,0.8403,0.7747,02/01/2015,08/01/2015,02/01/2015,3,1
CUST-IN-5242-4923,AGT-3997,CUST-IN-5242-4923,AGT-3997,MANAGED_BY,0.3204,0.2781,07/01/2015,01/01/2015,07/01/2015,1,1
CUST-OH-4388-1496,AGT-5347,CUST-OH-4388-1496,AGT-5347,MANAGED_BY,0.7351,0.7002,05/01/2015,03/01/2015,05/01/2015,5,1
CUST-OH-2937-5022,AGT-4487,CUST-OH-2937-5022,AGT-4487,MANAGED_BY,0.8845,0.8101,06/01/2015,07/01/2015,06/01/2015,4,1
CUST-IN-8682-1574,AGT-7956,CUST-IN-8682-1574,AGT-7956,MANAGED_BY,0.6905,0.6552,04/01/2015,08/01/2015,04/01/2015,3,1
CUST-OH-8288-6831,AGT-1381,CUST-OH-8288-6831,AGT-1381,MANAGED_BY,0.694,0.6024,09/01/2015,01/01/2015,09/01/2015,1,1
CUST-OH-8829-4721,AGT-7040,CUST-OH-8829-4721,AGT-7040,MANAGED_BY,0.7438,0.6668,04/01/2015,06/01/2015,04/01/2015,4,1
CUST-IL-9187-1596,AGT-1814,CUST-IL-9187-1596,AGT-1814,MANAGED_BY,0.3181,0.2908,04/01/2015,01/01/2015,04/01/2015,4,1
CUST-IL-2125-9710,AGT-7056,CUST-IL-2125-9710,AGT-7056,MANAGED_BY,0.459,0.3726,07/01/2015,04/01/2015,07/01/2015,5,1
CUST-IN-6024-4468,AGT-9664,CUST-IN-6024-4468,AGT-9664,MANAGED_BY,0.7347,0.6905,05/01/2015,06/01/2015,05/01/2015,5,1
CUST-OH-9769-1709,AGT-5524,CUST-OH-9769-1709,AGT-5524,MANAGED_BY,0.8291,0.694,03/01/2015,07/01/2015,03/01/2015,4,1
CUST-IL-6302-7146,AGT-3873,CUST-IL-6302-7146,AGT-3873,MANAGED_BY,0.5118,0.4922,06/01/2015,03/01/2015,06/01/2015,3,1
CUST-OH-1712-7218,AGT-4928,CUST-OH-1712-7218,AGT-4928,MANAGED_BY,0.6879,0.6159,06/01/2015,04/01/2015,06/01/2015,3,1
CUST-IL-2471-7656,AGT-8829,CUST-IL-2471-7656,AGT-8829,MANAGED_BY,0.3371,0.2848,01/01/2015,08/01/2015,01/01/2015,1,1
CUST-OH-5059-3261,AGT-8222,CUST-OH-5059-3261,AGT-8222,MANAGED_BY,0.5639,0.5347,04/01/2015,03/01/2015,04/01/2015,1,1
CUST-IN-6538-1901,AGT-7993,CUST-IN-6538-1901,AGT-7993,MANAGED_BY,0.6877,0.6438,06/01/2015,05/01/2015,06/01/2015,3,1
CUST-IL-5863-6920,AGT-4953,CUST-IL-5863-6920,AGT-4953,MANAGED_BY,0.346,0.2778,04/01/2015,07/01/2015,04/01/2015,5,1
CUST-IL-8968-7411,AGT-6409,CUST-IL-8968-7411,AGT-6409,MANAGED_BY,0.6865,0.6154,04/01/2015,05/01/2015,04/01/2015,1,1
CUST-OH-6500-4765,AGT-1667,CUST-OH-6500-4765,AGT-1667,MANAGED_BY,0.7606,0.6936,03/01/2015,06/01/2015,03/01/2015,3,1
CUST-OH-5477-8745,AGT-7836,CUST-OH-5477-8745,AGT-7836,MANAGED_BY,0.6726,0.6556,02/01/2015,07/01/2015,02/01/2015,5,1
CUST-OH-5981-4111,AGT-7767,CUST-OH-5981-4111,AGT-7767,MANAGED_BY,0.8676,0.7062,01/01/2015,01/01/2015,01/01/2015,2,1
CUST-IN-4361-6337,AGT-7973,CUST-IN-4361-6337,AGT-7973,MANAGED_BY,0.737,0.6538,02/01/2015,05/01/2015,02/01/2015,3,1
CUST-IN-7394-3379,AGT-5694,CUST-IN-7394-3379,AGT-5694,MANAGED_BY,0.6787,0.6534,03/01/2015,09/01/2015,03/01/2015,4,1
CUST-OH-4274-7369,AGT-9540,CUST-OH-4274-7369,AGT-9540,MANAGED_BY,0.4335,0.3904,06/01/2015,06/01/2015,06/01/2015,5,1
CUST-IN-2186-7751,AGT-2994,CUST-IN-2186-7751,AGT-2994,MANAGED_BY,0.4342,0.3732,05/01/2015,02/01/2015,05/01/2015,4,1
CUST-OH-5655-2061,AGT-9699,CUST-OH-5655-2061,AGT-9699,MANAGED_BY,0.6903,0.6463,07/01/2015,02/01/2015,07/01/2015,1,1
CUST-OH-7431-8726,AGT-4272,CUST-OH-7431-8726,AGT-4272,MANAGED_BY,0.5926,0.5079,08/01/2015,01/01/2015,08/01/2015,3,1
CUST-IN-6046-9146,AGT-2137,CUST-IN-6046-9146,AGT-2137,MANAGED_BY,0.5948,0.5614,06/01/2015,07/01/2015,06/01/2015,2,1
CUST-OH-5099-1619,AGT-4225,CUST-OH-5099-1619,AGT-4225,MANAGED_BY,0.5021,0.4773,02/01/2015,06/01/2015,02/01/2015,4,1
CUST-IL-5933-4424,AGT-5079,CUST-IL-5933-4424,AGT-5079,MANAGED_BY,0.6546,0.5457,05/01/2015,07/01/2015,05/01/2015,3,1
CUST-OH-9706-2776,AGT-1463,CUST-OH-9706-2776,AGT-1463,MANAGED_BY,0.3452,0.3189,06/01/2015,04/01/2015,06/01/2015,4,1
CUST-IL-1747-3224,AGT-7373,CUST-IL-1747-3224,AGT-7373,MANAGED_BY,0.3549,0.303,08/01/2015,03/01/2015,08/01/2015,5,1
CUST-OH-5293-6194,AGT-5158,CUST-OH-5293-6194,AGT-5158,MANAGED_BY,0.6832,0.5807,08/01/2015,03/01/2015,08/01/2015,4,1
CUST-OH-9409-4445,AGT-4885,CUST-OH-9409-4445,AGT-4885,MANAGED_BY,0.6855,0.5987,01/01/2015,07/01/2015,01/01/2015,5,1
CUST-OH-4426-8963,AGT-1352,CUST-OH-4426-8963,AGT-1352,MANAGED_BY,0.886,0.8233,04/01/2015,08/01/2015,04/01/2015,3,1
CUST-IL-3653-6040,AGT-6118,CUST-IL-3653-6040,AGT-6118,MANAGED_BY,0.5067,0.4935,02/01/2015,02/01/2015,02/01/2015,1,1
CUST-IL-1148-9178,AGT-6860,CUST-IL-1148-9178,AGT-6860,MANAGED_BY,0.7108,0.5745,08/01/2015,02/01/2015,08/01/2015,5,1
CUST-IN-8727-6463,AGT-9179,CUST-IN-8727-6463,AGT-9179,MANAGED_BY,0.8151,0.7561,01/01/2015,02/01/2015,01/01/2015,1,1
CUST-IN-2678-8004,AGT-7123,CUST-IN-2678-8004,AGT-7123,MANAGED_BY,0.4381,0.3839,06/01/2015,08/01/2015,06/01/2015,3,1
CUST-IL-7405-1721,AGT-1626,CUST-IL-7405-1721,AGT-1626,MANAGED_BY,0.7667,0.6343,07/01/2015,09/01/2015,07/01/2015,4,1
CUST-IL-6296-6796,AGT-4350,CUST-IL-6296-6796,AGT-4350,MANAGED_BY,0.7641,0.7394,09/01/2015,06/01/2015,09/01/2015,4,1
CUST-IL-8398-7974,AGT-4850,CUST-IL-8398-7974,AGT-4850,MANAGED_BY,0.355,0.3165,03/01/2015,02/01/2015,03/01/2015,1,1
CUST-IL-2415-8551,AGT-6680,CUST-IL-2415-8551,AGT-6680,MANAGED_BY,0.3754,0.3708,06/01/2015,03/01/2015,06/01/2015,4,1
CUST-OH-4055-1549,AGT-2864,CUST-OH-4055-1549,AGT-2864,MANAGED_BY,0.7541,0.7443,09/01/2015,06/01/2015,09/01/2015,2,1
CUST-OH-6670-3614,AGT-1960,CUST-OH-6670-3614,AGT-1960,MANAGED_BY,0.71,0.5681,04/01/2015,03/01/2015,04/01/2015,5,1
CUST-IN-5116-6126,AGT-4256,CUST-IN-5116-6126,AGT-4256,MANAGED_BY,0.6478,0.5406,03/01/2015,08/01/2015,03/01/2015,2,1
CUST-IL-4769-4822,AGT-5907,CUST-IL-4769-4822,AGT-5907,MANAGED_BY,0.8834,0.8514,01/01/2015,03/01/2015,01/01/2015,5,1
CUST-IN-7358-8422,AGT-9679,CUST-IN-7358-8422,AGT-9679,MANAGED_BY,0.8409,0.7867,02/01/2015,02/01/2015,02/01/2015,3,1
CUST-IN-4927-9388,AGT-6999,CUST-IN-4927-9388,AGT-6999,MANAGED_BY,0.3104,0.2712,05/01/2015,07/01/2015,05/01/2015,1,1
CUST-IN-1309-5544,AGT-8647,CUST-IN-1309-5544,AGT-8647,MANAGED_BY,0.4111,0.3948,04/01/2015,05/01/2015,04/01/2015,3,1
CUST-IL-2611-2294,AGT-9018,CUST-IL-2611-2294,AGT-9018,MANAGED_BY,0.7411,0.6919,06/01/2015,03/01/2015,06/01/2015,1,1
CUST-OH-2807-6089,AGT-2964,CUST-OH-2807-6089,AGT-2964,MANAGED_BY,0.6053,0.5162,05/01/2015,03/01/2015,05/01/2015,4,1
CUST-IN-8985-7192,AGT-6841,CUST-IN-8985-7192,AGT-6841,MANAGED_BY,0.4925,0.4557,06/01/2015,03/01/2015,06/01/2015,2,1
CUST-IL-5478-4322,AGT-9386,CUST-IL-5478-4322,AGT-9386,MANAGED_BY,0.7174,0.6881,07/01/2015,03/01/2015,07/01/2015,4,1
CUST-IL-6008-5537,AGT-3171,CUST-IL-6008-5537,AGT-3171,MANAGED_BY,0.5452,0.5175,04/01/2015,06/01/2015,04/01/2015,3,1
CUST-OH-3903-1379,AGT-1005,CUST-OH-3903-1379,AGT-1005,MANAGED_BY,0.3321,0.2698,07/01/2015,04/01/2015,07/01/2015,1,1
CUST-IL-6299-6486,AGT-4847,CUST-IL-6299-6486,AGT-4847,MANAGED_BY,0.797,0.7572,08/01/2015,09/01/2015,08/01/2015,2,1
CUST-OH-2082-9201,AGT-5932,CUST-OH-2082-9201,AGT-5932,MANAGED_BY,0.8451,0.7383,09/01/2015,05/01/2015,09/01/2015,1,1
CUST-IN-5130-4054,AGT-8817,CUST-IN-5130-4054,AGT-8817,MANAGED_BY,0.316,0.2995,09/01/2015,02/01/2015,09/01/2015,5,1
CUST-IL-1849-9789,AGT-8909,CUST-IL-1849-9789,AGT-8909,MANAGED_BY,0.8581,0.717,04/01/2015,09/01/2015,04/01/2015,2,1
CUST-OH-1877-9846,AGT-2153,CUST-OH-1877-9846,AGT-2153,MANAGED_BY,0.6211,0.5346,07/01/2015,08/01/2015,07/01/2015,2,1
CUST-IL-3263-2308,AGT-2663,CUST-IL-3263-2308,AGT-2663,MANAGED_BY,0.5108,0.416,09/01/2015,06/01/2015,09/01/2015,3,1
CUST-IN-1461-6904,AGT-3127,CUST-IN-1461-6904,AGT-3127,MANAGED_BY,0.3503,0.3099,07/01/2015,08/01/2015,07/01/2015,2,1
CUST-OH-3360-4974,AGT-7191,CUST-OH-3360-4974,AGT-7191,MANAGED_BY,0.6132,0.5406,04/01/2015,07/01/2015,04/01/2015,1,1
CUST-OH-5323-3957,AGT-7362,CUST-OH-5323-3957,AGT-7362,MANAGED_BY,0.4578,0.4048,07/01/2015,02/01/2015,07/01/2015,2,1
CUST-OH-1181-4563,AGT-7078,CUST-OH-1181-4563,AGT-7078,MANAGED_BY,0.42,0.3902,05/01/2015,08/01/2015,05/01/2015,2,1
CUST-OH-2126-5740,AGT-6452,CUST-OH-2126-5740,AGT-6452,MANAGED_BY,0.7894,0.6357,05/01/2015,07/01/2015,05/01/2015,5,1
CUST-OH-9355-9552,AGT-8901,CUST-OH-9355-9552,AGT-8901,MANAGED_BY,0.4229,0.3931,05/01/2015,06/01/2015,05/01/2015,1,1
CUST-IL-7375-1461,AGT-2588,CUST-IL-7375-1461,AGT-2588,MANAGED_BY,0.4498,0.4111,09/01/2015,08/01/2015,09/01/2015,2,1
CUST-IL-8120-1330,AGT-4986,CUST-IL-8120-1330,AGT-4986,MANAGED_BY,0.5611,0.4787,02/01/2015,03/01/2015,02/01/2015,5,1
CUST-OH-1681-4640,AGT-5357,CUST-OH-1681-4640,AGT-5357,MANAGED_BY,0.3367,0.2727,01/01/2015,03/01/2015,01/01/2015,3,1
CUST-IL-5947-5154,AGT-9938,CUST-IL-5947-5154,AGT-9938,MANAGED_BY,0.8977,0.7744,07/01/2015,05/01/2015,07/01/2015,3,1
CUST-OH-8432-4458,AGT-2671,CUST-OH-8432-4458,AGT-2671,MANAGED_BY,0.6134,0.5401,04/01/2015,06/01/2015,04/01/2015,4,1
CUST-OH-2839-1974,AGT-9166,CUST-OH-2839-1974,AGT-9166,MANAGED_BY,0.5658,0.5074,03/01/2015,09/01/2015,03/01/2015,2,1
CUST-IL-4755-4089,AGT-9040,CUST-IL-4755-4089,AGT-9040,MANAGED_BY,0.6774,0.5756,07/01/2015,09/01/2015,07/01/2015,4,1
CUST-OH-7519-6878,AGT-9782,CUST-OH-7519-6878,AGT-9782,MANAGED_BY,0.7543,0.6674,08/01/2015,04/01/2015,08/01/2015,4,1
CUST-IN-2267-5576,AGT-2831,CUST-IN-2267-5576,AGT-2831,MANAGED_BY,0.8527,0.7276,04/01/2015,07/01/2015,04/01/2015,2,1
CUST-IL-9425-7922,AGT-3997,CUST-IL-9425-7922,AGT-3997,MANAGED_BY,0.4706,0.4557,03/01/2015,07/01/2015,03/01/2015,3,1
CUST-IL-3955-9876,AGT-7790,CUST-IL-3955-9876,AGT-7790,MANAGED_BY,0.387,0.3748,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-8898-3022,AGT-5084,CUST-IL-8898-3022,AGT-5084,MANAGED_BY,0.8413,0.7277,07/01/2015,08/01/2015,07/01/2015,3,1
CUST-IN-8181-9407,AGT-2390,CUST-IN-8181-9407,AGT-2390,MANAGED_BY,0.4564,0.3832,01/01/2015,09/01/2015,01/01/2015,5,1
CUST-OH-2777-9589,AGT-6119,CUST-OH-2777-9589,AGT-6119,MANAGED_BY,0.7223,0.6812,05/01/2015,04/01/2015,05/01/2015,4,1
CUST-IN-8426-8491,AGT-4744,CUST-IN-8426-8491,AGT-4744,MANAGED_BY,0.5783,0.4654,03/01/2015,04/01/2015,03/01/2015,3,1
CUST-OH-5778-6743,AGT-9075,CUST-OH-5778-6743,AGT-9075,MANAGED_BY,0.3865,0.3339,05/01/2015,05/01/2015,05/01/2015,5,1
CUST-IL-8731-1698,AGT-9942,CUST-IL-8731-1698,AGT-9942,MANAGED_BY,0.7804,0.757,03/01/2015,01/01/2015,03/01/2015,4,1
CUST-IL-9945-4041,AGT-5051,CUST-IL-9945-4041,AGT-5051,MANAGED_BY,0.5945,0.5627,03/01/2015,09/01/2015,03/01/2015,1,1
CUST-OH-7277-3475,AGT-5562,CUST-OH-7277-3475,AGT-5562,MANAGED_BY,0.4741,0.3926,02/01/2015,04/01/2015,02/01/2015,3,1
CUST-IL-5225-9557,AGT-9274,CUST-IL-5225-9557,AGT-9274,MANAGED_BY,0.3124,0.2754,02/01/2015,04/01/2015,02/01/2015,1,1
CUST-IN-3675-5471,AGT-4266,CUST-IN-3675-5471,AGT-4266,MANAGED_BY,0.5442,0.4427,03/01/2015,08/01/2015,03/01/2015,2,1
CUST-IN-5861-6271,AGT-1758,CUST-IN-5861-6271,AGT-1758,MANAGED_BY,0.5999,0.5985,05/01/2015,09/01/2015,05/01/2015,5,1
CUST-OH-4248-3008,AGT-1479,CUST-OH-4248-3008,AGT-1479,MANAGED_BY,0.3783,0.3252,08/01/2015,04/01/2015,08/01/2015,3,1
CUST-IL-5128-8036,AGT-8284,CUST-IL-5128-8036,AGT-8284,MANAGED_BY,0.6842,0.5554,05/01/2015,07/01/2015,05/01/2015,3,1
CUST-IL-3567-5851,AGT-5417,CUST-IL-3567-5851,AGT-5417,MANAGED_BY,0.384,0.3583,04/01/2015,02/01/2015,04/01/2015,3,1
CUST-OH-3305-2593,AGT-3864,CUST-OH-3305-2593,AGT-3864,MANAGED_BY,0.617,0.604,06/01/2015,06/01/2015,06/01/2015,5,1
CUST-IN-7790-3264,AGT-7175,CUST-IN-7790-3264,AGT-7175,MANAGED_BY,0.7376,0.7031,01/01/2015,03/01/2015,01/01/2015,5,1
CUST-OH-7995-9868,AGT-9091,CUST-OH-7995-9868,AGT-9091,MANAGED_BY,0.6135,0.5929,07/01/2015,07/01/2015,07/01/2015,2,1
CUST-OH-9879-4090,AGT-8845,CUST-OH-9879-4090,AGT-8845,MANAGED_BY,0.3145,0.2817,08/01/2015,07/01/2015,08/01/2015,5,1
CUST-OH-9677-8229,AGT-2892,CUST-OH-9677-8229,AGT-2892,MANAGED_BY,0.7315,0.6357,09/01/2015,09/01/2015,09/01/2015,3,1
CUST-IL-8304-5085,AGT-1853,CUST-IL-8304-5085,AGT-1853,MANAGED_BY,0.683,0.6679,03/01/2015,07/01/2015,03/01/2015,2,1
CUST-IN-1273-1761,AGT-8782,CUST-IN-1273-1761,AGT-8782,MANAGED_BY,0.6502,0.6127,01/01/2015,07/01/2015,01/01/2015,2,1
CUST-OH-7869-4038,AGT-4023,CUST-OH-7869-4038,AGT-4023,MANAGED_BY,0.5014,0.4202,04/01/2015,09/01/2015,04/01/2015,3,1
CUST-IN-3328-1393,AGT-4970,CUST-IN-3328-1393,AGT-4970,MANAGED_BY,0.5524,0.4552,09/01/2015,01/01/2015,09/01/2015,5,1
CUST-IN-4486-6947,AGT-2655,CUST-IN-4486-6947,AGT-2655,MANAGED_BY,0.4013,0.3699,08/01/2015,09/01/2015,08/01/2015,3,1
CUST-OH-5260-2832,AGT-9643,CUST-OH-5260-2832,AGT-9643,MANAGED_BY,0.7257,0.6292,03/01/2015,01/01/2015,03/01/2015,5,1
CUST-IL-4444-7891,AGT-9026,CUST-IL-4444-7891,AGT-9026,MANAGED_BY,0.3243,0.3141,02/01/2015,08/01/2015,02/01/2015,5,1
CUST-IL-6895-7617,AGT-2153,CUST-IL-6895-7617,AGT-2153,MANAGED_BY,0.4873,0.4299,02/01/2015,06/01/2015,02/01/2015,5,1
CUST-IL-8060-9997,AGT-9657,CUST-IL-8060-9997,AGT-9657,MANAGED_BY,0.4589,0.3898,03/01/2015,07/01/2015,03/01/2015,5,1
CUST-IN-3846-2535,AGT-2557,CUST-IN-3846-2535,AGT-2557,MANAGED_BY,0.7738,0.7599,01/01/2015,06/01/2015,01/01/2015,1,1
CUST-IN-7564-2471,AGT-5524,CUST-IN-7564-2471,AGT-5524,MANAGED_BY,0.5266,0.4865,04/01/2015,04/01/2015,04/01/2015,4,1
CUST-IL-6557-5463,AGT-4324,CUST-IL-6557-5463,AGT-4324,MANAGED_BY,0.5628,0.5508,09/01/2015,01/01/2015,09/01/2015,5,1
CUST-IL-4199-5915,AGT-4227,CUST-IL-4199-5915,AGT-4227,MANAGED_BY,0.8435,0.7364,03/01/2015,01/01/2015,03/01/2015,3,1
CUST-IL-2750-9374,AGT-5633,CUST-IL-2750-9374,AGT-5633,MANAGED_BY,0.4339,0.4102,09/01/2015,01/01/2015,09/01/2015,2,1
CUST-IN-5156-1023,AGT-1786,CUST-IN-5156-1023,AGT-1786,MANAGED_BY,0.8169,0.8084,04/01/2015,03/01/2015,04/01/2015,3,1
CUST-IL-1328-4778,AGT-5408,CUST-IL-1328-4778,AGT-5408,MANAGED_BY,0.4123,0.3915,01/01/2015,03/01/2015,01/01/2015,5,1
CUST-IL-7149-5644,AGT-5966,CUST-IL-7149-5644,AGT-5966,MANAGED_BY,0.6127,0.513,02/01/2015,08/01/2015,02/01/2015,3,1
CUST-IL-2978-7517,AGT-6876,CUST-IL-2978-7517,AGT-6876,MANAGED_BY,0.3784,0.3777,06/01/2015,06/01/2015,06/01/2015,2,1
CUST-IL-4267-9184,AGT-8911,CUST-IL-4267-9184,AGT-8911,MANAGED_BY,0.7611,0.6338,01/01/2015,01/01/2015,01/01/2015,2,1
CUST-IN-6150-3463,AGT-2025,CUST-IN-6150-3463,AGT-2025,MANAGED_BY,0.8048,0.7823,06/01/2015,04/01/2015,06/01/2015,5,1
CUST-OH-7712-9837,AGT-2935,CUST-OH-7712-9837,AGT-2935,MANAGED_BY,0.8469,0.7456,06/01/2015,07/01/2015,06/01/2015,4,1
CUST-IL-2358-7873,AGT-3255,CUST-IL-2358-7873,AGT-3255,MANAGED_BY,0.536,0.4917,05/01/2015,01/01/2015,05/01/2015,3,1
CUST-IN-9316-6436,AGT-5825,CUST-IN-9316-6436,AGT-5825,MANAGED_BY,0.5415,0.4637,08/01/2015,05/01/2015,08/01/2015,1,1
CUST-OH-3716-3106,AGT-6929,CUST-OH-3716-3106,AGT-6929,MANAGED_BY,0.4596,0.4181,07/01/2015,08/01/2015,07/01/2015,2,1
CUST-IL-4271-5768,AGT-7457,CUST-IL-4271-5768,AGT-7457,MANAGED_BY,0.4537,0.3686,02/01/2015,01/01/2015,02/01/2015,1,1
CUST-OH-2613-6074,AGT-1118,CUST-OH-2613-6074,AGT-1118,MANAGED_BY,0.3626,0.3219,07/01/2015,03/01/2015,07/01/2015,5,1
CUST-IN-5829-4510,AGT-1109,CUST-IN-5829-4510,AGT-1109,MANAGED_BY,0.5654,0.5231,09/01/2015,09/01/2015,09/01/2015,1,1
CUST-OH-2780-8845,AGT-4167,CUST-OH-2780-8845,AGT-4167,MANAGED_BY,0.8203,0.7188,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-1531-2603,AGT-1171,CUST-OH-1531-2603,AGT-1171,MANAGED_BY,0.4514,0.3866,07/01/2015,04/01/2015,07/01/2015,5,1
CUST-IL-5152-2097,AGT-8137,CUST-IL-5152-2097,AGT-8137,MANAGED_BY,0.852,0.7679,09/01/2015,04/01/2015,09/01/2015,1,1
CUST-IL-8604-4679,AGT-4677,CUST-IL-8604-4679,AGT-4677,MANAGED_BY,0.5806,0.5373,01/01/2015,08/01/2015,01/01/2015,4,1
CUST-OH-3517-1267,AGT-6463,CUST-OH-3517-1267,AGT-6463,MANAGED_BY,0.5046,0.4914,04/01/2015,02/01/2015,04/01/2015,3,1
CUST-IN-4037-1995,AGT-8824,CUST-IN-4037-1995,AGT-8824,MANAGED_BY,0.4093,0.3305,01/01/2015,05/01/2015,01/01/2015,5,1
CUST-IL-1620-1098,AGT-1753,CUST-IL-1620-1098,AGT-1753,MANAGED_BY,0.7615,0.7589,05/01/2015,03/01/2015,05/01/2015,4,1
CUST-IN-7403-7984,AGT-8709,CUST-IN-7403-7984,AGT-8709,MANAGED_BY,0.482,0.4567,01/01/2015,02/01/2015,01/01/2015,2,1
CUST-IL-8767-3284,AGT-9720,CUST-IL-8767-3284,AGT-9720,MANAGED_BY,0.8069,0.7198,01/01/2015,04/01/2015,01/01/2015,1,1
CUST-IN-9515-4564,AGT-9716,CUST-IN-9515-4564,AGT-9716,MANAGED_BY,0.5407,0.4411,06/01/2015,08/01/2015,06/01/2015,1,1
CUST-IL-5767-3195,AGT-8733,CUST-IL-5767-3195,AGT-8733,MANAGED_BY,0.779,0.6294,05/01/2015,05/01/2015,05/01/2015,1,1
CUST-OH-3910-7990,AGT-6749,CUST-OH-3910-7990,AGT-6749,MANAGED_BY,0.864,0.7032,07/01/2015,08/01/2015,07/01/2015,3,1
CUST-IL-2258-7737,AGT-9181,CUST-IL-2258-7737,AGT-9181,MANAGED_BY,0.3689,0.2978,09/01/2015,03/01/2015,09/01/2015,5,1
CUST-IL-9849-8298,AGT-9221,CUST-IL-9849-8298,AGT-9221,MANAGED_BY,0.6556,0.5422,01/01/2015,08/01/2015,01/01/2015,4,1
CUST-IL-8903-8060,AGT-7175,CUST-IL-8903-8060,AGT-7175,MANAGED_BY,0.3399,0.3399,02/01/2015,04/01/2015,02/01/2015,2,1
CUST-IN-8032-4096,AGT-6144,CUST-IN-8032-4096,AGT-6144,MANAGED_BY,0.5224,0.5193,04/01/2015,03/01/2015,04/01/2015,2,1
CUST-IN-4149-6899,AGT-4650,CUST-IN-4149-6899,AGT-4650,MANAGED_BY,0.5768,0.5219,02/01/2015,03/01/2015,02/01/2015,4,1
CUST-IN-4145-4772,AGT-7333,CUST-IN-4145-4772,AGT-7333,MANAGED_BY,0.4485,0.3596,05/01/2015,07/01/2015,05/01/2015,1,1
CUST-OH-8184-3568,AGT-5775,CUST-OH-8184-3568,AGT-5775,MANAGED_BY,0.7126,0.6259,04/01/2015,09/01/2015,04/01/2015,5,1
