:START_ID,:END_ID,:TYPE,role,injury_flag,claim_amount,fraud_reported,filing_channel,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CUST-IN-5897-7726,CLM-589749,FILED_CLAIM,Primary Claimant,Yes,78240.0,N,Call Center,0.7824,0.6619,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-8540-6389,CLM-854021,FILED_CLAIM,Named Driver,Yes,6200.0,N,Walk-In,0.062,0.0523,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-4540-1389,CLM-454086,FILED_CLAIM,Policy Holder,Yes,6160.0,N,Walk-In,0.0616,0.0502,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-1394-1842,CLM-139484,FILED_CLAIM,Primary Claimant,Yes,76050.0,N,Web,0.7605,0.7044,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-6788-6334,CLM-678849,FILED_CLAIM,Primary Claimant,Yes,86060.0,N,Call Center,0.8606,0.7279,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3469-1044,CLM-346940,FILED_CLAIM,Primary Claimant,Yes,107900.0,Y,Walk-In,1.0,0.9811,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-9854-8118,CLM-985436,FILED_CLAIM,Primary Claimant,Yes,99990.0,N,Agent,0.9999,0.9718,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-2374-7775,CLM-237418,FILED_CLAIM,Primary Claimant,Yes,61380.0,N,Walk-In,0.6138,0.4997,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3357-3879,CLM-335780,FILED_CLAIM,Primary Claimant,Yes,71280.0,Y,Mobile App,0.7128,0.6042,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-4913-8366,CLM-491392,FILED_CLAIM,Named Driver,No,64000.0,N,Agent,0.64,0.5976,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-1408-7229,CLM-140880,FILED_CLAIM,Primary Claimant,No,5940.0,N,Web,0.0594,0.0501,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-9625-2281,CLM-962591,FILED_CLAIM,Primary Claimant,Yes,6700.0,N,Walk-In,0.067,0.0554,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-9225-3711,CLM-922565,FILED_CLAIM,Primary Claimant,No,51740.0,N,Agent,0.5174,0.5107,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-2885-7334,CLM-288580,FILED_CLAIM,Primary Claimant,No,53600.0,Y,Call Center,0.536,0.49,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-1542-2132,CLM-154280,FILED_CLAIM,Primary Claimant,Yes,44910.0,N,Agent,0.4491,0.4017,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-4259-5216,CLM-425973,FILED_CLAIM,Primary Claimant,No,48100.0,N,Walk-In,0.481,0.4603,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-4771-9072,CLM-477177,FILED_CLAIM,Primary Claimant,No,6100.0,N,Agent,0.061,0.0587,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-6485-2635,CLM-648509,FILED_CLAIM,Primary Claimant,Yes,79600.0,N,Mobile App,0.796,0.6671,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-9148-2318,CLM-914815,FILED_CLAIM,Primary Claimant,Yes,77040.0,N,Mobile App,0.7704,0.6313,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2490-5947,CLM-249048,FILED_CLAIM,Named Driver,No,62590.0,N,Agent,0.6259,0.5547,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-1443-4729,CLM-144323,FILED_CLAIM,Primary Claimant,No,85150.0,N,Call Center,0.8515,0.7533,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-6518-4841,CLM-651861,FILED_CLAIM,Policy Holder,Yes,4950.0,N,Web,0.0495,0.0442,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-1253-6733,CLM-125324,FILED_CLAIM,Primary Claimant,Yes,51100.0,N,Mobile App,0.511,0.4833,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-3981-7247,CLM-398102,FILED_CLAIM,Named Driver,Yes,100800.0,N,Agent,1.0,0.9347,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5140-7970,CLM-514065,FILED_CLAIM,Primary Claimant,Yes,90970.0,N,Call Center,0.9097,0.9068,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3916-4980,CLM-391652,FILED_CLAIM,Named Driver,Yes,81840.0,Y,Mobile App,0.8184,0.6708,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9221-9204,CLM-922167,FILED_CLAIM,Primary Claimant,No,54900.0,N,Call Center,0.549,0.4834,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4427-6544,CLM-442795,FILED_CLAIM,Primary Claimant,Yes,88660.0,Y,Web,0.8866,0.7694,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2263-6731,CLM-226330,FILED_CLAIM,Policy Holder,Yes,18000.0,N,Walk-In,0.18,0.175,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-1344-8131,CLM-134430,FILED_CLAIM,Passenger,Yes,5500.0,N,Agent,0.055,0.0467,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5242-4923,CLM-524230,FILED_CLAIM,Primary Claimant,Yes,73920.0,Y,Walk-In,0.7392,0.6195,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4388-1496,CLM-438817,FILED_CLAIM,Policy Holder,No,101860.0,N,Agent,1.0,0.8897,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-2937-5022,CLM-293794,FILED_CLAIM,Primary Claimant,No,5390.0,N,Web,0.0539,0.0477,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-8682-1574,CLM-868283,FILED_CLAIM,Named Driver,Yes,50490.0,N,Agent,0.5049,0.432,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-8288-6831,CLM-828890,FILED_CLAIM,Primary Claimant,No,55500.0,N,Call Center,0.555,0.4717,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-8829-4721,CLM-882920,FILED_CLAIM,Primary Claimant,Yes,7040.0,N,Walk-In,0.0704,0.0693,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-9187-1596,CLM-918777,FILED_CLAIM,Primary Claimant,No,40160.0,N,Call Center,0.4016,0.3569,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2125-9710,CLM-212580,FILED_CLAIM,Policy Holder,Yes,55680.0,N,Agent,0.5568,0.5414,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-6024-4468,CLM-602410,FILED_CLAIM,Primary Claimant,Yes,5300.0,Y,Walk-In,0.053,0.0482,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9769-1709,CLM-976971,FILED_CLAIM,Primary Claimant,No,5200.0,N,Agent,0.052,0.0421,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-6302-7146,CLM-630226,FILED_CLAIM,Policy Holder,Yes,59400.0,N,Walk-In,0.594,0.5939,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-1712-7218,CLM-171254,FILED_CLAIM,Primary Claimant,Yes,2520.0,N,Walk-In,0.0252,0.0244,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2471-7656,CLM-247116,FILED_CLAIM,Primary Claimant,Yes,5760.0,N,Call Center,0.0576,0.0572,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-5059-3261,CLM-505969,FILED_CLAIM,Named Driver,Yes,76700.0,N,Walk-In,0.767,0.7557,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-6538-1901,CLM-653864,FILED_CLAIM,Policy Holder,No,5920.0,N,Agent,0.0592,0.0574,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-5863-6920,CLM-586367,FILED_CLAIM,Named Driver,No,64350.0,N,Web,0.6435,0.5362,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-8968-7411,CLM-896890,FILED_CLAIM,Primary Claimant,Yes,19080.0,N,Web,0.1908,0.1712,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-6500-4765,CLM-650026,FILED_CLAIM,Policy Holder,Yes,54400.0,N,Mobile App,0.544,0.4585,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-5477-8745,CLM-547744,FILED_CLAIM,Policy Holder,Yes,59800.0,Y,Call Center,0.598,0.5264,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-5981-4111,CLM-598124,FILED_CLAIM,Primary Claimant,No,72000.0,N,Web,0.72,0.5844,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-4361-6337,CLM-436126,FILED_CLAIM,Named Driver,Yes,65070.0,N,Call Center,0.6507,0.5699,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-7394-3379,CLM-739447,FILED_CLAIM,Primary Claimant,No,8800.0,N,Call Center,0.088,0.0877,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4274-7369,CLM-427484,FILED_CLAIM,Named Driver,Yes,6120.0,N,Web,0.0612,0.0522,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-2186-7751,CLM-218684,FILED_CLAIM,Policy Holder,Yes,7080.0,N,Mobile App,0.0708,0.0677,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-5655-2061,CLM-565564,FILED_CLAIM,Passenger,Yes,34320.0,N,Agent,0.3432,0.3058,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-7431-8726,CLM-743163,FILED_CLAIM,Primary Claimant,Yes,53460.0,Y,Agent,0.5346,0.4729,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-6046-9146,CLM-604614,FILED_CLAIM,Primary Claimant,Yes,81360.0,Y,Web,0.8136,0.8067,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-5099-1619,CLM-509928,FILED_CLAIM,Primary Claimant,Yes,81070.0,Y,Agent,0.8107,0.81,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-5933-4424,CLM-593390,FILED_CLAIM,Named Driver,Yes,63120.0,N,Agent,0.6312,0.5751,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9706-2776,CLM-970607,FILED_CLAIM,Primary Claimant,Yes,7200.0,N,Mobile App,0.072,0.0679,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-1747-3224,CLM-174701,FILED_CLAIM,Primary Claimant,Yes,70290.0,Y,Agent,0.7029,0.5841,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-5293-6194,CLM-529398,FILED_CLAIM,Primary Claimant,Yes,60190.0,N,Mobile App,0.6019,0.5172,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9409-4445,CLM-940942,FILED_CLAIM,Primary Claimant,Yes,61380.0,Y,Web,0.6138,0.61,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4426-8963,CLM-442677,FILED_CLAIM,Primary Claimant,Yes,28100.0,N,Agent,0.281,0.2573,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-3653-6040,CLM-365364,FILED_CLAIM,Named Driver,No,49060.0,N,Agent,0.4906,0.4457,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-1148-9178,CLM-114839,FILED_CLAIM,Policy Holder,Yes,57060.0,N,Agent,0.5706,0.5418,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-8727-6463,CLM-872734,FILED_CLAIM,Primary Claimant,No,77880.0,N,Agent,0.7788,0.6319,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-2678-8004,CLM-267885,FILED_CLAIM,Named Driver,No,73500.0,N,Call Center,0.735,0.6739,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-7405-1721,CLM-740505,FILED_CLAIM,Primary Claimant,Yes,88920.0,N,Call Center,0.8892,0.8008,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-6296-6796,CLM-629663,FILED_CLAIM,Primary Claimant,No,47630.0,Y,Agent,0.4763,0.4623,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-8398-7974,CLM-839884,FILED_CLAIM,Policy Holder,Yes,59040.0,N,Walk-In,0.5904,0.4909,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2415-8551,CLM-241562,FILED_CLAIM,Primary Claimant,No,79530.0,N,Call Center,0.7953,0.7891,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4055-1549,CLM-405533,FILED_CLAIM,Primary Claimant,No,53680.0,N,Call Center,0.5368,0.438,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-6670-3614,CLM-667021,FILED_CLAIM,Primary Claimant,Yes,33550.0,N,Walk-In,0.3355,0.2809,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5116-6126,CLM-511621,FILED_CLAIM,Primary Claimant,Yes,69100.0,N,Walk-In,0.691,0.635,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-4769-4822,CLM-476923,FILED_CLAIM,Primary Claimant,Yes,79750.0,N,Agent,0.7975,0.7457,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-7358-8422,CLM-735822,FILED_CLAIM,Primary Claimant,No,53600.0,Y,Call Center,0.536,0.454,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-4927-9388,CLM-492745,FILED_CLAIM,Primary Claimant,Yes,76560.0,N,Agent,0.7656,0.6308,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-1309-5544,CLM-130930,FILED_CLAIM,Policy Holder,Yes,41130.0,N,Mobile App,0.4113,0.4023,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2611-2294,CLM-261119,FILED_CLAIM,Primary Claimant,Yes,78650.0,Y,Agent,0.7865,0.6679,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-2807-6089,CLM-280709,FILED_CLAIM,Primary Claimant,Yes,71060.0,N,Mobile App,0.7106,0.653,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-8985-7192,CLM-898573,FILED_CLAIM,Primary Claimant,Yes,38830.0,N,Call Center,0.3883,0.3587,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-5478-4322,CLM-547802,FILED_CLAIM,Primary Claimant,No,53500.0,N,Call Center,0.535,0.4729,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-6008-5537,CLM-600845,FILED_CLAIM,Primary Claimant,Yes,73700.0,Y,Walk-In,0.737,0.6756,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3903-1379,CLM-390381,FILED_CLAIM,Named Driver,Yes,6300.0,N,Web,0.063,0.057,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-6299-6486,CLM-629918,FILED_CLAIM,Primary Claimant,Yes,65400.0,N,Web,0.654,0.6455,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-2082-9201,CLM-208298,FILED_CLAIM,Primary Claimant,Yes,3200.0,N,Agent,0.032,0.0269,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5130-4054,CLM-513099,FILED_CLAIM,Primary Claimant,No,75400.0,Y,Walk-In,0.754,0.7112,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-1849-9789,CLM-184938,FILED_CLAIM,Named Driver,No,58140.0,N,Walk-In,0.5814,0.4929,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-1877-9846,CLM-187775,FILED_CLAIM,Named Driver,No,98670.0,Y,Web,0.9867,0.8675,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-3263-2308,CLM-326322,FILED_CLAIM,Primary Claimant,No,5900.0,N,Mobile App,0.059,0.0551,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-1461-6904,CLM-146138,FILED_CLAIM,Primary Claimant,Yes,64100.0,N,Agent,0.641,0.5513,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3360-4974,CLM-336047,FILED_CLAIM,Policy Holder,No,55440.0,Y,Walk-In,0.5544,0.4786,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-5323-3957,CLM-532330,FILED_CLAIM,Named Driver,Yes,80850.0,Y,Agent,0.8085,0.7684,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-1181-4563,CLM-118137,FILED_CLAIM,Primary Claimant,Yes,7480.0,N,Web,0.0748,0.0609,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-2126-5740,CLM-212674,FILED_CLAIM,Policy Holder,Yes,53640.0,Y,Walk-In,0.5364,0.4783,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9355-9552,CLM-935596,FILED_CLAIM,Primary Claimant,Yes,63250.0,Y,Agent,0.6325,0.6323,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-7375-1461,CLM-737593,FILED_CLAIM,Primary Claimant,No,59040.0,N,Mobile App,0.5904,0.5899,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-8120-1330,CLM-812025,FILED_CLAIM,Policy Holder,Yes,50500.0,N,Web,0.505,0.4114,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-1681-4640,CLM-168151,FILED_CLAIM,Named Driver,No,57690.0,Y,Walk-In,0.5769,0.4861,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-5947-5154,CLM-594739,FILED_CLAIM,Policy Holder,Yes,5940.0,N,Web,0.0594,0.0507,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-8432-4458,CLM-843227,FILED_CLAIM,Passenger,No,47790.0,Y,Walk-In,0.4779,0.4715,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-2839-1974,CLM-283925,FILED_CLAIM,Primary Claimant,No,3850.0,N,Mobile App,0.0385,0.0376,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-4755-4089,CLM-475588,FILED_CLAIM,Primary Claimant,Yes,59000.0,Y,Mobile App,0.59,0.5758,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-7519-6878,CLM-751905,FILED_CLAIM,Primary Claimant,No,70600.0,Y,Walk-In,0.706,0.617,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-2267-5576,CLM-226725,FILED_CLAIM,Primary Claimant,Yes,61490.0,N,Mobile App,0.6149,0.5113,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-9425-7922,CLM-942504,FILED_CLAIM,Passenger,Yes,57640.0,N,Walk-In,0.5764,0.5572,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-3955-9876,CLM-395572,FILED_CLAIM,Primary Claimant,Yes,6890.0,N,Web,0.0689,0.0648,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-8898-3022,CLM-889883,FILED_CLAIM,Named Driver,Yes,53280.0,Y,Agent,0.5328,0.4914,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-8181-9407,CLM-818167,FILED_CLAIM,Named Driver,No,78300.0,N,Web,0.783,0.781,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-2777-9589,CLM-277767,FILED_CLAIM,Primary Claimant,No,41490.0,N,Walk-In,0.4149,0.3862,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-8426-8491,CLM-842618,FILED_CLAIM,Named Driver,Yes,68970.0,N,Web,0.6897,0.5528,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-5778-6743,CLM-577810,FILED_CLAIM,Primary Claimant,Yes,85300.0,N,Agent,0.853,0.8218,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-8731-1698,CLM-873114,FILED_CLAIM,Named Driver,No,3080.0,N,Mobile App,0.0308,0.0265,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-9945-4041,CLM-994538,FILED_CLAIM,Policy Holder,Yes,71760.0,Y,Agent,0.7176,0.6693,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-7277-3475,CLM-727792,FILED_CLAIM,Primary Claimant,Yes,59700.0,N,Call Center,0.597,0.5897,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-5225-9557,CLM-522506,FILED_CLAIM,Primary Claimant,No,64920.0,N,Mobile App,0.6492,0.5368,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-3675-5471,CLM-367595,FILED_CLAIM,Primary Claimant,No,37530.0,N,Mobile App,0.3753,0.3089,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5861-6271,CLM-586104,FILED_CLAIM,Primary Claimant,Yes,64080.0,N,Agent,0.6408,0.5264,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-4248-3008,CLM-424862,FILED_CLAIM,Named Driver,Yes,60390.0,Y,Agent,0.6039,0.5499,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-5128-8036,CLM-512813,FILED_CLAIM,Policy Holder,No,64350.0,Y,Call Center,0.6435,0.5499,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-3567-5851,CLM-356768,FILED_CLAIM,Primary Claimant,Yes,70900.0,N,Walk-In,0.709,0.653,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3305-2593,CLM-330506,FILED_CLAIM,Passenger,Yes,46560.0,N,Walk-In,0.4656,0.4393,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-7790-3264,CLM-779075,FILED_CLAIM,Policy Holder,Yes,4730.0,Y,Call Center,0.0473,0.0398,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-7995-9868,CLM-799501,FILED_CLAIM,Primary Claimant,No,6820.0,N,Call Center,0.0682,0.0632,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9879-4090,CLM-987905,FILED_CLAIM,Named Driver,No,59900.0,Y,Web,0.599,0.5108,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-9677-8229,CLM-967756,FILED_CLAIM,Primary Claimant,Yes,79560.0,N,Mobile App,0.7956,0.7142,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-8304-5085,CLM-830414,FILED_CLAIM,Primary Claimant,No,70290.0,N,Call Center,0.7029,0.6896,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-1273-1761,CLM-127313,FILED_CLAIM,Primary Claimant,Yes,63910.0,N,Agent,0.6391,0.6194,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-7869-4038,CLM-786957,FILED_CLAIM,Named Driver,Yes,6400.0,N,Mobile App,0.064,0.0524,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-3328-1393,CLM-332892,FILED_CLAIM,Primary Claimant,Yes,66780.0,Y,Web,0.6678,0.5908,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-4486-6947,CLM-448642,FILED_CLAIM,Named Driver,No,8760.0,N,Web,0.0876,0.0749,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-5260-2832,CLM-526039,FILED_CLAIM,Primary Claimant,No,94160.0,N,Agent,0.9416,0.7539,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-4444-7891,CLM-444422,FILED_CLAIM,Named Driver,No,51570.0,N,Web,0.5157,0.4921,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-6895-7617,CLM-689500,FILED_CLAIM,Primary Claimant,Yes,52700.0,Y,Agent,0.527,0.4888,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-8060-9997,CLM-806081,FILED_CLAIM,Passenger,Yes,101010.0,N,Web,1.0,0.8524,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-3846-2535,CLM-384618,FILED_CLAIM,Primary Claimant,Yes,53400.0,Y,Mobile App,0.534,0.5064,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-7564-2471,CLM-756459,FILED_CLAIM,Primary Claimant,Yes,72120.0,N,Web,0.7212,0.6565,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-6557-5463,CLM-655787,FILED_CLAIM,Primary Claimant,Yes,77100.0,N,Call Center,0.771,0.6827,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-4199-5915,CLM-419954,FILED_CLAIM,Primary Claimant,Yes,3300.0,N,Walk-In,0.033,0.0265,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2750-9374,CLM-275092,FILED_CLAIM,Policy Holder,Yes,5940.0,N,Walk-In,0.0594,0.0484,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5156-1023,CLM-515698,FILED_CLAIM,Primary Claimant,Yes,63720.0,N,Web,0.6372,0.6223,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-1328-4778,CLM-132871,FILED_CLAIM,Primary Claimant,Yes,7680.0,N,Mobile App,0.0768,0.0753,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-7149-5644,CLM-714929,FILED_CLAIM,Primary Claimant,Yes,93730.0,N,Mobile App,0.9373,0.8521,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2978-7517,CLM-297816,FILED_CLAIM,Named Driver,No,87300.0,N,Walk-In,0.873,0.8441,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-4267-9184,CLM-426708,FILED_CLAIM,Named Driver,No,5670.0,N,Walk-In,0.0567,0.052,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-6150-3463,CLM-615047,FILED_CLAIM,Primary Claimant,No,65800.0,N,Call Center,0.658,0.5459,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-7712-9837,CLM-771236,FILED_CLAIM,Passenger,Yes,36720.0,Y,Call Center,0.3672,0.3031,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-2358-7873,CLM-235869,FILED_CLAIM,Primary Claimant,Yes,52800.0,Y,Call Center,0.528,0.455,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-9316-6436,CLM-931625,FILED_CLAIM,Primary Claimant,Yes,59100.0,Y,Agent,0.591,0.5791,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3716-3106,CLM-371635,FILED_CLAIM,Named Driver,Yes,77440.0,N,Mobile App,0.7744,0.7428,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-4271-5768,CLM-427199,FILED_CLAIM,Policy Holder,Yes,45700.0,N,Mobile App,0.457,0.4443,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-2613-6074,CLM-261315,FILED_CLAIM,Named Driver,Yes,80740.0,Y,Walk-In,0.8074,0.7911,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IN-5829-4510,CLM-582973,FILED_CLAIM,Named Driver,No,31350.0,Y,Call Center,0.3135,0.264,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-2780-8845,CLM-278091,FILED_CLAIM,Primary Claimant,No,35000.0,N,Walk-In,0.35,0.2975,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-1531-2603,CLM-153154,FILED_CLAIM,Primary Claimant,Yes,68000.0,N,Agent,0.68,0.558,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-5152-2097,CLM-515217,FILED_CLAIM,Primary Claimant,Yes,84500.0,N,Mobile App,0.845,0.8078,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-IL-8604-4679,CLM-860497,FILED_CLAIM,Named Driver,Yes,75500.0,N,Agent,0.755,0.7375,01/01/2015,01/01/2015,01/01/2015,1,1
CUST-OH-3517-1267,CLM-351741,FILED_CLAIM,Primary Claimant,Yes,90600.0,N,Call Center,0.906,0.7984,01/01/2015,01/01/2015,01/01/2015,1,1
