:START_ID,:END_ID,:TYPE,policy_bind_date,annual_premium,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CUST-OH-4427-6544,POL-442795,HAS_POLICY,7/7/1996,1054.83,0.3516,0.3158,7/7/1996,7/7/1996,7/7/1996,1,1
CUST-IL-2263-6731,POL-226330,HAS_POLICY,1/23/2013,1057.77,0.3526,0.2959,1/23/2013,1/23/2013,1/23/2013,1,1
CUST-IN-1344-8131,POL-134430,HAS_POLICY,12/6/2006,1488.02,0.496,0.4136,12/6/2006,12/6/2006,12/6/2006,1,1
CUST-IN-5242-4923,POL-524230,HAS_POLICY,2/23/2014,920.3,0.3068,0.2759,2/23/2014,2/23/2014,2/23/2014,1,1
CUST-OH-4388-1496,POL-438817,HAS_POLICY,11/16/2007,986.53,0.3288,0.3269,11/16/2007,11/16/2007,11/16/2007,1,1
CUST-OH-2937-5022,POL-293794,HAS_POLICY,4/17/1999,1440.68,0.4802,0.3901,4/17/1999,4/17/1999,4/17/1999,1,1
CUST-IN-8682-1574,POL-868283,HAS_POLICY,2/6/2006,1086.21,0.3621,0.32,2/6/2006,2/6/2006,2/6/2006,1,1
CUST-OH-8288-6831,POL-828890,HAS_POLICY,10/20/1993,1367.68,0.4559,0.4338,10/20/1993,10/20/1993,10/20/1993,1,1
CUST-OH-8829-4721,POL-882920,HAS_POLICY,1/1/2006,1215.85,0.4053,0.386,1/1/2006,1/1/2006,1/1/2006,1,1
CUST-IL-9187-1596,POL-918777,HAS_POLICY,4/4/2003,1191.19,0.3971,0.3319,4/4/2003,4/4/2003,4/4/2003,1,1
CUST-IL-2125-9710,POL-212580,HAS_POLICY,7/5/2014,1594.45,0.5315,0.43,7/5/2014,7/5/2014,7/5/2014,1,1
CUST-IN-6024-4468,POL-602410,HAS_POLICY,1/16/1996,1463.07,0.4877,0.458,1/16/1996,1/16/1996,1/16/1996,1,1
CUST-OH-9769-1709,POL-976971,HAS_POLICY,4/19/2002,1734.09,0.578,0.5587,4/19/2002,4/19/2002,4/19/2002,1,1
CUST-IL-6302-7146,POL-630226,HAS_POLICY,12/10/2005,1411.43,0.4705,0.4464,12/10/2005,12/10/2005,12/10/2005,1,1
CUST-OH-1712-7218,POL-171254,HAS_POLICY,11/7/1994,1512.58,0.5042,0.4622,11/7/1994,11/7/1994,11/7/1994,1,1
CUST-IL-2471-7656,POL-247116,HAS_POLICY,6/2/2012,1153.35,0.3844,0.363,6/2/2012,6/2/2012,6/2/2012,1,1
CUST-OH-5059-3261,POL-505969,HAS_POLICY,4/7/1998,1722.95,0.5743,0.5273,4/7/1998,4/7/1998,4/7/1998,1,1
CUST-IN-6538-1901,POL-653864,HAS_POLICY,4/25/2007,1281.07,0.427,0.3856,4/25/2007,4/25/2007,4/25/2007,1,1
CUST-IL-5863-6920,POL-586367,HAS_POLICY,6/30/2000,1011.92,0.3373,0.2829,6/30/2000,6/30/2000,6/30/2000,1,1
CUST-IL-8968-7411,POL-896890,HAS_POLICY,6/4/1996,1042.26,0.3474,0.3099,6/4/1996,6/4/1996,6/4/1996,1,1
CUST-OH-6500-4765,POL-650026,HAS_POLICY,5/9/2009,1235.1,0.4117,0.345,5/9/2009,5/9/2009,5/9/2009,1,1
CUST-OH-5477-8745,POL-547744,HAS_POLICY,7/8/2001,768.91,0.2563,0.2426,7/8/2001,7/8/2001,7/8/2001,1,1
CUST-OH-5981-4111,POL-598124,HAS_POLICY,9/20/1993,1301.72,0.4339,0.4174,9/20/1993,9/20/1993,9/20/1993,1,1
CUST-IN-4361-6337,POL-436126,HAS_POLICY,11/3/2009,1451.54,0.4838,0.4695,11/3/2009,11/3/2009,11/3/2009,1,1
CUST-IN-7394-3379,POL-739447,HAS_POLICY,12/10/2014,767.14,0.2557,0.2204,12/10/2014,12/10/2014,12/10/2014,1,1
CUST-OH-4274-7369,POL-427484,HAS_POLICY,1/8/1994,1620.89,0.5403,0.5237,1/8/1994,1/8/1994,1/8/1994,1,1
CUST-IN-2186-7751,POL-218684,HAS_POLICY,8/5/2006,1048.46,0.3495,0.2996,8/5/2006,8/5/2006,8/5/2006,1,1
CUST-OH-5655-2061,POL-565564,HAS_POLICY,2/7/2007,1538.26,0.5128,0.4727,2/7/2007,2/7/2007,2/7/2007,1,1
CUST-OH-7431-8726,POL-743163,HAS_POLICY,4/9/2001,1217.69,0.4059,0.388,4/9/2001,4/9/2001,4/9/2001,1,1
CUST-IN-6046-9146,POL-604614,HAS_POLICY,2/17/1995,1362.64,0.4542,0.4082,2/17/1995,2/17/1995,2/17/1995,1,1
CUST-OH-5099-1619,POL-509928,HAS_POLICY,7/25/1995,1279.13,0.4264,0.3433,7/25/1995,7/25/1995,7/25/1995,1,1
CUST-IL-5933-4424,POL-593390,HAS_POLICY,3/24/2006,924.72,0.3082,0.2928,3/24/2006,3/24/2006,3/24/2006,1,1
CUST-OH-9706-2776,POL-970607,HAS_POLICY,3/28/1995,1019.44,0.3398,0.3082,3/28/1995,3/28/1995,3/28/1995,1,1
CUST-IL-1747-3224,POL-174701,HAS_POLICY,6/19/1996,1314.6,0.4382,0.4265,6/19/1996,6/19/1996,6/19/1996,1,1
CUST-OH-5293-6194,POL-529398,HAS_POLICY,6/16/1993,1515.18,0.5051,0.4823,6/16/1993,6/16/1993,6/16/1993,1,1
CUST-OH-9409-4445,POL-940942,HAS_POLICY,7/11/2001,1649.18,0.5497,0.4744,7/11/2001,7/11/2001,7/11/2001,1,1
CUST-OH-4426-8963,POL-442677,HAS_POLICY,11/22/2008,1451.01,0.4837,0.3933,11/22/2008,11/22/2008,11/22/2008,1,1
CUST-IL-3653-6040,POL-365364,HAS_POLICY,12/28/2002,978.46,0.3262,0.3242,12/28/2002,12/28/2002,12/28/2002,1,1
CUST-IL-1148-9178,POL-114839,HAS_POLICY,1/1/2006,1198.34,0.3994,0.3199,1/1/2006,1/1/2006,1/1/2006,1,1
CUST-IN-8727-6463,POL-872734,HAS_POLICY,5/19/1990,1003.23,0.3344,0.3235,5/19/1990,5/19/1990,5/19/1990,1,1
CUST-IN-2678-8004,POL-267885,HAS_POLICY,8/26/2013,1212.0,0.404,0.3566,8/26/2013,8/26/2013,8/26/2013,1,1
CUST-IL-7405-1721,POL-740505,HAS_POLICY,10/12/1997,1242.96,0.4143,0.3378,10/12/1997,10/12/1997,10/12/1997,1,1
CUST-IL-6296-6796,POL-629663,HAS_POLICY,1/21/2002,1053.02,0.351,0.3339,1/21/2002,1/21/2002,1/21/2002,1,1
CUST-IL-8398-7974,POL-839884,HAS_POLICY,9/2/1996,1693.63,0.5645,0.4596,9/2/1996,9/2/1996,9/2/1996,1,1
CUST-IL-2415-8551,POL-241562,HAS_POLICY,1/28/2010,2047.59,0.6825,0.6103,1/28/2010,1/28/2010,1/28/2010,1,1
CUST-OH-4055-1549,POL-405533,HAS_POLICY,10/3/2014,1083.72,0.3612,0.2914,10/3/2014,10/3/2014,10/3/2014,1,1
CUST-OH-6670-3614,POL-667021,HAS_POLICY,5/2/2007,1138.42,0.3795,0.3733,5/2/2007,5/2/2007,5/2/2007,1,1
CUST-IN-5116-6126,POL-511621,HAS_POLICY,9/22/1990,1072.62,0.3575,0.3259,9/22/1990,9/22/1990,9/22/1990,1,1
CUST-IL-4769-4822,POL-476923,HAS_POLICY,9/19/2004,1219.04,0.4063,0.3885,9/19/2004,9/19/2004,9/19/2004,1,1
CUST-IN-7358-8422,POL-735822,HAS_POLICY,8/28/1995,1371.78,0.4573,0.3985,8/28/1995,8/28/1995,8/28/1995,1,1
CUST-IN-4927-9388,POL-492745,HAS_POLICY,2/4/2004,1506.21,0.5021,0.4502,2/4/2004,2/4/2004,2/4/2004,1,1
CUST-IN-1309-5544,POL-130930,HAS_POLICY,7/23/2014,1058.21,0.3527,0.299,7/23/2014,7/23/2014,7/23/2014,1,1
CUST-IL-2611-2294,POL-261119,HAS_POLICY,3/21/1997,932.14,0.3107,0.2894,3/21/1997,3/21/1997,3/21/1997,1,1
CUST-OH-2807-6089,POL-280709,HAS_POLICY,5/6/1991,1608.34,0.5361,0.5215,5/6/1991,5/6/1991,5/6/1991,1,1
CUST-IN-8985-7192,POL-898573,HAS_POLICY,8/7/1992,1728.56,0.5762,0.5293,8/7/1992,8/7/1992,8/7/1992,1,1
CUST-IL-5478-4322,POL-547802,HAS_POLICY,9/3/2013,1518.46,0.5062,0.4129,9/3/2013,9/3/2013,9/3/2013,1,1
CUST-IL-6008-5537,POL-600845,HAS_POLICY,1/5/2012,1540.19,0.5134,0.4468,1/5/2012,1/5/2012,1/5/2012,1,1
CUST-OH-3903-1379,POL-390381,HAS_POLICY,1/27/2007,965.21,0.3217,0.2698,1/27/2007,1/27/2007,1/27/2007,1,1
CUST-IL-6299-6486,POL-629918,HAS_POLICY,10/14/2005,1278.75,0.4262,0.3628,10/14/2005,10/14/2005,10/14/2005,1,1
CUST-OH-2082-9201,POL-208298,HAS_POLICY,11/3/1990,773.99,0.258,0.2376,11/3/1990,11/3/1990,11/3/1990,1,1
CUST-IN-5130-4054,POL-513099,HAS_POLICY,10/15/2005,1532.47,0.5108,0.4161,10/15/2005,10/15/2005,10/15/2005,1,1
CUST-IL-1849-9789,POL-184938,HAS_POLICY,5/22/1999,1340.56,0.4469,0.4286,5/22/1999,5/22/1999,5/22/1999,1,1
CUST-OH-1877-9846,POL-187775,HAS_POLICY,12/21/2002,1297.75,0.4326,0.3901,12/21/2002,12/21/2002,12/21/2002,1,1
CUST-IL-3263-2308,POL-326322,HAS_POLICY,2/10/2007,433.33,0.1444,0.1255,2/10/2007,2/10/2007,2/10/2007,1,1
CUST-IN-1461-6904,POL-146138,HAS_POLICY,3/1/2002,1025.54,0.3418,0.3107,3/1/2002,3/1/2002,3/1/2002,1,1
CUST-OH-3360-4974,POL-336047,HAS_POLICY,4/21/2003,1264.77,0.4216,0.3439,4/21/2003,4/21/2003,4/21/2003,1,1
CUST-OH-5323-3957,POL-532330,HAS_POLICY,9/22/2002,1459.97,0.4867,0.4611,9/22/2002,9/22/2002,9/22/2002,1,1
CUST-OH-1181-4563,POL-118137,HAS_POLICY,2/10/1998,1238.65,0.4129,0.3382,2/10/1998,2/10/1998,2/10/1998,1,1
CUST-OH-2126-5740,POL-212674,HAS_POLICY,9/1/1992,1050.76,0.3503,0.343,9/1/1992,9/1/1992,9/1/1992,1,1
CUST-OH-9355-9552,POL-935596,HAS_POLICY,5/1/1999,1711.72,0.5706,0.508,5/1/1999,5/1/1999,5/1/1999,1,1
CUST-IL-7375-1461,POL-737593,HAS_POLICY,12/19/1997,865.33,0.2884,0.2464,12/19/1997,12/19/1997,12/19/1997,1,1
CUST-IL-8120-1330,POL-812025,HAS_POLICY,6/18/2000,1153.49,0.3845,0.3692,6/18/2000,6/18/2000,6/18/2000,1,1
CUST-OH-1681-4640,POL-168151,HAS_POLICY,4/24/1995,1281.25,0.4271,0.3752,4/24/1995,4/24/1995,4/24/1995,1,1
CUST-IL-5947-5154,POL-594739,HAS_POLICY,6/16/2006,1342.8,0.4476,0.3908,6/16/2006,6/16/2006,6/16/2006,1,1
CUST-OH-8432-4458,POL-843227,HAS_POLICY,9/28/2007,1443.32,0.4811,0.4428,9/28/2007,9/28/2007,9/28/2007,1,1
CUST-OH-2839-1974,POL-283925,HAS_POLICY,11/21/1991,1629.94,0.5433,0.4474,11/21/1991,11/21/1991,11/21/1991,1,1
CUST-IL-4755-4089,POL-475588,HAS_POLICY,9/21/1996,1134.08,0.378,0.3325,9/21/1996,9/21/1996,9/21/1996,1,1
CUST-OH-7519-6878,POL-751905,HAS_POLICY,5/16/2001,1483.91,0.4946,0.4596,5/16/2001,5/16/2001,5/16/2001,1,1
CUST-IN-2267-5576,POL-226725,HAS_POLICY,8/11/1999,1304.67,0.4349,0.4194,8/11/1999,8/11/1999,8/11/1999,1,1
CUST-IL-9425-7922,POL-942504,HAS_POLICY,6/16/2003,1035.79,0.3453,0.2764,6/16/2003,6/16/2003,6/16/2003,1,1
CUST-IL-3955-9876,POL-395572,HAS_POLICY,3/30/1999,1401.2,0.4671,0.4003,3/30/1999,3/30/1999,3/30/1999,1,1
CUST-IL-8898-3022,POL-889883,HAS_POLICY,2/3/1999,1665.45,0.5552,0.5094,2/3/1999,2/3/1999,2/3/1999,1,1
CUST-IN-8181-9407,POL-818167,HAS_POLICY,8/25/2011,653.66,0.2179,0.2132,8/25/2011,8/25/2011,8/25/2011,1,1
CUST-OH-2777-9589,POL-277767,HAS_POLICY,6/28/2010,1080.13,0.36,0.3457,6/28/2010,6/28/2010,6/28/2010,1,1
CUST-IN-8426-8491,POL-842618,HAS_POLICY,11/6/2001,1346.18,0.4487,0.4233,11/6/2001,11/6/2001,11/6/2001,1,1
CUST-OH-5778-6743,POL-577810,HAS_POLICY,4/15/2013,1589.54,0.5298,0.4576,4/15/2013,4/15/2013,4/15/2013,1,1
CUST-IL-8731-1698,POL-873114,HAS_POLICY,12/7/1995,1251.65,0.4172,0.3598,12/7/1995,12/7/1995,12/7/1995,1,1
CUST-IL-9945-4041,POL-994538,HAS_POLICY,11/1/1991,1083.01,0.361,0.3278,11/1/1991,11/1/1991,11/1/1991,1,1
CUST-OH-7277-3475,POL-727792,HAS_POLICY,5/19/2014,974.59,0.3249,0.3239,5/19/2014,5/19/2014,5/19/2014,1,1
CUST-IL-5225-9557,POL-522506,HAS_POLICY,3/15/1992,1399.85,0.4666,0.4661,3/15/1992,3/15/1992,3/15/1992,1,1
CUST-IN-3675-5471,POL-367595,HAS_POLICY,2/3/2006,1307.74,0.4359,0.3704,2/3/2006,2/3/2006,2/3/2006,1,1
CUST-IN-5861-6271,POL-586104,HAS_POLICY,3/16/2003,1219.27,0.4064,0.4002,3/16/2003,3/16/2003,3/16/2003,1,1
CUST-OH-4248-3008,POL-424862,HAS_POLICY,10/16/2002,1411.3,0.4704,0.4433,10/16/2002,10/16/2002,10/16/2002,1,1
CUST-IL-5128-8036,POL-512813,HAS_POLICY,1/27/1990,694.45,0.2315,0.1921,1/27/1990,1/27/1990,1/27/1990,1,1
CUST-IL-3567-5851,POL-356768,HAS_POLICY,3/11/2010,1006.77,0.3356,0.2739,3/11/2010,3/11/2010,3/11/2010,1,1
CUST-OH-3305-2593,POL-330506,HAS_POLICY,9/19/1995,1422.36,0.4741,0.4304,9/19/1995,9/19/1995,9/19/1995,1,1
CUST-IN-7790-3264,POL-779075,HAS_POLICY,2/27/2010,1348.32,0.4494,0.4207,2/27/2010,2/27/2010,2/27/2010,1,1
CUST-OH-7995-9868,POL-799501,HAS_POLICY,12/28/1991,1315.56,0.4385,0.4024,12/28/1991,12/28/1991,12/28/1991,1,1
CUST-OH-9879-4090,POL-987905,HAS_POLICY,4/30/2002,1407.01,0.469,0.4121,4/30/2002,4/30/2002,4/30/2002,1,1
CUST-OH-9677-8229,POL-967756,HAS_POLICY,4/28/2007,1388.58,0.4629,0.3852,4/28/2007,4/28/2007,4/28/2007,1,1
CUST-IL-8304-5085,POL-830414,HAS_POLICY,7/8/1996,1310.76,0.4369,0.4316,7/8/1996,7/8/1996,7/8/1996,1,1
CUST-IN-1273-1761,POL-127313,HAS_POLICY,4/1/2002,1004.63,0.3349,0.3169,4/1/2002,4/1/2002,4/1/2002,1,1
CUST-OH-7869-4038,POL-786957,HAS_POLICY,10/29/2006,1134.91,0.3783,0.3207,10/29/2006,10/29/2006,10/29/2006,1,1
CUST-IN-3328-1393,POL-332892,HAS_POLICY,10/25/2007,1194.0,0.398,0.348,10/25/2007,10/25/2007,10/25/2007,1,1
CUST-IN-4486-6947,POL-448642,HAS_POLICY,3/28/2001,1248.25,0.4161,0.4012,3/28/2001,3/28/2001,3/28/2001,1,1
CUST-OH-5260-2832,POL-526039,HAS_POLICY,5/4/1995,1338.54,0.4462,0.4065,5/4/1995,5/4/1995,5/4/1995,1,1
CUST-IL-4444-7891,POL-444422,HAS_POLICY,9/28/2011,782.23,0.2607,0.2442,9/28/2011,9/28/2011,9/28/2011,1,1
CUST-IL-6895-7617,POL-689500,HAS_POLICY,1/28/2003,1366.9,0.4556,0.3899,1/28/2003,1/28/2003,1/28/2003,1,1
CUST-IL-8060-9997,POL-806081,HAS_POLICY,2/1/2011,1275.81,0.4253,0.4229,2/1/2011,2/1/2011,2/1/2011,1,1
CUST-IN-3846-2535,POL-384618,HAS_POLICY,2/9/1993,1090.65,0.3636,0.345,2/9/1993,2/9/1993,2/9/1993,1,1
CUST-IN-7564-2471,POL-756459,HAS_POLICY,8/5/2005,1326.0,0.442,0.412,8/5/2005,8/5/2005,8/5/2005,1,1
CUST-IL-6557-5463,POL-655787,HAS_POLICY,6/17/2006,972.47,0.3242,0.294,6/17/2006,6/17/2006,6/17/2006,1,1
CUST-IL-4199-5915,POL-419954,HAS_POLICY,12/7/1993,806.31,0.2688,0.2157,12/7/1993,12/7/1993,12/7/1993,1,1
CUST-IL-2750-9374,POL-275092,HAS_POLICY,3/14/2012,1416.24,0.4721,0.4147,3/14/2012,3/14/2012,3/14/2012,1,1
CUST-IN-5156-1023,POL-515698,HAS_POLICY,8/5/1997,1097.64,0.3659,0.3042,8/5/1997,8/5/1997,8/5/1997,1,1
CUST-IL-1328-4778,POL-132871,HAS_POLICY,7/5/2009,947.75,0.3159,0.2968,7/5/2009,7/5/2009,7/5/2009,1,1
CUST-IL-7149-5644,POL-714929,HAS_POLICY,11/25/1994,1018.73,0.3396,0.2778,11/25/1994,11/25/1994,11/25/1994,1,1
CUST-IL-2978-7517,POL-297816,HAS_POLICY,2/3/1997,1400.74,0.4669,0.4577,2/3/1997,2/3/1997,2/3/1997,1,1
CUST-IL-4267-9184,POL-426708,HAS_POLICY,10/9/2009,1155.53,0.3852,0.3299,10/9/2009,10/9/2009,10/9/2009,1,1
CUST-IN-6150-3463,POL-615047,HAS_POLICY,11/20/2002,1386.93,0.4623,0.4103,11/20/2002,11/20/2002,11/20/2002,1,1
CUST-OH-7712-9837,POL-771236,HAS_POLICY,5/29/1995,915.29,0.3051,0.2807,5/29/1995,5/29/1995,5/29/1995,1,1
CUST-IL-2358-7873,POL-235869,HAS_POLICY,1/22/2011,1239.55,0.4132,0.4022,1/22/2011,1/22/2011,1/22/2011,1,1
CUST-IN-9316-6436,POL-931625,HAS_POLICY,10/18/2012,1366.42,0.4555,0.4302,10/18/2012,10/18/2012,10/18/2012,1,1
CUST-OH-3716-3106,POL-371635,HAS_POLICY,10/13/1991,1086.48,0.3622,0.3146,10/13/1991,10/13/1991,10/13/1991,1,1
CUST-IL-4271-5768,POL-427199,HAS_POLICY,10/1/2010,1247.87,0.416,0.3675,10/1/2010,10/1/2010,10/1/2010,1,1
CUST-OH-2613-6074,POL-261315,HAS_POLICY,4/10/2013,1312.75,0.4376,0.3676,4/10/2013,4/10/2013,4/10/2013,1,1
CUST-IN-5829-4510,POL-582973,HAS_POLICY,6/11/2008,765.64,0.2552,0.2518,6/11/2008,6/11/2008,6/11/2008,1,1
CUST-OH-2780-8845,POL-278091,HAS_POLICY,12/4/2013,1327.41,0.4425,0.4075,12/4/2013,12/4/2013,12/4/2013,1,1
CUST-OH-1531-2603,POL-153154,HAS_POLICY,8/21/2010,1338.55,0.4462,0.3988,8/21/2010,8/21/2010,8/21/2010,1,1
CUST-IL-5152-2097,POL-515217,HAS_POLICY,6/18/2010,1316.63,0.4389,0.3743,6/18/2010,6/18/2010,6/18/2010,1,1
CUST-IL-8604-4679,POL-860497,HAS_POLICY,4/10/1992,1286.44,0.4288,0.3448,4/10/1992,4/10/1992,4/10/1992,1,1
CUST-OH-3517-1267,POL-351741,HAS_POLICY,2/3/1997,1372.18,0.4574,0.449,2/3/1997,2/3/1997,2/3/1997,1,1
CUST-IN-4037-1995,POL-403737,HAS_POLICY,12/6/1991,1447.77,0.4826,0.4729,12/6/1991,12/6/1991,12/6/1991,1,1
CUST-IL-1620-1098,POL-162004,HAS_POLICY,9/19/1995,903.32,0.3011,0.2868,9/19/1995,9/19/1995,9/19/1995,1,1
CUST-IN-7403-7984,POL-740384,HAS_POLICY,10/29/1993,1454.42,0.4848,0.4693,10/29/1993,10/29/1993,10/29/1993,1,1
CUST-IL-8767-3284,POL-876714,HAS_POLICY,11/3/1991,1603.42,0.5345,0.4797,11/3/1991,11/3/1991,11/3/1991,1,1
CUST-IN-9515-4564,POL-951543,HAS_POLICY,7/9/2002,1616.58,0.5389,0.4856,7/9/2002,7/9/2002,7/9/2002,1,1
CUST-IL-5767-3195,POL-576723,HAS_POLICY,12/7/1999,1611.83,0.5373,0.5335,12/7/1999,12/7/1999,12/7/1999,1,1
CUST-OH-3910-7990,POL-391003,HAS_POLICY,7/1/2005,889.13,0.2964,0.2702,7/1/2005,7/1/2005,7/1/2005,1,1
CUST-IL-2258-7737,POL-225865,HAS_POLICY,11/4/1991,1252.08,0.4174,0.4168,11/4/1991,11/4/1991,11/4/1991,1,1
CUST-IL-9849-8298,POL-984948,HAS_POLICY,4/14/1993,995.56,0.3319,0.2683,4/14/1993,4/14/1993,4/14/1993,1,1
CUST-IL-8903-8060,POL-890328,HAS_POLICY,8/23/2009,1347.92,0.4493,0.3746,8/23/2009,8/23/2009,8/23/2009,1,1
CUST-IN-8032-4096,POL-803294,HAS_POLICY,6/18/1993,1724.09,0.5747,0.5723,6/18/1993,6/18/1993,6/18/1993,1,1
CUST-IN-4149-6899,POL-414913,HAS_POLICY,7/17/2012,1379.93,0.46,0.4338,7/17/2012,7/17/2012,7/17/2012,1,1
CUST-IN-4145-4772,POL-414519,HAS_POLICY,1/25/1999,1554.64,0.5182,0.4767,1/25/1999,1/25/1999,1/25/1999,1,1
CUST-OH-8184-3568,POL-818413,HAS_POLICY,2/23/1990,1377.94,0.4593,0.4239,2/23/1990,2/23/1990,2/23/1990,1,1
CUST-IL-4873-9275,POL-487356,HAS_POLICY,8/30/2000,1313.33,0.4378,0.3976,8/30/2000,8/30/2000,8/30/2000,1,1
CUST-IN-1597-8616,POL-159768,HAS_POLICY,9/3/2008,1259.02,0.4197,0.3964,9/3/2008,9/3/2008,9/3/2008,1,1
CUST-IL-8658-4072,POL-865839,HAS_POLICY,8/2/1991,1371.88,0.4573,0.4292,8/2/1991,8/2/1991,8/2/1991,1,1
CUST-OH-4065-7065,POL-406567,HAS_POLICY,9/25/2001,1399.27,0.4664,0.4557,9/25/2001,9/25/2001,9/25/2001,1,1
CUST-IL-6230-8623,POL-623032,HAS_POLICY,3/11/2007,1061.98,0.354,0.3032,3/11/2007,3/11/2007,3/11/2007,1,1
CUST-OH-9354-8873,POL-935442,HAS_POLICY,11/20/2010,1365.46,0.4552,0.3844,11/20/2010,11/20/2010,11/20/2010,1,1
CUST-IL-1068-4277,POL-106873,HAS_POLICY,8/28/1998,894.4,0.2981,0.244,8/28/1998,8/28/1998,8/28/1998,1,1
CUST-IN-5638-2908,POL-563878,HAS_POLICY,7/16/2002,956.69,0.3189,0.2985,7/16/2002,7/16/2002,7/16/2002,1,1
CUST-IN-6208-8757,POL-620855,HAS_POLICY,4/29/1990,1123.89,0.3746,0.3679,4/29/1990,4/29/1990,4/29/1990,1,1
CUST-IL-5831-5940,POL-583169,HAS_POLICY,2/1/1998,1085.03,0.3617,0.348,2/1/1998,2/1/1998,2/1/1998,1,1
CUST-OH-3376-7879,POL-337677,HAS_POLICY,7/20/2008,1437.33,0.4791,0.4196,7/20/2008,7/20/2008,7/20/2008,1,1
CUST-IL-4459-8524,POL-445973,HAS_POLICY,11/13/1998,988.29,0.3294,0.2699,11/13/1998,11/13/1998,11/13/1998,1,1
CUST-IL-1566-1403,POL-156694,HAS_POLICY,5/24/2001,1238.89,0.413,0.3748,5/24/2001,5/24/2001,5/24/2001,1,1
CUST-IN-4219-4495,POL-421940,HAS_POLICY,6/3/2014,1384.64,0.4615,0.4203,6/3/2014,6/3/2014,6/3/2014,1,1
CUST-IN-6132-2320,POL-613226,HAS_POLICY,8/22/1991,1595.07,0.5317,0.485,8/22/1991,8/22/1991,8/22/1991,1,1
CUST-OH-8044-9316,POL-804410,HAS_POLICY,12/12/1998,1127.89,0.376,0.3266,12/12/1998,12/12/1998,12/12/1998,1,1
CUST-IN-5535-3227,POL-553565,HAS_POLICY,2/18/1999,929.7,0.3099,0.2975,2/18/1999,2/18/1999,2/18/1999,1,1
CUST-IL-3995-6161,POL-399524,HAS_POLICY,10/30/1997,1829.63,0.6099,0.5173,10/30/1997,10/30/1997,10/30/1997,1,1
CUST-IL-3315-3224,POL-331595,HAS_POLICY,11/29/1999,904.7,0.3016,0.281,11/29/1999,11/29/1999,11/29/1999,1,1
CUST-OH-3800-1140,POL-380067,HAS_POLICY,7/7/2013,1243.84,0.4146,0.3409,7/7/2013,7/7/2013,7/7/2013,1,1
CUST-IL-7015-9314,POL-701521,HAS_POLICY,7/5/2003,1030.95,0.3436,0.32,7/5/2003,7/5/2003,7/5/2003,1,1
CUST-IN-3607-7128,POL-360770,HAS_POLICY,9/21/2005,1285.03,0.4283,0.3454,9/21/2005,9/21/2005,9/21/2005,1,1
CUST-OH-9587-6984,POL-958785,HAS_POLICY,2/18/1995,1216.56,0.4055,0.405,2/18/1995,2/18/1995,2/18/1995,1,1
CUST-IN-7979-6345,POL-797934,HAS_POLICY,4/7/1999,966.26,0.3221,0.3091,4/7/1999,4/7/1999,4/7/1999,1,1
CUST-OH-8839-5151,POL-883980,HAS_POLICY,12/13/2014,1203.17,0.4011,0.3748,12/13/2014,12/13/2014,12/13/2014,1,1
CUST-IL-3406-9216,POL-340614,HAS_POLICY,6/1/1997,1212.12,0.404,0.336,6/1/1997,6/1/1997,6/1/1997,1,1
CUST-OH-4357-5165,POL-435784,HAS_POLICY,7/13/2013,1573.93,0.5246,0.4216,7/13/2013,7/13/2013,7/13/2013,1,1
CUST-IL-5638-3026,POL-563837,HAS_POLICY,12/30/2002,1609.67,0.5366,0.4535,12/30/2002,12/30/2002,12/30/2002,1,1
CUST-OH-2008-9321,POL-200827,HAS_POLICY,2/28/1997,1097.57,0.3659,0.3589,2/28/1997,2/28/1997,2/28/1997,1,1
CUST-IN-5339-9307,POL-533941,HAS_POLICY,6/18/1998,1618.65,0.5396,0.5049,6/18/1998,6/18/1998,6/18/1998,1,1
CUST-IN-2650-7639,POL-265026,HAS_POLICY,2/8/1996,922.67,0.3076,0.2754,2/8/1996,2/8/1996,2/8/1996,1,1
CUST-IN-3544-4481,POL-354481,HAS_POLICY,11/17/2004,1342.02,0.4473,0.443,11/17/2004,11/17/2004,11/17/2004,1,1
CUST-OH-5667-3874,POL-566720,HAS_POLICY,10/25/2012,1195.01,0.3983,0.3476,10/25/2012,10/25/2012,10/25/2012,1,1
CUST-OH-8327-5400,POL-832746,HAS_POLICY,4/13/2006,994.74,0.3316,0.2838,4/13/2006,4/13/2006,4/13/2006,1,1
CUST-IN-3866-4538,POL-386690,HAS_POLICY,2/21/2006,1050.24,0.3501,0.3137,2/21/2006,2/21/2006,2/21/2006,1,1
CUST-IL-9792-3051,POL-979285,HAS_POLICY,12/17/2003,1313.51,0.4378,0.4114,12/17/2003,12/17/2003,12/17/2003,1,1
CUST-OH-5947-5696,POL-594722,HAS_POLICY,7/31/1999,1102.29,0.3674,0.352,7/31/1999,7/31/1999,7/31/1999,1,1
CUST-IN-2167-4459,POL-216738,HAS_POLICY,8/5/2014,1185.78,0.3953,0.3845,8/5/2014,8/5/2014,8/5/2014,1,1
CUST-IL-3690-9907,POL-369048,HAS_POLICY,6/5/2011,1527.95,0.5093,0.4766,6/5/2011,6/5/2011,6/5/2011,1,1
CUST-IN-5144-7585,POL-514424,HAS_POLICY,10/11/1992,1366.39,0.4555,0.4262,10/11/1992,10/11/1992,10/11/1992,1,1
