:START_ID,:END_ID,:TYPE,repair_cost,repair_days,estimate_submitted,supplement_filed,supplement_amount,oem_parts_used,parts_sourced_from,repair_authorized,customer_satisfaction_score,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CLM-119513,SHOP-003,REPAIRED_AT,62720.0,7,54362.1,Yes,0.0,No,OEM Dealer,Yes,6,1.0,0.9483,05/01/2015,07/01/2015,05/01/2015,3,1
CLM-217938,SHOP-003,REPAIRED_AT,95040.0,18,94212.17,No,0.0,No,LKQ,Yes,3,1.0,0.9936,03/01/2015,01/01/2015,03/01/2015,1,2
CLM-203914,SHOP-002,REPAIRED_AT,75200.0,27,82156.54,No,0.0,No,Salvage Yard,Yes,8,1.0,0.9063,04/01/2015,03/01/2015,04/01/2015,3,1
CLM-565157,SHOP-006,REPAIRED_AT,37380.0,9,40867.77,No,4986.72,Yes,LKQ,Yes,8,1.0,0.9189,08/01/2015,07/01/2015,08/01/2015,1,2
CLM-904191,SHOP-006,REPAIRED_AT,53790.0,16,47854.21,No,0.0,No,LKQ,Yes,2,1.0,0.9699,07/01/2015,02/01/2015,07/01/2015,2,2
CLM-419510,SHOP-007,REPAIRED_AT,52700.0,3,46918.29,No,6597.71,Yes,OEM Dealer,Yes,3,1.0,0.8954,08/01/2015,02/01/2015,08/01/2015,3,3
CLM-575000,SHOP-006,REPAIRED_AT,45200.0,14,41439.73,Yes,0.0,No,LKQ,Yes,10,1.0,0.8255,07/01/2015,04/01/2015,07/01/2015,1,2
CLM-120485,SHOP-007,REPAIRED_AT,37280.0,27,48491.0,Yes,0.0,Yes,LKQ,Yes,7,1.0,0.8019,05/01/2015,09/01/2015,05/01/2015,3,2
CLM-781181,SHOP-007,REPAIRED_AT,64890.0,26,59135.45,Yes,10452.92,No,Salvage Yard,Yes,2,1.0,0.9027,06/01/2015,09/01/2015,06/01/2015,3,3
CLM-299796,SHOP-006,REPAIRED_AT,5200.0,7,4900.59,No,0.0,Yes,Aftermarket,Yes,5,0.1733,0.144,02/01/2015,07/01/2015,02/01/2015,2,2
CLM-589749,SHOP-006,REPAIRED_AT,65200.0,30,68522.1,No,0.0,Yes,LKQ,Yes,10,1.0,0.8253,07/01/2015,09/01/2015,07/01/2015,1,1
CLM-854021,SHOP-001,REPAIRED_AT,4960.0,29,5190.84,Yes,0.0,No,OEM Dealer,Yes,1,0.1653,0.1448,07/01/2015,02/01/2015,07/01/2015,1,1
CLM-454086,SHOP-003,REPAIRED_AT,5600.0,12,4243.79,No,0.0,Yes,Salvage Yard,Yes,9,0.1867,0.1768,04/01/2015,09/01/2015,04/01/2015,1,2
CLM-139484,SHOP-007,REPAIRED_AT,64350.0,19,57717.62,No,0.0,Yes,Salvage Yard,Yes,8,1.0,0.8106,06/01/2015,01/01/2015,06/01/2015,3,1
CLM-678849,SHOP-005,REPAIRED_AT,72820.0,11,70813.4,No,0.0,No,Salvage Yard,Yes,3,1.0,0.9451,06/01/2015,08/01/2015,06/01/2015,1,2
CLM-346940,SHOP-005,REPAIRED_AT,97110.0,6,77348.81,No,0.0,Yes,LKQ,Yes,9,1.0,0.9949,02/01/2015,09/01/2015,02/01/2015,1,1
CLM-985436,SHOP-007,REPAIRED_AT,81810.0,13,82058.38,No,7919.39,No,Aftermarket,Yes,1,1.0,0.9415,08/01/2015,09/01/2015,08/01/2015,3,3
CLM-237418,SHOP-003,REPAIRED_AT,50220.0,24,52200.85,No,6397.75,No,Salvage Yard,Yes,4,1.0,0.8498,03/01/2015,08/01/2015,03/01/2015,1,1
CLM-335780,SHOP-006,REPAIRED_AT,58320.0,27,47138.98,No,0.0,Yes,LKQ,Yes,3,1.0,0.9217,01/01/2015,06/01/2015,01/01/2015,3,2
CLM-491392,SHOP-007,REPAIRED_AT,51200.0,26,43092.87,No,0.0,Yes,LKQ,Yes,4,1.0,0.9414,09/01/2015,05/01/2015,09/01/2015,2,1
CLM-140880,SHOP-005,REPAIRED_AT,5280.0,2,4216.34,No,620.21,No,OEM Dealer,Yes,6,0.176,0.1472,05/01/2015,04/01/2015,05/01/2015,2,3
CLM-962591,SHOP-006,REPAIRED_AT,6030.0,24,6006.36,No,0.0,No,Aftermarket,Yes,3,0.201,0.2004,07/01/2015,05/01/2015,07/01/2015,2,2
CLM-922565,SHOP-004,REPAIRED_AT,39800.0,22,44416.16,No,0.0,Yes,Aftermarket,Yes,4,1.0,0.9597,05/01/2015,04/01/2015,05/01/2015,2,3
CLM-288580,SHOP-004,REPAIRED_AT,46900.0,2,52799.8,Yes,0.0,No,Salvage Yard,Yes,4,1.0,0.9004,09/01/2015,06/01/2015,09/01/2015,2,3
CLM-154280,SHOP-001,REPAIRED_AT,39920.0,11,42949.13,No,8019.14,Yes,OEM Dealer,Yes,9,1.0,0.8552,06/01/2015,04/01/2015,06/01/2015,3,3
CLM-425973,SHOP-003,REPAIRED_AT,37000.0,23,36693.14,No,0.0,Yes,LKQ,Yes,4,1.0,0.8856,07/01/2015,06/01/2015,07/01/2015,3,1
CLM-477177,SHOP-007,REPAIRED_AT,5490.0,14,5557.38,No,0.0,Yes,Aftermarket,Yes,4,0.183,0.1809,01/01/2015,04/01/2015,01/01/2015,1,1
CLM-648509,SHOP-002,REPAIRED_AT,63680.0,30,53178.71,No,0.0,Yes,Salvage Yard,Yes,5,1.0,0.9763,02/01/2015,08/01/2015,02/01/2015,3,1
CLM-914815,SHOP-002,REPAIRED_AT,68480.0,25,72537.82,No,0.0,Yes,Aftermarket,Yes,9,1.0,0.9628,03/01/2015,06/01/2015,03/01/2015,3,1
CLM-249048,SHOP-005,REPAIRED_AT,51210.0,28,49007.78,No,0.0,Yes,Aftermarket,Yes,10,1.0,0.861,06/01/2015,02/01/2015,06/01/2015,3,2
CLM-144323,SHOP-005,REPAIRED_AT,72050.0,12,57634.03,No,0.0,No,OEM Dealer,Yes,5,1.0,0.9716,07/01/2015,04/01/2015,07/01/2015,2,1
CLM-651861,SHOP-007,REPAIRED_AT,4500.0,4,3485.31,No,0.0,Yes,OEM Dealer,Yes,8,0.15,0.1484,03/01/2015,08/01/2015,03/01/2015,1,1
CLM-125324,SHOP-004,REPAIRED_AT,40880.0,18,46903.76,No,0.0,No,Salvage Yard,Yes,7,1.0,0.8813,06/01/2015,07/01/2015,06/01/2015,1,2
CLM-398102,SHOP-001,REPAIRED_AT,84000.0,30,87194.02,No,0.0,Yes,Aftermarket,Yes,8,1.0,0.8625,04/01/2015,06/01/2015,04/01/2015,2,1
CLM-514065,SHOP-007,REPAIRED_AT,74430.0,4,64687.91,No,0.0,Yes,OEM Dealer,Yes,9,1.0,0.818,02/01/2015,02/01/2015,02/01/2015,2,1
CLM-391652,SHOP-006,REPAIRED_AT,66960.0,12,61766.2,No,0.0,No,OEM Dealer,Yes,2,1.0,0.8159,04/01/2015,06/01/2015,04/01/2015,1,2
CLM-922167,SHOP-007,REPAIRED_AT,49410.0,4,48322.05,No,2384.84,No,Aftermarket,Yes,7,1.0,0.946,06/01/2015,09/01/2015,06/01/2015,1,2
CLM-442795,SHOP-002,REPAIRED_AT,80600.0,22,82440.91,No,0.0,Yes,LKQ,Yes,2,1.0,0.989,06/01/2015,09/01/2015,06/01/2015,3,2
CLM-226330,SHOP-002,REPAIRED_AT,15750.0,13,18854.13,No,0.0,No,OEM Dealer,Yes,10,0.525,0.4373,03/01/2015,02/01/2015,03/01/2015,3,3
CLM-134430,SHOP-005,REPAIRED_AT,4400.0,28,3847.41,Yes,421.0,No,OEM Dealer,Yes,6,0.1467,0.119,06/01/2015,06/01/2015,06/01/2015,3,2
CLM-524230,SHOP-006,REPAIRED_AT,60480.0,17,56763.78,No,0.0,Yes,Aftermarket,Yes,5,1.0,0.9487,02/01/2015,08/01/2015,02/01/2015,1,1
CLM-438817,SHOP-005,REPAIRED_AT,83340.0,16,86348.07,No,0.0,Yes,LKQ,Yes,2,1.0,0.9108,01/01/2015,04/01/2015,01/01/2015,2,3
CLM-293794,SHOP-004,REPAIRED_AT,4410.0,6,3673.35,Yes,0.0,Yes,Aftermarket,Yes,8,0.147,0.1321,06/01/2015,08/01/2015,06/01/2015,3,3
CLM-868283,SHOP-002,REPAIRED_AT,44880.0,2,35815.52,No,0.0,Yes,OEM Dealer,Yes,4,1.0,0.9749,01/01/2015,07/01/2015,01/01/2015,3,1
CLM-828890,SHOP-006,REPAIRED_AT,49950.0,13,35544.77,No,6840.01,Yes,Salvage Yard,Yes,10,1.0,0.9924,06/01/2015,04/01/2015,06/01/2015,1,2
CLM-882920,SHOP-001,REPAIRED_AT,5760.0,28,6031.66,No,0.0,No,Salvage Yard,Yes,4,0.192,0.1699,04/01/2015,03/01/2015,04/01/2015,2,2
CLM-918777,SHOP-002,REPAIRED_AT,35140.0,19,40701.24,Yes,0.0,No,OEM Dealer,Yes,3,1.0,0.9017,08/01/2015,09/01/2015,08/01/2015,3,2
CLM-212580,SHOP-004,REPAIRED_AT,48720.0,22,56505.74,No,7644.64,No,OEM Dealer,Yes,8,1.0,0.9462,06/01/2015,04/01/2015,06/01/2015,3,2
CLM-602410,SHOP-005,REPAIRED_AT,4770.0,14,5889.38,Yes,0.0,Yes,Salvage Yard,Yes,9,0.159,0.1425,04/01/2015,07/01/2015,04/01/2015,2,1
CLM-976971,SHOP-004,REPAIRED_AT,4550.0,26,5063.3,No,0.0,Yes,LKQ,Yes,2,0.1517,0.137,09/01/2015,03/01/2015,09/01/2015,2,2
CLM-630226,SHOP-007,REPAIRED_AT,53460.0,26,57041.39,No,0.0,No,Salvage Yard,Yes,10,1.0,0.9996,02/01/2015,05/01/2015,02/01/2015,2,3
CLM-171254,SHOP-002,REPAIRED_AT,2240.0,23,2742.25,No,488.84,No,Aftermarket,Yes,4,0.0747,0.073,07/01/2015,05/01/2015,07/01/2015,1,3
CLM-247116,SHOP-005,REPAIRED_AT,4800.0,28,5097.28,Yes,0.0,No,Aftermarket,Yes,9,0.16,0.1503,05/01/2015,06/01/2015,05/01/2015,1,2
CLM-505969,SHOP-007,REPAIRED_AT,69030.0,13,68167.92,Yes,0.0,Yes,Salvage Yard,Yes,1,1.0,0.8811,04/01/2015,06/01/2015,04/01/2015,3,3
CLM-653864,SHOP-006,REPAIRED_AT,5180.0,5,4958.74,Yes,518.38,Yes,OEM Dealer,Yes,5,0.1727,0.1594,09/01/2015,02/01/2015,09/01/2015,2,3
CLM-586367,SHOP-001,REPAIRED_AT,57200.0,5,45356.14,No,0.0,No,Salvage Yard,Yes,8,1.0,0.9822,04/01/2015,02/01/2015,04/01/2015,3,3
CLM-896890,SHOP-003,REPAIRED_AT,14840.0,14,17581.16,No,0.0,Yes,Salvage Yard,Yes,10,0.4947,0.4696,02/01/2015,07/01/2015,02/01/2015,3,1
CLM-650026,SHOP-001,REPAIRED_AT,48960.0,20,53942.42,No,5621.15,No,LKQ,Yes,6,1.0,0.9428,09/01/2015,07/01/2015,09/01/2015,3,2
CLM-547744,SHOP-006,REPAIRED_AT,53820.0,24,49633.85,No,0.0,Yes,Salvage Yard,Yes,8,1.0,0.9405,05/01/2015,09/01/2015,05/01/2015,1,2
CLM-598124,SHOP-001,REPAIRED_AT,64800.0,30,72273.62,No,7366.92,No,LKQ,Yes,5,1.0,0.9499,02/01/2015,03/01/2015,02/01/2015,2,3
CLM-436126,SHOP-004,REPAIRED_AT,57840.0,8,59551.81,No,0.0,No,Aftermarket,Yes,9,1.0,0.8488,07/01/2015,08/01/2015,07/01/2015,1,3
CLM-739447,SHOP-002,REPAIRED_AT,7040.0,9,7136.83,No,0.0,Yes,LKQ,Yes,3,0.2347,0.2224,07/01/2015,04/01/2015,07/01/2015,1,1
CLM-427484,SHOP-003,REPAIRED_AT,5100.0,27,4821.67,No,0.0,No,Aftermarket,Yes,8,0.17,0.1683,06/01/2015,03/01/2015,06/01/2015,3,1
CLM-218684,SHOP-005,REPAIRED_AT,5900.0,4,6552.33,Yes,0.0,Yes,Salvage Yard,Yes,5,0.1967,0.1898,06/01/2015,08/01/2015,06/01/2015,2,1
CLM-565564,SHOP-002,REPAIRED_AT,25740.0,8,22426.64,No,0.0,Yes,OEM Dealer,Yes,1,0.858,0.8375,04/01/2015,01/01/2015,04/01/2015,2,3
CLM-743163,SHOP-004,REPAIRED_AT,43740.0,9,39872.11,No,0.0,Yes,LKQ,Yes,8,1.0,0.9056,04/01/2015,03/01/2015,04/01/2015,3,1
CLM-604614,SHOP-007,REPAIRED_AT,74580.0,19,82806.46,Yes,0.0,Yes,Aftermarket,Yes,3,1.0,0.9218,01/01/2015,02/01/2015,01/01/2015,3,1
CLM-509928,SHOP-002,REPAIRED_AT,73700.0,8,56465.71,No,0.0,No,Salvage Yard,Yes,1,1.0,0.9215,08/01/2015,07/01/2015,08/01/2015,3,1
CLM-593390,SHOP-005,REPAIRED_AT,57860.0,29,54399.95,No,0.0,No,OEM Dealer,Yes,6,1.0,0.9929,08/01/2015,05/01/2015,08/01/2015,1,3
CLM-970607,SHOP-001,REPAIRED_AT,5760.0,12,4775.57,No,0.0,No,Salvage Yard,Yes,3,0.192,0.1795,01/01/2015,09/01/2015,01/01/2015,3,1
CLM-174701,SHOP-007,REPAIRED_AT,57510.0,4,61943.08,No,8113.4,No,Aftermarket,Yes,9,1.0,0.9764,05/01/2015,08/01/2015,05/01/2015,1,3
CLM-529398,SHOP-002,REPAIRED_AT,50930.0,22,50584.3,No,0.0,No,Aftermarket,Yes,4,1.0,0.9047,07/01/2015,02/01/2015,07/01/2015,2,1
CLM-940942,SHOP-002,REPAIRED_AT,50220.0,11,40440.83,Yes,6195.24,No,OEM Dealer,Yes,4,1.0,0.845,02/01/2015,03/01/2015,02/01/2015,3,3
CLM-442677,SHOP-003,REPAIRED_AT,25290.0,30,20680.26,No,0.0,No,OEM Dealer,Yes,10,0.843,0.6871,02/01/2015,01/01/2015,02/01/2015,2,2
CLM-365364,SHOP-001,REPAIRED_AT,40140.0,3,29520.0,No,0.0,No,Aftermarket,Yes,3,1.0,0.9679,08/01/2015,07/01/2015,08/01/2015,1,2
CLM-114839,SHOP-005,REPAIRED_AT,50720.0,5,51117.14,Yes,0.0,Yes,Salvage Yard,Yes,2,1.0,0.9027,03/01/2015,01/01/2015,03/01/2015,2,3
CLM-872734,SHOP-003,REPAIRED_AT,64900.0,22,53117.18,No,5614.04,No,Aftermarket,Yes,8,1.0,0.9905,06/01/2015,03/01/2015,06/01/2015,2,1
CLM-267885,SHOP-005,REPAIRED_AT,66150.0,28,58676.87,No,0.0,Yes,Aftermarket,Yes,10,1.0,0.8845,07/01/2015,02/01/2015,07/01/2015,3,1
CLM-740505,SHOP-005,REPAIRED_AT,82080.0,9,90542.46,No,0.0,Yes,Aftermarket,Yes,9,1.0,0.8758,04/01/2015,03/01/2015,04/01/2015,3,1
CLM-629663,SHOP-005,REPAIRED_AT,34640.0,14,38135.8,Yes,0.0,Yes,Aftermarket,Yes,10,1.0,0.8747,01/01/2015,09/01/2015,01/01/2015,1,2
CLM-839884,SHOP-002,REPAIRED_AT,52480.0,7,50470.89,No,0.0,No,Salvage Yard,Yes,10,1.0,0.8226,05/01/2015,09/01/2015,05/01/2015,2,1
CLM-241562,SHOP-005,REPAIRED_AT,65070.0,18,55880.58,Yes,0.0,Yes,OEM Dealer,Yes,10,1.0,0.9828,01/01/2015,07/01/2015,01/01/2015,3,3
CLM-405533,SHOP-006,REPAIRED_AT,48800.0,26,59367.01,No,0.0,Yes,OEM Dealer,Yes,5,1.0,0.85,01/01/2015,07/01/2015,01/01/2015,3,3
CLM-667021,SHOP-003,REPAIRED_AT,30500.0,3,29912.55,No,0.0,Yes,Aftermarket,Yes,4,1.0,0.9078,08/01/2015,06/01/2015,08/01/2015,1,2
CLM-511621,SHOP-002,REPAIRED_AT,62190.0,16,53215.87,Yes,0.0,No,LKQ,Yes,4,1.0,0.9533,05/01/2015,03/01/2015,05/01/2015,3,2
CLM-476923,SHOP-001,REPAIRED_AT,65250.0,18,49354.21,No,0.0,No,OEM Dealer,Yes,10,1.0,0.8236,03/01/2015,07/01/2015,03/01/2015,2,3
CLM-735822,SHOP-004,REPAIRED_AT,48240.0,23,45504.35,No,0.0,Yes,Aftermarket,Yes,5,1.0,0.8598,07/01/2015,09/01/2015,07/01/2015,1,2
CLM-492745,SHOP-003,REPAIRED_AT,63800.0,17,61729.46,No,0.0,No,Aftermarket,Yes,9,1.0,0.8587,01/01/2015,04/01/2015,01/01/2015,3,3
CLM-130930,SHOP-004,REPAIRED_AT,36560.0,12,39421.77,No,4184.55,No,LKQ,Yes,10,1.0,0.8426,09/01/2015,05/01/2015,09/01/2015,2,3
CLM-261119,SHOP-006,REPAIRED_AT,64350.0,22,53596.37,No,0.0,Yes,OEM Dealer,Yes,3,1.0,0.9476,09/01/2015,02/01/2015,09/01/2015,2,3
CLM-280709,SHOP-007,REPAIRED_AT,64600.0,28,63043.05,No,7539.93,Yes,LKQ,Yes,2,1.0,0.9138,01/01/2015,06/01/2015,01/01/2015,1,3
CLM-898573,SHOP-007,REPAIRED_AT,35300.0,21,37066.27,No,5183.9,Yes,Salvage Yard,Yes,9,1.0,0.8435,06/01/2015,06/01/2015,06/01/2015,2,3
CLM-547802,SHOP-001,REPAIRED_AT,48150.0,2,58044.92,No,0.0,Yes,OEM Dealer,Yes,3,1.0,0.861,01/01/2015,02/01/2015,01/01/2015,1,2
CLM-600845,SHOP-007,REPAIRED_AT,66330.0,4,73702.79,No,0.0,Yes,Aftermarket,Yes,6,1.0,0.9866,02/01/2015,01/01/2015,02/01/2015,1,1
CLM-390381,SHOP-001,REPAIRED_AT,5670.0,15,5585.99,No,376.25,Yes,LKQ,Yes,1,0.189,0.1755,08/01/2015,02/01/2015,08/01/2015,2,2
CLM-629918,SHOP-006,REPAIRED_AT,54500.0,19,44707.39,No,2505.48,Yes,LKQ,Yes,6,1.0,0.9651,02/01/2015,06/01/2015,02/01/2015,3,2
CLM-208298,SHOP-001,REPAIRED_AT,2560.0,19,2889.22,No,248.65,Yes,Salvage Yard,Yes,2,0.0853,0.0688,07/01/2015,08/01/2015,07/01/2015,1,2
CLM-513099,SHOP-006,REPAIRED_AT,67860.0,10,60671.02,Yes,5865.09,No,Aftermarket,Yes,2,1.0,0.8926,05/01/2015,07/01/2015,05/01/2015,2,3
CLM-184938,SHOP-006,REPAIRED_AT,51680.0,9,42121.98,No,0.0,No,Aftermarket,Yes,5,1.0,0.9235,05/01/2015,08/01/2015,05/01/2015,2,1
CLM-187775,SHOP-005,REPAIRED_AT,83490.0,9,85196.25,No,0.0,Yes,Aftermarket,Yes,7,1.0,0.8977,06/01/2015,07/01/2015,06/01/2015,2,3
CLM-326322,SHOP-006,REPAIRED_AT,4720.0,25,4822.11,Yes,873.26,No,LKQ,Yes,7,0.1573,0.137,06/01/2015,05/01/2015,06/01/2015,3,3
CLM-146138,SHOP-005,REPAIRED_AT,57690.0,25,59428.64,No,11353.3,No,LKQ,Yes,6,1.0,0.9231,07/01/2015,08/01/2015,07/01/2015,3,1
CLM-336047,SHOP-001,REPAIRED_AT,50400.0,5,55269.71,No,6255.67,Yes,Salvage Yard,Yes,4,1.0,0.8657,02/01/2015,03/01/2015,02/01/2015,2,3
CLM-532330,SHOP-007,REPAIRED_AT,73500.0,30,58413.23,No,0.0,Yes,OEM Dealer,Yes,3,1.0,0.8708,09/01/2015,03/01/2015,09/01/2015,1,2
CLM-118137,SHOP-006,REPAIRED_AT,6800.0,29,6482.65,No,0.0,Yes,Salvage Yard,Yes,2,0.2267,0.1816,06/01/2015,09/01/2015,06/01/2015,1,3
CLM-212674,SHOP-007,REPAIRED_AT,47680.0,16,40030.08,No,0.0,No,LKQ,Yes,2,1.0,0.978,08/01/2015,02/01/2015,08/01/2015,1,1
CLM-935596,SHOP-007,REPAIRED_AT,57500.0,4,60379.41,No,0.0,No,OEM Dealer,Yes,3,1.0,0.8372,01/01/2015,03/01/2015,01/01/2015,1,1
CLM-737593,SHOP-007,REPAIRED_AT,49200.0,12,37952.29,No,0.0,No,OEM Dealer,Yes,1,1.0,0.8709,07/01/2015,01/01/2015,07/01/2015,3,1
CLM-812025,SHOP-002,REPAIRED_AT,40400.0,25,46095.96,Yes,0.0,Yes,Aftermarket,Yes,1,1.0,0.8203,05/01/2015,06/01/2015,05/01/2015,2,1
CLM-168151,SHOP-007,REPAIRED_AT,51280.0,22,38384.97,Yes,0.0,No,Salvage Yard,Yes,9,1.0,0.8984,08/01/2015,08/01/2015,08/01/2015,1,1
CLM-594739,SHOP-003,REPAIRED_AT,5280.0,2,5103.29,No,0.0,No,Salvage Yard,Yes,6,0.176,0.1438,08/01/2015,07/01/2015,08/01/2015,1,3
CLM-843227,SHOP-003,REPAIRED_AT,42480.0,11,43001.89,No,0.0,Yes,Salvage Yard,Yes,3,1.0,0.9029,02/01/2015,06/01/2015,02/01/2015,3,1
CLM-283925,SHOP-007,REPAIRED_AT,3500.0,21,3078.64,No,391.42,No,Salvage Yard,Yes,4,0.1167,0.0969,06/01/2015,08/01/2015,06/01/2015,2,1
CLM-475588,SHOP-003,REPAIRED_AT,53100.0,17,56152.63,No,4308.33,No,Salvage Yard,Yes,1,1.0,0.8248,02/01/2015,03/01/2015,02/01/2015,3,1
CLM-751905,SHOP-003,REPAIRED_AT,63540.0,19,57465.52,Yes,0.0,No,OEM Dealer,Yes,7,1.0,0.8975,01/01/2015,09/01/2015,01/01/2015,3,2
CLM-226725,SHOP-006,REPAIRED_AT,55900.0,7,43672.39,Yes,0.0,No,Salvage Yard,Yes,8,1.0,0.8311,04/01/2015,05/01/2015,04/01/2015,3,2
CLM-942504,SHOP-007,REPAIRED_AT,52400.0,23,49072.74,No,0.0,Yes,LKQ,Yes,5,1.0,0.9313,01/01/2015,02/01/2015,01/01/2015,2,1
CLM-395572,SHOP-006,REPAIRED_AT,5830.0,24,6223.92,No,0.0,Yes,OEM Dealer,Yes,4,0.1943,0.1642,01/01/2015,04/01/2015,01/01/2015,3,3
CLM-889883,SHOP-002,REPAIRED_AT,41440.0,8,43076.76,No,0.0,Yes,OEM Dealer,Yes,6,1.0,0.8791,03/01/2015,05/01/2015,03/01/2015,2,2
CLM-818167,SHOP-001,REPAIRED_AT,62640.0,29,61666.12,No,0.0,Yes,LKQ,Yes,9,1.0,0.8599,02/01/2015,08/01/2015,02/01/2015,3,2
CLM-277767,SHOP-007,REPAIRED_AT,36880.0,5,33337.18,No,0.0,No,Aftermarket,Yes,5,1.0,0.8857,06/01/2015,06/01/2015,06/01/2015,3,2
CLM-842618,SHOP-002,REPAIRED_AT,56430.0,30,53021.11,No,8329.98,Yes,Salvage Yard,Yes,1,1.0,0.8364,07/01/2015,01/01/2015,07/01/2015,2,1
CLM-577810,SHOP-001,REPAIRED_AT,68240.0,27,80099.2,No,0.0,No,Salvage Yard,Yes,5,1.0,0.9623,04/01/2015,09/01/2015,04/01/2015,3,3
CLM-873114,SHOP-004,REPAIRED_AT,2520.0,11,2213.12,No,478.94,No,LKQ,Yes,2,0.084,0.069,03/01/2015,09/01/2015,03/01/2015,2,3
CLM-994538,SHOP-006,REPAIRED_AT,60720.0,26,51910.16,No,0.0,No,Aftermarket,Yes,8,1.0,0.8877,02/01/2015,09/01/2015,02/01/2015,2,2
CLM-727792,SHOP-001,REPAIRED_AT,47760.0,7,34350.96,Yes,2492.59,Yes,Salvage Yard,Yes,8,1.0,0.9679,04/01/2015,07/01/2015,04/01/2015,3,2
CLM-522506,SHOP-007,REPAIRED_AT,54100.0,2,55796.73,No,0.0,No,LKQ,Yes,5,1.0,0.8324,06/01/2015,05/01/2015,06/01/2015,1,1
CLM-367595,SHOP-007,REPAIRED_AT,33360.0,26,29942.37,No,3610.52,No,OEM Dealer,Yes,9,1.0,0.8707,09/01/2015,06/01/2015,09/01/2015,2,2
CLM-586104,SHOP-001,REPAIRED_AT,56960.0,15,66140.59,No,0.0,Yes,OEM Dealer,Yes,5,1.0,0.8868,01/01/2015,07/01/2015,01/01/2015,2,3
CLM-424862,SHOP-003,REPAIRED_AT,49410.0,12,44238.25,Yes,0.0,Yes,LKQ,Yes,8,1.0,0.8718,01/01/2015,06/01/2015,01/01/2015,2,2
CLM-512813,SHOP-001,REPAIRED_AT,58500.0,8,54705.1,No,0.0,No,OEM Dealer,Yes,8,1.0,0.9741,05/01/2015,03/01/2015,05/01/2015,2,3
CLM-356768,SHOP-007,REPAIRED_AT,56720.0,30,59430.12,Yes,8945.99,Yes,OEM Dealer,Yes,2,1.0,0.8397,01/01/2015,03/01/2015,01/01/2015,2,2
CLM-330506,SHOP-004,REPAIRED_AT,38800.0,20,41481.31,No,0.0,No,Aftermarket,Yes,5,1.0,0.8379,02/01/2015,01/01/2015,02/01/2015,1,1
CLM-779075,SHOP-003,REPAIRED_AT,3870.0,2,3571.75,No,327.34,No,Aftermarket,Yes,2,0.129,0.1042,01/01/2015,04/01/2015,01/01/2015,2,3
CLM-799501,SHOP-005,REPAIRED_AT,5580.0,20,4317.94,No,0.0,Yes,LKQ,Yes,4,0.186,0.1635,05/01/2015,07/01/2015,05/01/2015,3,2
CLM-987905,SHOP-004,REPAIRED_AT,47920.0,7,51037.93,Yes,0.0,Yes,Salvage Yard,Yes,4,1.0,0.9488,02/01/2015,09/01/2015,02/01/2015,2,3
CLM-967756,SHOP-001,REPAIRED_AT,66300.0,28,65919.72,No,0.0,Yes,Salvage Yard,Yes,8,1.0,0.9802,05/01/2015,05/01/2015,05/01/2015,1,3
CLM-830414,SHOP-002,REPAIRED_AT,57510.0,7,66262.12,Yes,0.0,No,LKQ,Yes,9,1.0,0.8321,06/01/2015,06/01/2015,06/01/2015,3,2
CLM-127313,SHOP-005,REPAIRED_AT,58100.0,9,58552.66,No,9484.04,No,LKQ,Yes,10,1.0,0.8398,07/01/2015,02/01/2015,07/01/2015,3,2
CLM-786957,SHOP-007,REPAIRED_AT,5760.0,11,5536.97,No,0.0,No,LKQ,Yes,7,0.192,0.172,05/01/2015,06/01/2015,05/01/2015,1,1
CLM-332892,SHOP-002,REPAIRED_AT,59360.0,11,69276.49,No,10700.05,No,OEM Dealer,Yes,4,1.0,0.933,03/01/2015,05/01/2015,03/01/2015,3,2
CLM-448642,SHOP-002,REPAIRED_AT,7300.0,9,8045.42,Yes,545.22,Yes,OEM Dealer,Yes,1,0.2433,0.2076,03/01/2015,03/01/2015,03/01/2015,2,2
CLM-526039,SHOP-007,REPAIRED_AT,85600.0,23,67991.59,No,0.0,Yes,Salvage Yard,Yes,4,1.0,0.8842,08/01/2015,02/01/2015,08/01/2015,2,2
CLM-444422,SHOP-003,REPAIRED_AT,45840.0,2,35358.83,No,0.0,Yes,LKQ,Yes,1,1.0,0.91,02/01/2015,05/01/2015,02/01/2015,2,3
CLM-689500,SHOP-006,REPAIRED_AT,42160.0,20,34289.06,No,5740.63,No,LKQ,Yes,5,1.0,0.96,03/01/2015,05/01/2015,03/01/2015,1,2
CLM-806081,SHOP-003,REPAIRED_AT,85470.0,14,71631.63,No,0.0,No,Salvage Yard,Yes,6,1.0,0.9429,06/01/2015,08/01/2015,06/01/2015,3,3
CLM-384618,SHOP-004,REPAIRED_AT,48060.0,28,55362.89,No,0.0,No,Aftermarket,Yes,3,1.0,0.865,03/01/2015,08/01/2015,03/01/2015,3,1
CLM-756459,SHOP-005,REPAIRED_AT,60100.0,25,59291.4,No,0.0,Yes,OEM Dealer,Yes,3,1.0,0.9529,07/01/2015,04/01/2015,07/01/2015,1,3
CLM-655787,SHOP-006,REPAIRED_AT,69390.0,10,69092.92,No,0.0,Yes,OEM Dealer,Yes,6,1.0,0.9764,08/01/2015,03/01/2015,08/01/2015,3,2
