:START_ID,:END_ID,:TYPE,engagement_date,case_type,contingency_agreement,litigation_initiated,settlement_reached,settlement_amount,representation_side,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CLM-139484,LAW-007,REPRESENTED_BY,1/16/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/16/2015,1/16/2015,1/16/2015,4,1
CLM-678849,LAW-005,REPRESENTED_BY,1/28/2015,Bodily Injury,Yes,No,No,13305.32,Claimant,0.0665,0.0573,1/28/2015,1/28/2015,1/28/2015,9,3
CLM-346940,LAW-005,REPRESENTED_BY,1/21/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,1/21/2015,1/21/2015,1/21/2015,1,2
CLM-985436,LAW-007,REPRESENTED_BY,1/7/2015,Bodily Injury,Yes,Yes,Pending,17871.31,Claimant,0.0894,0.0816,1/7/2015,1/7/2015,1/7/2015,1,5
CLM-237418,LAW-003,REPRESENTED_BY,2/23/2015,Bodily Injury,Yes,Yes,No,10803.2,Claimant,0.054,0.0455,2/23/2015,2/23/2015,2/23/2015,6,2
CLM-335780,LAW-006,REPRESENTED_BY,2/14/2015,Bodily Injury,Yes,No,No,14320.15,Claimant,0.0716,0.07,2/14/2015,2/14/2015,2/14/2015,5,3
CLM-491392,LAW-007,REPRESENTED_BY,2/27/2015,Property,Yes,No,No,10515.96,Claimant,0.0526,0.0499,2/27/2015,2/27/2015,2/27/2015,6,1
CLM-962591,LAW-006,REPRESENTED_BY,1/5/2015,Bodily Injury,Yes,No,Pending,640.75,Claimant,0.0032,0.0028,1/5/2015,1/5/2015,1/5/2015,3,4
CLM-922565,LAW-004,REPRESENTED_BY,1/30/2015,Property,No,No,Yes,14455.44,Claimant,0.0723,0.0642,1/30/2015,1/30/2015,1/30/2015,3,3
CLM-288580,LAW-004,REPRESENTED_BY,2/26/2015,Property,No,No,No,0.0,Claimant,0.0,0.0,2/26/2015,2/26/2015,2/26/2015,9,3
CLM-154280,LAW-001,REPRESENTED_BY,1/10/2015,Bodily Injury,Yes,Yes,Yes,0.0,Claimant,0.0,0.0,1/10/2015,1/10/2015,1/10/2015,1,2
CLM-425973,LAW-003,REPRESENTED_BY,2/23/2015,Property,Yes,Yes,Yes,16179.97,Claimant,0.0809,0.0792,2/23/2015,2/23/2015,2/23/2015,2,4
CLM-648509,LAW-002,REPRESENTED_BY,1/21/2015,Bodily Injury,No,No,No,0.0,Claimant,0.0,0.0,1/21/2015,1/21/2015,1/21/2015,6,4
CLM-914815,LAW-002,REPRESENTED_BY,1/7/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/7/2015,1/7/2015,1/7/2015,7,4
CLM-249048,LAW-005,REPRESENTED_BY,1/11/2015,Property,No,No,Yes,0.0,Claimant,0.0,0.0,1/11/2015,1/11/2015,1/11/2015,2,5
CLM-144323,LAW-005,REPRESENTED_BY,2/6/2015,Property,Yes,No,Pending,11817.6,Claimant,0.0591,0.0543,2/6/2015,2/6/2015,2/6/2015,10,3
CLM-651861,LAW-007,REPRESENTED_BY,1/24/2015,Bodily Injury,Yes,No,Yes,513.45,Claimant,0.0026,0.0022,1/24/2015,1/24/2015,1/24/2015,4,3
CLM-125324,LAW-004,REPRESENTED_BY,2/18/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/18/2015,2/18/2015,2/18/2015,2,5
CLM-398102,LAW-001,REPRESENTED_BY,1/12/2015,Bodily Injury,Yes,No,Yes,15499.3,Claimant,0.0775,0.0773,1/12/2015,1/12/2015,1/12/2015,9,1
CLM-514065,LAW-007,REPRESENTED_BY,1/17/2015,Bodily Injury,No,No,Yes,13791.37,Claimant,0.069,0.0624,1/17/2015,1/17/2015,1/17/2015,4,5
CLM-391652,LAW-006,REPRESENTED_BY,1/12/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,1/12/2015,1/12/2015,1/12/2015,8,1
CLM-922167,LAW-007,REPRESENTED_BY,1/6/2015,Property,No,No,Pending,6166.31,Claimant,0.0308,0.0304,1/6/2015,1/6/2015,1/6/2015,5,2
CLM-442795,LAW-002,REPRESENTED_BY,2/25/2015,Bodily Injury,No,No,Yes,8933.5,Claimant,0.0447,0.041,2/25/2015,2/25/2015,2/25/2015,6,2
CLM-226330,LAW-002,REPRESENTED_BY,2/16/2015,Bodily Injury,Yes,No,Yes,2389.13,Claimant,0.0119,0.0104,2/16/2015,2/16/2015,2/16/2015,6,3
CLM-134430,LAW-005,REPRESENTED_BY,2/25/2015,Bodily Injury,No,Yes,Pending,967.21,Claimant,0.0048,0.0038,2/25/2015,2/25/2015,2/25/2015,1,5
CLM-524230,LAW-006,REPRESENTED_BY,2/21/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/21/2015,2/21/2015,2/21/2015,9,5
CLM-438817,LAW-005,REPRESENTED_BY,2/16/2015,Property,Yes,No,Pending,19306.24,Claimant,0.0965,0.0825,2/16/2015,2/16/2015,2/16/2015,5,5
CLM-868283,LAW-002,REPRESENTED_BY,2/13/2015,Bodily Injury,No,No,No,7104.93,Claimant,0.0355,0.0296,2/13/2015,2/13/2015,2/13/2015,3,5
CLM-828890,LAW-006,REPRESENTED_BY,1/11/2015,Property,Yes,No,Pending,4560.76,Claimant,0.0228,0.0203,1/11/2015,1/11/2015,1/11/2015,9,4
CLM-882920,LAW-001,REPRESENTED_BY,1/2/2015,Bodily Injury,Yes,Yes,No,1821.68,Claimant,0.0091,0.0083,1/2/2015,1/2/2015,1/2/2015,10,4
CLM-918777,LAW-002,REPRESENTED_BY,2/12/2015,Property,Yes,Yes,Pending,4785.02,Claimant,0.0239,0.0235,2/12/2015,2/12/2015,2/12/2015,2,2
CLM-212580,LAW-004,REPRESENTED_BY,2/5/2015,Bodily Injury,No,Yes,Yes,0.0,Claimant,0.0,0.0,2/5/2015,2/5/2015,2/5/2015,1,4
CLM-602410,LAW-005,REPRESENTED_BY,1/24/2015,Bodily Injury,Yes,Yes,Pending,571.81,Claimant,0.0029,0.0028,1/24/2015,1/24/2015,1/24/2015,8,1
CLM-630226,LAW-007,REPRESENTED_BY,1/16/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/16/2015,1/16/2015,1/16/2015,8,5
CLM-171254,LAW-002,REPRESENTED_BY,1/13/2015,Bodily Injury,No,No,Pending,419.14,Claimant,0.0021,0.0019,1/13/2015,1/13/2015,1/13/2015,2,4
CLM-247116,LAW-005,REPRESENTED_BY,2/2/2015,Bodily Injury,No,No,No,0.0,Claimant,0.0,0.0,2/2/2015,2/2/2015,2/2/2015,2,2
CLM-505969,LAW-007,REPRESENTED_BY,2/28/2015,Bodily Injury,Yes,No,No,11312.96,Claimant,0.0566,0.0487,2/28/2015,2/28/2015,2/28/2015,10,4
CLM-586367,LAW-001,REPRESENTED_BY,2/15/2015,Property,No,No,Pending,6497.52,Claimant,0.0325,0.0298,2/15/2015,2/15/2015,2/15/2015,10,1
CLM-896890,LAW-003,REPRESENTED_BY,1/31/2015,Bodily Injury,Yes,No,Yes,4560.15,Claimant,0.0228,0.0205,1/31/2015,1/31/2015,1/31/2015,2,3
CLM-650026,LAW-001,REPRESENTED_BY,2/10/2015,Bodily Injury,Yes,Yes,Pending,0.0,Claimant,0.0,0.0,2/10/2015,2/10/2015,2/10/2015,9,5
CLM-547744,LAW-006,REPRESENTED_BY,2/26/2015,Bodily Injury,Yes,No,Yes,8940.43,Claimant,0.0447,0.0378,2/26/2015,2/26/2015,2/26/2015,1,4
CLM-598124,LAW-001,REPRESENTED_BY,2/25/2015,Property,No,No,No,0.0,Claimant,0.0,0.0,2/25/2015,2/25/2015,2/25/2015,9,3
CLM-436126,LAW-004,REPRESENTED_BY,1/8/2015,Bodily Injury,Yes,Yes,No,10505.76,Claimant,0.0525,0.0436,1/8/2015,1/8/2015,1/8/2015,2,1
CLM-427484,LAW-003,REPRESENTED_BY,2/3/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/3/2015,2/3/2015,2/3/2015,3,2
CLM-218684,LAW-005,REPRESENTED_BY,1/5/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/5/2015,1/5/2015,1/5/2015,2,1
CLM-565564,LAW-002,REPRESENTED_BY,1/24/2015,Bodily Injury,No,Yes,Yes,0.0,Claimant,0.0,0.0,1/24/2015,1/24/2015,1/24/2015,4,5
CLM-743163,LAW-004,REPRESENTED_BY,1/26/2015,Bodily Injury,Yes,Yes,Pending,0.0,Claimant,0.0,0.0,1/26/2015,1/26/2015,1/26/2015,6,2
CLM-604614,LAW-007,REPRESENTED_BY,1/21/2015,Bodily Injury,No,No,No,7548.3,Claimant,0.0377,0.0352,1/21/2015,1/21/2015,1/21/2015,3,1
CLM-509928,LAW-002,REPRESENTED_BY,2/6/2015,Bodily Injury,Yes,Yes,No,10811.89,Claimant,0.0541,0.0464,2/6/2015,2/6/2015,2/6/2015,5,5
CLM-593390,LAW-005,REPRESENTED_BY,1/7/2015,Bodily Injury,No,No,No,4894.75,Claimant,0.0245,0.0205,1/7/2015,1/7/2015,1/7/2015,8,4
CLM-970607,LAW-001,REPRESENTED_BY,2/10/2015,Bodily Injury,Yes,No,Yes,1214.79,Claimant,0.0061,0.006,2/10/2015,2/10/2015,2/10/2015,9,1
CLM-174701,LAW-007,REPRESENTED_BY,2/23/2015,Bodily Injury,Yes,Yes,Yes,18272.62,Claimant,0.0914,0.0849,2/23/2015,2/23/2015,2/23/2015,8,2
CLM-529398,LAW-002,REPRESENTED_BY,1/9/2015,Bodily Injury,Yes,Yes,Pending,10267.93,Claimant,0.0513,0.0413,1/9/2015,1/9/2015,1/9/2015,2,2
CLM-940942,LAW-002,REPRESENTED_BY,2/22/2015,Bodily Injury,Yes,No,Yes,10492.08,Claimant,0.0525,0.05,2/22/2015,2/22/2015,2/22/2015,3,1
CLM-442677,LAW-003,REPRESENTED_BY,2/21/2015,Bodily Injury,No,Yes,Yes,3325.98,Claimant,0.0166,0.0149,2/21/2015,2/21/2015,2/21/2015,6,4
CLM-365364,LAW-001,REPRESENTED_BY,2/4/2015,Property,Yes,No,No,0.0,Claimant,0.0,0.0,2/4/2015,2/4/2015,2/4/2015,6,3
CLM-114839,LAW-005,REPRESENTED_BY,1/7/2015,Bodily Injury,Yes,No,No,9062.22,Claimant,0.0453,0.0417,1/7/2015,1/7/2015,1/7/2015,3,2
CLM-872734,LAW-003,REPRESENTED_BY,1/17/2015,Property,Yes,No,Pending,0.0,Claimant,0.0,0.0,1/17/2015,1/17/2015,1/17/2015,2,2
CLM-267885,LAW-005,REPRESENTED_BY,1/28/2015,Property,Yes,No,Pending,10527.66,Claimant,0.0526,0.0471,1/28/2015,1/28/2015,1/28/2015,4,3
CLM-740505,LAW-005,REPRESENTED_BY,2/22/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,2/22/2015,2/22/2015,2/22/2015,8,5
CLM-629663,LAW-005,REPRESENTED_BY,2/16/2015,Property,Yes,No,No,0.0,Claimant,0.0,0.0,2/16/2015,2/16/2015,2/16/2015,7,1
CLM-839884,LAW-002,REPRESENTED_BY,2/17/2015,Bodily Injury,No,No,Yes,0.0,Claimant,0.0,0.0,2/17/2015,2/17/2015,2/17/2015,1,4
CLM-241562,LAW-005,REPRESENTED_BY,1/9/2015,Property,Yes,No,Pending,12931.98,Claimant,0.0647,0.0644,1/9/2015,1/9/2015,1/9/2015,4,1
CLM-405533,LAW-006,REPRESENTED_BY,2/9/2015,Property,Yes,Yes,Pending,0.0,Claimant,0.0,0.0,2/9/2015,2/9/2015,2/9/2015,8,3
CLM-667021,LAW-003,REPRESENTED_BY,2/16/2015,Bodily Injury,No,No,Yes,0.0,Claimant,0.0,0.0,2/16/2015,2/16/2015,2/16/2015,6,5
CLM-511621,LAW-002,REPRESENTED_BY,2/18/2015,Bodily Injury,Yes,No,Pending,8345.42,Claimant,0.0417,0.0395,2/18/2015,2/18/2015,2/18/2015,5,1
CLM-476923,LAW-001,REPRESENTED_BY,1/11/2015,Bodily Injury,Yes,No,Pending,20464.71,Claimant,0.1023,0.0822,1/11/2015,1/11/2015,1/11/2015,9,2
CLM-735822,LAW-004,REPRESENTED_BY,2/4/2015,Property,Yes,No,No,4930.67,Claimant,0.0247,0.021,2/4/2015,2/4/2015,2/4/2015,3,3
CLM-492745,LAW-003,REPRESENTED_BY,1/22/2015,Bodily Injury,No,No,No,0.0,Claimant,0.0,0.0,1/22/2015,1/22/2015,1/22/2015,2,4
CLM-130930,LAW-004,REPRESENTED_BY,1/10/2015,Bodily Injury,Yes,No,No,4183.52,Claimant,0.0209,0.0173,1/10/2015,1/10/2015,1/10/2015,5,4
CLM-261119,LAW-006,REPRESENTED_BY,1/10/2015,Bodily Injury,Yes,No,Pending,15450.81,Claimant,0.0773,0.069,1/10/2015,1/10/2015,1/10/2015,6,2
CLM-280709,LAW-007,REPRESENTED_BY,2/16/2015,Bodily Injury,No,No,No,5843.44,Claimant,0.0292,0.0274,2/16/2015,2/16/2015,2/16/2015,7,1
CLM-898573,LAW-007,REPRESENTED_BY,2/8/2015,Bodily Injury,No,No,No,0.0,Claimant,0.0,0.0,2/8/2015,2/8/2015,2/8/2015,6,2
CLM-547802,LAW-001,REPRESENTED_BY,1/26/2015,Property,Yes,No,Pending,4409.31,Claimant,0.022,0.0178,1/26/2015,1/26/2015,1/26/2015,4,5
CLM-600845,LAW-007,REPRESENTED_BY,2/1/2015,Bodily Injury,Yes,No,Pending,10450.0,Claimant,0.0522,0.0455,2/1/2015,2/1/2015,2/1/2015,3,4
CLM-390381,LAW-001,REPRESENTED_BY,2/2/2015,Bodily Injury,Yes,No,No,821.65,Claimant,0.0041,0.0038,2/2/2015,2/2/2015,2/2/2015,9,4
CLM-629918,LAW-006,REPRESENTED_BY,2/6/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/6/2015,2/6/2015,2/6/2015,7,1
CLM-208298,LAW-001,REPRESENTED_BY,1/1/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,1/1/2015,1/1/2015,1/1/2015,4,4
CLM-513099,LAW-006,REPRESENTED_BY,1/19/2015,Property,No,No,Pending,0.0,Claimant,0.0,0.0,1/19/2015,1/19/2015,1/19/2015,3,2
CLM-184938,LAW-006,REPRESENTED_BY,1/17/2015,Property,Yes,No,No,6487.39,Claimant,0.0324,0.0301,1/17/2015,1/17/2015,1/17/2015,7,2
CLM-187775,LAW-005,REPRESENTED_BY,2/1/2015,Property,Yes,Yes,No,0.0,Claimant,0.0,0.0,2/1/2015,2/1/2015,2/1/2015,7,2
CLM-146138,LAW-005,REPRESENTED_BY,2/20/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,2/20/2015,2/20/2015,2/20/2015,7,3
CLM-336047,LAW-001,REPRESENTED_BY,2/5/2015,Property,Yes,No,No,6944.66,Claimant,0.0347,0.0321,2/5/2015,2/5/2015,2/5/2015,8,4
CLM-532330,LAW-007,REPRESENTED_BY,2/27/2015,Bodily Injury,Yes,No,Pending,10111.01,Claimant,0.0506,0.0482,2/27/2015,2/27/2015,2/27/2015,9,4
CLM-118137,LAW-006,REPRESENTED_BY,1/27/2015,Bodily Injury,Yes,No,Pending,867.63,Claimant,0.0043,0.004,1/27/2015,1/27/2015,1/27/2015,6,2
CLM-212674,LAW-007,REPRESENTED_BY,1/26/2015,Bodily Injury,Yes,No,No,7495.72,Claimant,0.0375,0.0313,1/26/2015,1/26/2015,1/26/2015,1,5
CLM-935596,LAW-007,REPRESENTED_BY,1/13/2015,Bodily Injury,Yes,No,Yes,8120.36,Claimant,0.0406,0.0351,1/13/2015,1/13/2015,1/13/2015,8,5
CLM-737593,LAW-007,REPRESENTED_BY,1/14/2015,Property,No,No,Pending,0.0,Claimant,0.0,0.0,1/14/2015,1/14/2015,1/14/2015,3,3
CLM-812025,LAW-002,REPRESENTED_BY,2/22/2015,Bodily Injury,Yes,Yes,Pending,11223.69,Claimant,0.0561,0.0544,2/22/2015,2/22/2015,2/22/2015,1,5
CLM-168151,LAW-007,REPRESENTED_BY,1/17/2015,Property,No,Yes,Yes,0.0,Claimant,0.0,0.0,1/17/2015,1/17/2015,1/17/2015,9,2
CLM-594739,LAW-003,REPRESENTED_BY,2/2/2015,Bodily Injury,No,No,Pending,966.62,Claimant,0.0048,0.0041,2/2/2015,2/2/2015,2/2/2015,2,5
CLM-843227,LAW-003,REPRESENTED_BY,1/7/2015,Property,Yes,No,Pending,0.0,Claimant,0.0,0.0,1/7/2015,1/7/2015,1/7/2015,2,4
CLM-475588,LAW-003,REPRESENTED_BY,2/7/2015,Bodily Injury,Yes,No,Yes,7588.43,Claimant,0.0379,0.0331,2/7/2015,2/7/2015,2/7/2015,6,3
CLM-751905,LAW-003,REPRESENTED_BY,1/18/2015,Property,No,No,No,8406.78,Claimant,0.042,0.0381,1/18/2015,1/18/2015,1/18/2015,6,2
CLM-226725,LAW-006,REPRESENTED_BY,1/10/2015,Bodily Injury,Yes,No,Pending,0.0,Claimant,0.0,0.0,1/10/2015,1/10/2015,1/10/2015,7,1
CLM-942504,LAW-007,REPRESENTED_BY,1/30/2015,Bodily Injury,Yes,No,No,7797.47,Claimant,0.039,0.0323,1/30/2015,1/30/2015,1/30/2015,3,2
CLM-395572,LAW-006,REPRESENTED_BY,1/25/2015,Bodily Injury,Yes,No,Yes,880.11,Claimant,0.0044,0.0036,1/25/2015,1/25/2015,1/25/2015,7,4
CLM-889883,LAW-002,REPRESENTED_BY,1/29/2015,Bodily Injury,Yes,Yes,Pending,0.0,Claimant,0.0,0.0,1/29/2015,1/29/2015,1/29/2015,1,1
CLM-818167,LAW-001,REPRESENTED_BY,2/24/2015,Property,Yes,No,Yes,12731.4,Claimant,0.0637,0.0609,2/24/2015,2/24/2015,2/24/2015,7,4
CLM-277767,LAW-007,REPRESENTED_BY,1/4/2015,Property,Yes,No,Pending,0.0,Claimant,0.0,0.0,1/4/2015,1/4/2015,1/4/2015,1,5
CLM-842618,LAW-002,REPRESENTED_BY,2/25/2015,Bodily Injury,No,Yes,Yes,0.0,Claimant,0.0,0.0,2/25/2015,2/25/2015,2/25/2015,3,2
CLM-577810,LAW-001,REPRESENTED_BY,1/27/2015,Bodily Injury,No,No,Yes,17140.84,Claimant,0.0857,0.0714,1/27/2015,1/27/2015,1/27/2015,10,5
CLM-994538,LAW-006,REPRESENTED_BY,1/31/2015,Bodily Injury,No,Yes,Pending,0.0,Claimant,0.0,0.0,1/31/2015,1/31/2015,1/31/2015,1,3
CLM-727792,LAW-001,REPRESENTED_BY,1/18/2015,Bodily Injury,Yes,No,No,9841.08,Claimant,0.0492,0.0443,1/18/2015,1/18/2015,1/18/2015,9,5
CLM-522506,LAW-007,REPRESENTED_BY,1/10/2015,Property,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/10/2015,1/10/2015,1/10/2015,5,4
CLM-367595,LAW-007,REPRESENTED_BY,1/28/2015,Property,Yes,No,Yes,3854.07,Claimant,0.0193,0.0185,1/28/2015,1/28/2015,1/28/2015,7,4
CLM-586104,LAW-001,REPRESENTED_BY,2/16/2015,Bodily Injury,No,No,No,7255.01,Claimant,0.0363,0.0331,2/16/2015,2/16/2015,2/16/2015,7,4
CLM-424862,LAW-003,REPRESENTED_BY,2/8/2015,Bodily Injury,No,No,Pending,0.0,Claimant,0.0,0.0,2/8/2015,2/8/2015,2/8/2015,9,5
CLM-512813,LAW-001,REPRESENTED_BY,1/20/2015,Property,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/20/2015,1/20/2015,1/20/2015,5,1
CLM-356768,LAW-007,REPRESENTED_BY,2/6/2015,Bodily Injury,No,Yes,No,0.0,Claimant,0.0,0.0,2/6/2015,2/6/2015,2/6/2015,6,1
CLM-330506,LAW-004,REPRESENTED_BY,1/24/2015,Bodily Injury,No,Yes,Yes,7475.38,Claimant,0.0374,0.0352,1/24/2015,1/24/2015,1/24/2015,6,3
CLM-779075,LAW-003,REPRESENTED_BY,1/14/2015,Bodily Injury,Yes,No,Yes,1032.9,Claimant,0.0052,0.0049,1/14/2015,1/14/2015,1/14/2015,1,4
CLM-987905,LAW-004,REPRESENTED_BY,1/10/2015,Property,No,No,Pending,10506.2,Claimant,0.0525,0.0504,1/10/2015,1/10/2015,1/10/2015,5,3
CLM-967756,LAW-001,REPRESENTED_BY,2/13/2015,Bodily Injury,Yes,Yes,Pending,11955.68,Claimant,0.0598,0.0528,2/13/2015,2/13/2015,2/13/2015,9,3
CLM-830414,LAW-002,REPRESENTED_BY,2/17/2015,Property,Yes,No,Yes,12090.91,Claimant,0.0605,0.0595,2/17/2015,2/17/2015,2/17/2015,10,4
CLM-127313,LAW-005,REPRESENTED_BY,1/7/2015,Bodily Injury,Yes,No,Pending,4966.69,Claimant,0.0248,0.0204,1/7/2015,1/7/2015,1/7/2015,3,5
CLM-786957,LAW-007,REPRESENTED_BY,1/29/2015,Bodily Injury,Yes,No,Yes,648.48,Claimant,0.0032,0.0026,1/29/2015,1/29/2015,1/29/2015,7,2
CLM-332892,LAW-002,REPRESENTED_BY,2/13/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,2/13/2015,2/13/2015,2/13/2015,8,4
CLM-526039,LAW-007,REPRESENTED_BY,1/29/2015,Property,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/29/2015,1/29/2015,1/29/2015,4,2
CLM-444422,LAW-003,REPRESENTED_BY,2/6/2015,Property,No,Yes,Yes,7002.21,Claimant,0.035,0.0328,2/6/2015,2/6/2015,2/6/2015,9,2
CLM-689500,LAW-006,REPRESENTED_BY,1/28/2015,Bodily Injury,Yes,No,Yes,13467.08,Claimant,0.0673,0.0557,1/28/2015,1/28/2015,1/28/2015,10,5
CLM-806081,LAW-003,REPRESENTED_BY,1/21/2015,Bodily Injury,No,No,Pending,21686.4,Claimant,0.1084,0.0963,1/21/2015,1/21/2015,1/21/2015,10,4
CLM-384618,LAW-004,REPRESENTED_BY,1/16/2015,Bodily Injury,Yes,No,Yes,5005.95,Claimant,0.025,0.0249,1/16/2015,1/16/2015,1/16/2015,8,4
CLM-756459,LAW-005,REPRESENTED_BY,2/17/2015,Bodily Injury,Yes,No,Pending,17073.45,Claimant,0.0854,0.0773,2/17/2015,2/17/2015,2/17/2015,6,4
CLM-655787,LAW-006,REPRESENTED_BY,2/1/2015,Bodily Injury,No,No,No,8683.65,Claimant,0.0434,0.0431,2/1/2015,2/1/2015,2/1/2015,7,2
CLM-419954,LAW-001,REPRESENTED_BY,2/25/2015,Bodily Injury,Yes,No,Yes,512.19,Claimant,0.0026,0.0022,2/25/2015,2/25/2015,2/25/2015,4,5
CLM-275092,LAW-003,REPRESENTED_BY,2/26/2015,Bodily Injury,Yes,No,Yes,1550.33,Claimant,0.0078,0.0067,2/26/2015,2/26/2015,2/26/2015,5,1
CLM-515698,LAW-002,REPRESENTED_BY,2/6/2015,Bodily Injury,Yes,No,No,9107.51,Claimant,0.0455,0.0432,2/6/2015,2/6/2015,2/6/2015,2,4
CLM-132871,LAW-001,REPRESENTED_BY,2/3/2015,Bodily Injury,Yes,No,No,0.0,Claimant,0.0,0.0,2/3/2015,2/3/2015,2/3/2015,1,1
CLM-714929,LAW-004,REPRESENTED_BY,1/27/2015,Bodily Injury,No,No,Yes,14994.55,Claimant,0.075,0.0619,1/27/2015,1/27/2015,1/27/2015,9,2
CLM-297816,LAW-007,REPRESENTED_BY,1/21/2015,Property,Yes,No,No,0.0,Claimant,0.0,0.0,1/21/2015,1/21/2015,1/21/2015,6,2
CLM-615047,LAW-006,REPRESENTED_BY,1/17/2015,Property,Yes,No,No,12403.08,Claimant,0.062,0.0581,1/17/2015,1/17/2015,1/17/2015,7,3
CLM-771236,LAW-006,REPRESENTED_BY,2/23/2015,Bodily Injury,Yes,No,No,6020.41,Claimant,0.0301,0.0259,2/23/2015,2/23/2015,2/23/2015,3,5
CLM-235869,LAW-003,REPRESENTED_BY,1/9/2015,Bodily Injury,Yes,No,No,5410.42,Claimant,0.0271,0.0228,1/9/2015,1/9/2015,1/9/2015,9,3
CLM-931625,LAW-001,REPRESENTED_BY,2/15/2015,Bodily Injury,No,Yes,Yes,8741.6,Claimant,0.0437,0.0435,2/15/2015,2/15/2015,2/15/2015,9,1
CLM-371635,LAW-004,REPRESENTED_BY,1/16/2015,Bodily Injury,Yes,No,Pending,19242.8,Claimant,0.0962,0.0851,1/16/2015,1/16/2015,1/16/2015,5,2
CLM-427199,LAW-001,REPRESENTED_BY,1/14/2015,Bodily Injury,No,No,Pending,5231.08,Claimant,0.0262,0.025,1/14/2015,1/14/2015,1/14/2015,4,4
CLM-261315,LAW-001,REPRESENTED_BY,1/1/2015,Bodily Injury,No,Yes,No,8169.76,Claimant,0.0408,0.0336,1/1/2015,1/1/2015,1/1/2015,2,4
CLM-582973,LAW-006,REPRESENTED_BY,2/16/2015,Property,Yes,Yes,Yes,0.0,Claimant,0.0,0.0,2/16/2015,2/16/2015,2/16/2015,9,5
CLM-278091,LAW-006,REPRESENTED_BY,1/4/2015,Property,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/4/2015,1/4/2015,1/4/2015,9,1
CLM-153154,LAW-002,REPRESENTED_BY,1/12/2015,Bodily Injury,No,No,Yes,20132.1,Claimant,0.1007,0.0892,1/12/2015,1/12/2015,1/12/2015,5,3
CLM-515217,LAW-003,REPRESENTED_BY,1/8/2015,Bodily Injury,No,No,Yes,0.0,Claimant,0.0,0.0,1/8/2015,1/8/2015,1/8/2015,9,1
CLM-860497,LAW-007,REPRESENTED_BY,1/22/2015,Bodily Injury,Yes,Yes,Pending,0.0,Claimant,0.0,0.0,1/22/2015,1/22/2015,1/22/2015,6,1
CLM-351741,LAW-005,REPRESENTED_BY,1/13/2015,Bodily Injury,Yes,No,No,15478.33,Claimant,0.0774,0.0721,1/13/2015,1/13/2015,1/13/2015,3,5
CLM-403737,LAW-006,REPRESENTED_BY,1/18/2015,Bodily Injury,Yes,No,Yes,0.0,Claimant,0.0,0.0,1/18/2015,1/18/2015,1/18/2015,1,3
CLM-162004,LAW-004,REPRESENTED_BY,1/19/2015,Bodily Injury,Yes,No,Yes,9320.5,Claimant,0.0466,0.0417,1/19/2015,1/19/2015,1/19/2015,1,4
CLM-740384,LAW-002,REPRESENTED_BY,1/31/2015,Property,Yes,No,Yes,14787.12,Claimant,0.0739,0.0725,1/31/2015,1/31/2015,1/31/2015,9,4
CLM-876714,LAW-004,REPRESENTED_BY,2/6/2015,Property,No,No,Pending,17319.17,Claimant,0.0866,0.07,2/6/2015,2/6/2015,2/6/2015,10,2
CLM-951543,LAW-005,REPRESENTED_BY,2/4/2015,Property,Yes,No,Pending,0.0,Claimant,0.0,0.0,2/4/2015,2/4/2015,2/4/2015,5,3
CLM-576723,LAW-006,REPRESENTED_BY,1/2/2015,Bodily Injury,Yes,No,Yes,3181.55,Claimant,0.0159,0.0128,1/2/2015,1/2/2015,1/2/2015,4,2
CLM-391003,LAW-001,REPRESENTED_BY,2/26/2015,Property,No,Yes,Pending,9638.6,Claimant,0.0482,0.0395,2/26/2015,2/26/2015,2/26/2015,5,5
CLM-225865,LAW-001,REPRESENTED_BY,2/8/2015,Bodily Injury,No,No,Yes,10501.72,Claimant,0.0525,0.0433,2/8/2015,2/8/2015,2/8/2015,7,1
CLM-984948,LAW-004,REPRESENTED_BY,2/7/2015,Bodily Injury,No,No,Yes,19690.69,Claimant,0.0985,0.0907,2/7/2015,2/7/2015,2/7/2015,9,4
