:START_ID,:END_ID,:TYPE,relationship_type,relationship_detail,shared_last_name,confidence_score,connection_strength,age_gap_years,fraud_signal,both_fraud_flagged,first_seen_date,last_seen_date,interaction_count,shared_claims_count,data_source
CUST-IL-7149-5644,CUST-IL-8767-3284,CHILD_OF,CHILD_OF,Biological/Legal Child,Hill,0.9,0.796,6.0,NONE,No,01/01/2010,01/01/2015,8,0,CustomerRecord+LastNameMatch
CUST-OH-5193-9664,CUST-OH-1644-4530,CHILD_OF,CHILD_OF,Biological/Legal Child,Edwards,0.9,0.822,-9.0,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-OH-6698-5086,CUST-OH-1644-4530,CHILD_OF,CHILD_OF,Biological/Legal Child,Edwards,0.9,0.886,-29.0,NONE,No,01/01/2010,01/01/2015,17,0,CustomerRecord+LastNameMatch
CUST-IN-3482-6556,CUST-IN-3496-8643,CHILD_OF,CHILD_OF,Biological/Legal Child,Rivera,0.9,0.757,-9.0,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-IN-3482-6556,CUST-IN-9106-4091,CHILD_OF,CHILD_OF,Biological/Legal Child,Rivera,0.9,0.897,11.0,NONE,No,01/01/2010,01/01/2015,11,0,CustomerRecord+LastNameMatch
CUST-IN-5218-7835,CUST-IN-9106-4091,CHILD_OF,CHILD_OF,Biological/Legal Child,Rivera,0.9,0.732,24.0,NONE,No,01/01/2010,01/01/2015,6,0,CustomerRecord+LastNameMatch
CUST-OH-4866-3937,CUST-OH-7811-7991,CHILD_OF,CHILD_OF,Biological/Legal Child,Jones,0.9,0.895,19.0,NONE,No,01/01/2010,01/01/2015,18,0,CustomerRecord+LastNameMatch
CUST-OH-2915-7797,CUST-OH-7811-7991,CHILD_OF,CHILD_OF,Biological/Legal Child,Jones,0.9,0.773,27.0,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-OH-2915-7797,CUST-OH-9133-3712,CHILD_OF,CHILD_OF,Biological/Legal Child,Jones,0.9,0.746,20.0,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-OH-1531-2603,CUST-OH-6570-2676,CHILD_OF,CHILD_OF,Biological/Legal Child,Taylor,0.9,0.776,-18.0,NONE,No,01/01/2010,01/01/2015,19,0,CustomerRecord+LastNameMatch
CUST-IL-2178-7057,CUST-IL-1751-5546,CHILD_OF,CHILD_OF,Biological/Legal Child,Evans,0.9,0.887,1.0,NONE,No,01/01/2010,01/01/2015,17,0,CustomerRecord+LastNameMatch
CUST-IL-2178-7057,CUST-IL-8471-3642,CHILD_OF,CHILD_OF,Biological/Legal Child,Evans,0.9,0.804,-5.0,NONE,No,01/01/2010,01/01/2015,9,0,CustomerRecord+LastNameMatch
CUST-OH-9651-4668,CUST-OH-6452-8839,CHILD_OF,CHILD_OF,Biological/Legal Child,Gonzalez,0.9,0.842,-3.0,NONE,No,01/01/2010,01/01/2015,1,0,CustomerRecord+LastNameMatch
CUST-IN-4282-1399,CUST-IN-9606-1450,CHILD_OF,CHILD_OF,Biological/Legal Child,Clark,0.9,0.774,3.0,NONE,No,01/01/2010,01/01/2015,19,0,CustomerRecord+LastNameMatch
CUST-OH-4988-3583,CUST-OH-9434-7330,CHILD_OF,CHILD_OF,Biological/Legal Child,Clark,0.9,0.742,4.0,NONE,No,01/01/2010,01/01/2015,10,0,CustomerRecord+LastNameMatch
CUST-OH-4988-3583,CUST-OH-5360-4725,CHILD_OF,CHILD_OF,Biological/Legal Child,Clark,0.9,0.808,-3.0,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-OH-1101-5869,CUST-OH-9434-7330,CHILD_OF,CHILD_OF,Biological/Legal Child,Clark,0.9,0.764,17.0,NONE,No,01/01/2010,01/01/2015,10,0,CustomerRecord+LastNameMatch
CUST-IL-4960-1573,CUST-IL-5169-9213,CHILD_OF,CHILD_OF,Biological/Legal Child,Jones,0.9,0.724,2.0,NONE,No,01/01/2010,01/01/2015,17,0,CustomerRecord+LastNameMatch
CUST-IL-9186-1951,CUST-IL-5863-6920,CHILD_OF,CHILD_OF,Biological/Legal Child,Davis,0.9,0.765,20.0,NONE,No,01/01/2010,01/01/2015,19,0,CustomerRecord+LastNameMatch
CUST-IN-8457-8779,CUST-IN-1071-5255,CHILD_OF,CHILD_OF,Biological/Legal Child,Davis,0.9,0.823,-7.0,NONE,No,01/01/2010,01/01/2015,6,0,CustomerRecord+LastNameMatch
CUST-IL-8903-8060,CUST-IL-1654-7467,CHILD_OF,CHILD_OF,Biological/Legal Child,Morris,0.9,0.774,-18.0,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-IL-8903-8060,CUST-IL-1148-9178,CHILD_OF,CHILD_OF,Biological/Legal Child,Morris,0.9,0.851,1.0,NONE,No,01/01/2010,01/01/2015,11,0,CustomerRecord+LastNameMatch
CUST-IL-4459-8524,CUST-IL-1148-9178,CHILD_OF,CHILD_OF,Biological/Legal Child,Morris,0.9,0.8,24.0,NONE,No,01/01/2010,01/01/2015,18,0,CustomerRecord+LastNameMatch
CUST-IL-9578-5380,CUST-IL-8714-5256,CHILD_OF,CHILD_OF,Biological/Legal Child,Campbell,0.9,0.824,16.0,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-IL-2352-1183,CUST-IL-2328-6397,CHILD_OF,CHILD_OF,Biological/Legal Child,Anderson,0.9,0.893,35.0,NONE,No,01/01/2010,01/01/2015,12,0,CustomerRecord+LastNameMatch
CUST-IL-3488-5952,CUST-IL-2328-6397,CHILD_OF,CHILD_OF,Biological/Legal Child,Anderson,0.9,0.738,14.0,NONE,No,01/01/2010,01/01/2015,11,0,CustomerRecord+LastNameMatch
CUST-IL-1592-6605,CUST-IL-2328-6397,CHILD_OF,CHILD_OF,Biological/Legal Child,Anderson,0.9,0.814,30.0,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-IL-2969-8068,CUST-IL-6344-6612,CHILD_OF,CHILD_OF,Biological/Legal Child,Bailey,0.9,0.766,8.0,NONE,No,01/01/2010,01/01/2015,12,0,CustomerRecord+LastNameMatch
CUST-OH-5750-2758,CUST-OH-6326-4983,CHILD_OF,CHILD_OF,Biological/Legal Child,Richardson,0.9,0.898,28.0,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-IL-6302-7146,CUST-IL-9251-9635,CHILD_OF,CHILD_OF,Biological/Legal Child,Perez,0.9,0.851,-19.0,NONE,No,01/01/2010,01/01/2015,10,0,CustomerRecord+LastNameMatch
CUST-IL-7405-1721,CUST-IL-9251-9635,CHILD_OF,CHILD_OF,Biological/Legal Child,Perez,0.9,0.747,-23.0,NONE,No,01/01/2010,01/01/2015,16,0,CustomerRecord+LastNameMatch
CUST-IN-6724-1165,CUST-IN-3550-4602,CHILD_OF,CHILD_OF,Biological/Legal Child,Peterson,0.9,0.79,-16.0,NONE,No,01/01/2010,01/01/2015,4,0,CustomerRecord+LastNameMatch
CUST-IN-9811-9165,CUST-IN-9106-4246,CHILD_OF,CHILD_OF,Biological/Legal Child,Flores,0.9,0.871,-8.0,NONE,No,01/01/2010,01/01/2015,4,0,CustomerRecord+LastNameMatch
CUST-IN-6217-1455,CUST-IN-9106-4246,CHILD_OF,CHILD_OF,Biological/Legal Child,Flores,0.9,0.775,-17.0,NONE,No,01/01/2010,01/01/2015,13,0,CustomerRecord+LastNameMatch
CUST-IN-5779-6847,CUST-IN-9106-4246,CHILD_OF,CHILD_OF,Biological/Legal Child,Flores,0.9,0.77,3.0,NONE,No,01/01/2010,01/01/2015,8,0,CustomerRecord+LastNameMatch
CUST-OH-4195-3121,CUST-OH-5172-4318,CHILD_OF,CHILD_OF,Biological/Legal Child,Ramirez,0.9,0.806,-11.0,NONE,No,01/01/2010,01/01/2015,2,0,CustomerRecord+LastNameMatch
CUST-OH-4195-3121,CUST-OH-4055-1549,CHILD_OF,CHILD_OF,Biological/Legal Child,Ramirez,0.9,0.774,-20.0,NONE,No,01/01/2010,01/01/2015,18,0,CustomerRecord+LastNameMatch
CUST-OH-3262-6310,CUST-OH-5172-4318,CHILD_OF,CHILD_OF,Biological/Legal Child,Ramirez,0.9,0.877,16.0,NONE,No,01/01/2010,01/01/2015,1,0,CustomerRecord+LastNameMatch
CUST-IL-8713-8637,CUST-IL-9793-4706,CHILD_OF,CHILD_OF,Biological/Legal Child,Gonzalez,0.9,0.788,-11.0,NONE,No,01/01/2010,01/01/2015,9,0,CustomerRecord+LastNameMatch
CUST-IN-6814-2120,CUST-IN-5389-1163,CHILD_OF,CHILD_OF,Biological/Legal Child,King,0.9,0.858,-3.0,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-IL-2530-2499,CUST-IL-4642-4370,CHILD_OF,CHILD_OF,Biological/Legal Child,Martinez,0.9,0.756,-5.0,NONE,No,01/01/2010,01/01/2015,5,0,CustomerRecord+LastNameMatch
CUST-IL-1376-5222,CUST-IL-4642-4370,CHILD_OF,CHILD_OF,Biological/Legal Child,Martinez,0.9,0.805,7.0,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IL-2315-7490,CUST-IL-9352-9121,CHILD_OF,CHILD_OF,Biological/Legal Child,Hall,0.9,0.753,8.0,NONE,No,01/01/2010,01/01/2015,15,0,CustomerRecord+LastNameMatch
CUST-IL-2315-7490,CUST-IL-5767-3195,CHILD_OF,CHILD_OF,Biological/Legal Child,Hall,0.9,0.823,6.0,NONE,No,01/01/2010,01/01/2015,6,0,CustomerRecord+LastNameMatch
CUST-IL-1301-9795,CUST-IL-4566-4686,CHILD_OF,CHILD_OF,Biological/Legal Child,Sanders,0.9,0.739,-8.0,NONE,No,01/01/2010,01/01/2015,17,0,CustomerRecord+LastNameMatch
CUST-IL-1301-9795,CUST-IL-8731-1698,CHILD_OF,CHILD_OF,Biological/Legal Child,Sanders,0.9,0.727,-9.0,NONE,No,01/01/2010,01/01/2015,13,0,CustomerRecord+LastNameMatch
CUST-IN-1398-1214,CUST-IN-4390-4931,CHILD_OF,CHILD_OF,Biological/Legal Child,Hill,0.9,0.846,6.0,NONE,No,01/01/2010,01/01/2015,11,0,CustomerRecord+LastNameMatch
CUST-OH-8327-5400,CUST-OH-5150-6951,CHILD_OF,CHILD_OF,Biological/Legal Child,Howard,0.9,0.814,12.0,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-OH-8327-5400,CUST-OH-4065-7065,CHILD_OF,CHILD_OF,Biological/Legal Child,Howard,0.9,0.774,-16.0,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-OH-8668-7839,CUST-OH-5150-6951,CHILD_OF,CHILD_OF,Biological/Legal Child,Howard,0.9,0.739,30.0,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IN-9041-7071,CUST-IN-8013-5833,CHILD_OF,CHILD_OF,Biological/Legal Child,Turner,0.9,0.746,18.0,NONE,No,01/01/2010,01/01/2015,16,0,CustomerRecord+LastNameMatch
CUST-IN-4887-2718,CUST-IN-8013-5833,CHILD_OF,CHILD_OF,Biological/Legal Child,Turner,0.9,0.89,10.0,NONE,No,01/01/2010,01/01/2015,13,0,CustomerRecord+LastNameMatch
CUST-IL-2302-1471,CUST-IL-1649-2514,CHILD_OF,CHILD_OF,Biological/Legal Child,James,0.9,0.807,14.0,NONE,No,01/01/2010,01/01/2015,12,0,CustomerRecord+LastNameMatch
CUST-OH-6670-3614,CUST-OH-7431-8726,CHILD_OF,CHILD_OF,Biological/Legal Child,Gray,0.9,0.795,-6.0,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-OH-2467-1331,CUST-OH-7431-8726,CHILD_OF,CHILD_OF,Biological/Legal Child,Gray,0.9,0.825,-6.0,NONE,No,01/01/2010,01/01/2015,5,0,CustomerRecord+LastNameMatch
CUST-OH-5161-1417,CUST-OH-7431-8726,CHILD_OF,CHILD_OF,Biological/Legal Child,Gray,0.9,0.816,-4.0,NONE,No,01/01/2010,01/01/2015,12,0,CustomerRecord+LastNameMatch
CUST-IL-4312-9688,CUST-IL-7493-3885,CHILD_OF,CHILD_OF,Biological/Legal Child,Wright,0.9,0.832,-12.0,NONE,No,01/01/2010,01/01/2015,15,0,CustomerRecord+LastNameMatch
CUST-IL-6195-3873,CUST-IL-7493-3885,CHILD_OF,CHILD_OF,Biological/Legal Child,Wright,0.9,0.867,19.0,NONE,No,01/01/2010,01/01/2015,18,0,CustomerRecord+LastNameMatch
CUST-IL-9071-2416,CUST-IL-7493-3885,CHILD_OF,CHILD_OF,Biological/Legal Child,Wright,0.9,0.791,20.0,NONE,No,01/01/2010,01/01/2015,12,0,CustomerRecord+LastNameMatch
CUST-IN-5242-4923,CUST-IN-5747-3170,CHILD_OF,CHILD_OF,Biological/Legal Child,Cox,0.9,0.805,22.0,NONE,No,01/01/2010,01/01/2015,18,0,CustomerRecord+LastNameMatch
CUST-IN-4486-6947,CUST-IN-5747-3170,CHILD_OF,CHILD_OF,Biological/Legal Child,Cox,0.9,0.723,8.0,NONE,No,01/01/2010,01/01/2015,16,0,CustomerRecord+LastNameMatch
CUST-IN-8032-4096,CUST-IN-7715-3938,CHILD_OF,CHILD_OF,Biological/Legal Child,Stewart,0.9,0.739,-3.0,NONE,No,01/01/2010,01/01/2015,10,0,CustomerRecord+LastNameMatch
CUST-OH-4426-8963,CUST-OH-8829-4721,CHILD_OF,CHILD_OF,Biological/Legal Child,Brooks,0.9,0.743,-17.0,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-OH-4426-8963,CUST-OH-7277-3475,CHILD_OF,CHILD_OF,Biological/Legal Child,Brooks,0.9,0.729,-23.0,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-OH-4852-7572,CUST-OH-8829-4721,CHILD_OF,CHILD_OF,Biological/Legal Child,Brooks,0.9,0.766,-7.0,NONE,No,01/01/2010,01/01/2015,18,0,CustomerRecord+LastNameMatch
CUST-OH-4852-7572,CUST-OH-7277-3475,CHILD_OF,CHILD_OF,Biological/Legal Child,Brooks,0.9,0.822,-13.0,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-OH-9587-6984,CUST-OH-6200-9752,CHILD_OF,CHILD_OF,Biological/Legal Child,Flores,0.9,0.756,-23.0,NONE,No,01/01/2010,01/01/2015,8,0,CustomerRecord+LastNameMatch
CUST-IN-1134-2522,CUST-IN-8426-8491,CHILD_OF,CHILD_OF,Biological/Legal Child,Garcia,0.9,0.89,3.0,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IN-1134-2522,CUST-IN-3578-1371,CHILD_OF,CHILD_OF,Biological/Legal Child,Garcia,0.9,0.752,-2.0,NONE,No,01/01/2010,01/01/2015,11,0,CustomerRecord+LastNameMatch
CUST-IN-7358-3132,CUST-IN-8426-8491,CHILD_OF,CHILD_OF,Biological/Legal Child,Garcia,0.9,0.731,0.0,NONE,No,01/01/2010,01/01/2015,2,0,CustomerRecord+LastNameMatch
CUST-IN-7358-3132,CUST-IN-3578-1371,CHILD_OF,CHILD_OF,Biological/Legal Child,Garcia,0.9,0.801,-5.0,NONE,No,01/01/2010,01/01/2015,17,0,CustomerRecord+LastNameMatch
CUST-IN-7979-6345,CUST-IN-6046-9146,CHILD_OF,CHILD_OF,Biological/Legal Child,Lopez,0.9,0.883,6.0,NONE,No,01/01/2010,01/01/2015,5,0,CustomerRecord+LastNameMatch
CUST-IN-7979-6345,CUST-IN-7985-5165,CHILD_OF,CHILD_OF,Biological/Legal Child,Lopez,0.9,0.764,10.0,NONE,No,01/01/2010,01/01/2015,16,0,CustomerRecord+LastNameMatch
CUST-IL-4769-4822,CUST-IL-9386-9286,CHILD_OF,CHILD_OF,Biological/Legal Child,Nelson,0.9,0.748,0.0,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IL-9769-2803,CUST-IL-9386-9286,CHILD_OF,CHILD_OF,Biological/Legal Child,Nelson,0.9,0.85,0.0,NONE,No,01/01/2010,01/01/2015,18,0,CustomerRecord+LastNameMatch
CUST-IL-8314-3099,CUST-IL-9386-9286,CHILD_OF,CHILD_OF,Biological/Legal Child,Nelson,0.9,0.753,-1.0,NONE,No,01/01/2010,01/01/2015,12,0,CustomerRecord+LastNameMatch
CUST-IL-2611-2294,CUST-IL-9126-8659,CHILD_OF,CHILD_OF,Biological/Legal Child,Thompson,0.9,0.752,21.0,NONE,No,01/01/2010,01/01/2015,8,0,CustomerRecord+LastNameMatch
CUST-IN-8985-7192,CUST-IN-2548-1573,CHILD_OF,CHILD_OF,Biological/Legal Child,Miller,0.9,0.81,5.0,NONE,No,01/01/2010,01/01/2015,17,0,CustomerRecord+LastNameMatch
CUST-OH-7372-1693,CUST-OH-6460-8708,CHILD_OF,CHILD_OF,Biological/Legal Child,Kelly,0.9,0.763,2.0,NONE,No,01/01/2010,01/01/2015,5,0,CustomerRecord+LastNameMatch
CUST-IL-7375-1461,CUST-IL-2642-8272,CHILD_OF,CHILD_OF,Biological/Legal Child,Cook,0.9,0.721,-9.0,NONE,No,01/01/2010,01/01/2015,18,0,CustomerRecord+LastNameMatch
CUST-IL-3955-9876,CUST-IL-4208-7298,CHILD_OF,CHILD_OF,Biological/Legal Child,Taylor,0.9,0.885,-19.0,NONE,No,01/01/2010,01/01/2015,16,0,CustomerRecord+LastNameMatch
CUST-IL-9792-3051,CUST-IL-4208-7298,CHILD_OF,CHILD_OF,Biological/Legal Child,Taylor,0.9,0.795,2.0,NONE,No,01/01/2010,01/01/2015,10,0,CustomerRecord+LastNameMatch
CUST-OH-9677-8229,CUST-OH-7712-9837,CHILD_OF,CHILD_OF,Biological/Legal Child,King,0.9,0.796,-2.0,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-OH-9677-8229,CUST-OH-3316-1764,CHILD_OF,CHILD_OF,Biological/Legal Child,King,0.9,0.89,10.0,NONE,No,01/01/2010,01/01/2015,11,0,CustomerRecord+LastNameMatch
CUST-OH-7885-8848,CUST-OH-3316-1764,CHILD_OF,CHILD_OF,Biological/Legal Child,King,0.9,0.854,17.0,NONE,No,01/01/2010,01/01/2015,18,0,CustomerRecord+LastNameMatch
CUST-IN-8129-8108,CUST-IN-3328-1393,CHILD_OF,CHILD_OF,Biological/Legal Child,Cooper,0.9,0.871,-12.0,NONE,No,01/01/2010,01/01/2015,4,0,CustomerRecord+LastNameMatch
CUST-IN-8129-8108,CUST-IN-7564-2471,CHILD_OF,CHILD_OF,Biological/Legal Child,Cooper,0.9,0.802,-6.0,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IL-2358-7873,CUST-IL-5874-4804,CHILD_OF,CHILD_OF,Biological/Legal Child,Scott,0.9,0.801,28.0,NONE,No,01/01/2010,01/01/2015,1,0,CustomerRecord+LastNameMatch
CUST-IL-5509-9741,CUST-IL-1595-1742,CHILD_OF,CHILD_OF,Biological/Legal Child,Jackson,0.9,0.814,22.0,NONE,No,01/01/2010,01/01/2015,17,0,CustomerRecord+LastNameMatch
CUST-OH-1498-1934,CUST-OH-7433-9722,CHILD_OF,CHILD_OF,Biological/Legal Child,Morris,0.9,0.727,-2.0,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-OH-1498-1934,CUST-OH-3618-8248,CHILD_OF,CHILD_OF,Biological/Legal Child,Morris,0.9,0.897,2.0,NONE,No,01/01/2010,01/01/2015,8,0,CustomerRecord+LastNameMatch
CUST-IL-3026-8545,CUST-IL-1068-4277,CHILD_OF,CHILD_OF,Biological/Legal Child,Howard,0.9,0.748,8.0,NONE,No,01/01/2010,01/01/2015,2,0,CustomerRecord+LastNameMatch
CUST-IN-1214-8282,CUST-IN-6519-4326,CHILD_OF,CHILD_OF,Biological/Legal Child,Torres,0.9,0.851,0.0,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-IN-5992-6954,CUST-IN-3729-4838,CHILD_OF,CHILD_OF,Biological/Legal Child,Morris,0.9,0.873,-19.0,NONE,No,01/01/2010,01/01/2015,19,0,CustomerRecord+LastNameMatch
CUST-IN-5992-6954,CUST-IN-5912-8228,CHILD_OF,CHILD_OF,Biological/Legal Child,Morris,0.9,0.86,-3.0,NONE,No,01/01/2010,01/01/2015,9,0,CustomerRecord+LastNameMatch
CUST-IN-7147-1405,CUST-IN-5912-8228,CHILD_OF,CHILD_OF,Biological/Legal Child,Morris,0.9,0.765,19.0,NONE,No,01/01/2010,01/01/2015,16,0,CustomerRecord+LastNameMatch
CUST-OH-5667-3874,CUST-OH-4979-4507,CHILD_OF,CHILD_OF,Biological/Legal Child,Collins,0.9,0.836,-3.0,NONE,No,01/01/2010,01/01/2015,4,0,CustomerRecord+LastNameMatch
CUST-IL-2813-8371,CUST-IL-1501-3138,CHILD_OF,CHILD_OF,Biological/Legal Child,Flores,0.9,0.805,-12.0,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-OH-3577-7123,CUST-OH-2832-7616,CHILD_OF,CHILD_OF,Biological/Legal Child,Cook,0.9,0.784,13.0,NONE,No,01/01/2010,01/01/2015,16,0,CustomerRecord+LastNameMatch
CUST-OH-7861-1706,CUST-OH-2832-7616,CHILD_OF,CHILD_OF,Biological/Legal Child,Cook,0.9,0.796,9.0,NONE,No,01/01/2010,01/01/2015,18,0,CustomerRecord+LastNameMatch
CUST-OH-4114-2856,CUST-OH-4880-7593,CHILD_OF,CHILD_OF,Biological/Legal Child,Wilson,0.9,0.732,-20.0,NONE,No,01/01/2010,01/01/2015,8,0,CustomerRecord+LastNameMatch
CUST-IN-8081-7978,CUST-IN-2910-7074,CHILD_OF,CHILD_OF,Biological/Legal Child,Martin,0.9,0.722,-17.0,NONE,No,01/01/2010,01/01/2015,2,0,CustomerRecord+LastNameMatch
CUST-OH-6027-2914,CUST-OH-1559-1226,CHILD_OF,CHILD_OF,Biological/Legal Child,Allen,0.9,0.881,-12.0,NONE,No,01/01/2010,01/01/2015,13,0,CustomerRecord+LastNameMatch
CUST-OH-6027-2914,CUST-OH-6846-9227,CHILD_OF,CHILD_OF,Biological/Legal Child,Allen,0.9,0.895,-15.0,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-IL-2311-1497,CUST-IL-4079-3061,CHILD_OF,CHILD_OF,Biological/Legal Child,Allen,0.9,0.86,9.0,NONE,No,01/01/2010,01/01/2015,20,0,CustomerRecord+LastNameMatch
CUST-IL-2311-1497,CUST-IL-6079-4982,CHILD_OF,CHILD_OF,Biological/Legal Child,Allen,0.9,0.808,13.0,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-OH-1082-7959,CUST-OH-8902-9336,CHILD_OF,CHILD_OF,Biological/Legal Child,Williams,0.9,0.757,0.0,NONE,No,01/01/2010,01/01/2015,8,0,CustomerRecord+LastNameMatch
CUST-OH-1082-7959,CUST-OH-5646-7548,CHILD_OF,CHILD_OF,Biological/Legal Child,Williams,0.9,0.811,-4.0,NONE,No,01/01/2010,01/01/2015,13,0,CustomerRecord+LastNameMatch
CUST-IN-1354-4419,CUST-IN-3380-8493,CHILD_OF,CHILD_OF,Biological/Legal Child,James,0.9,0.795,19.0,NONE,No,01/01/2010,01/01/2015,1,0,CustomerRecord+LastNameMatch
CUST-IL-1135-2016,CUST-IL-5692-7864,CHILD_OF,CHILD_OF,Biological/Legal Child,Robinson,0.9,0.898,4.0,NONE,No,01/01/2010,01/01/2015,1,0,CustomerRecord+LastNameMatch
CUST-OH-2848-7381,CUST-OH-2218-4919,CHILD_OF,CHILD_OF,Biological/Legal Child,Garcia,0.9,0.747,17.0,NONE,No,01/01/2010,01/01/2015,1,0,CustomerRecord+LastNameMatch
CUST-OH-8044-9316,CUST-OH-7569-6776,SIBLING_OF,SIBLING_OF,Same-family Child,Lewis,0.85,0.763,2.0,NONE,No,01/01/2010,01/01/2015,2,0,CustomerRecord+LastNameMatch
CUST-OH-7569-6776,CUST-OH-8044-9316,SIBLING_OF,SIBLING_OF,Same-family Child,Lewis,0.85,0.692,2.0,NONE,No,01/01/2010,01/01/2015,14,0,CustomerRecord+LastNameMatch
CUST-OH-8044-9316,CUST-OH-4307-3612,SIBLING_OF,SIBLING_OF,Same-family Child,Lewis,0.85,0.796,9.0,NONE,No,01/01/2010,01/01/2015,4,0,CustomerRecord+LastNameMatch
CUST-OH-4307-3612,CUST-OH-8044-9316,SIBLING_OF,SIBLING_OF,Same-family Child,Lewis,0.85,0.774,9.0,NONE,No,01/01/2010,01/01/2015,15,0,CustomerRecord+LastNameMatch
CUST-OH-8044-9316,CUST-OH-2211-9269,SIBLING_OF,SIBLING_OF,Same-family Child,Lewis,0.85,0.786,13.0,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-OH-2211-9269,CUST-OH-8044-9316,SIBLING_OF,SIBLING_OF,Same-family Child,Lewis,0.85,0.773,13.0,NONE,No,01/01/2010,01/01/2015,9,0,CustomerRecord+LastNameMatch
CUST-OH-7569-6776,CUST-OH-4307-3612,SIBLING_OF,SIBLING_OF,Same-family Child,Lewis,0.85,0.684,11.0,NONE,No,01/01/2010,01/01/2015,5,0,CustomerRecord+LastNameMatch
CUST-OH-4307-3612,CUST-OH-7569-6776,SIBLING_OF,SIBLING_OF,Same-family Child,Lewis,0.85,0.724,11.0,NONE,No,01/01/2010,01/01/2015,4,0,CustomerRecord+LastNameMatch
CUST-OH-7569-6776,CUST-OH-2211-9269,SIBLING_OF,SIBLING_OF,Same-family Child,Lewis,0.85,0.731,15.0,NONE,No,01/01/2010,01/01/2015,7,0,CustomerRecord+LastNameMatch
CUST-OH-2211-9269,CUST-OH-7569-6776,SIBLING_OF,SIBLING_OF,Same-family Child,Lewis,0.85,0.743,15.0,NONE,No,01/01/2010,01/01/2015,19,0,CustomerRecord+LastNameMatch
CUST-OH-4307-3612,CUST-OH-2211-9269,SIBLING_OF,SIBLING_OF,Same-family Child,Lewis,0.85,0.761,4.0,NONE,No,01/01/2010,01/01/2015,3,0,CustomerRecord+LastNameMatch
CUST-OH-2211-9269,CUST-OH-4307-3612,SIBLING_OF,SIBLING_OF,Same-family Child,Lewis,0.85,0.796,4.0,NONE,No,01/01/2010,01/01/2015,19,0,CustomerRecord+LastNameMatch
CUST-IL-2830-2644,CUST-IL-5311-1436,SIBLING_OF,SIBLING_OF,Same-family Child,Thomas,0.85,0.773,25.0,NONE,No,01/01/2010,01/01/2015,14,0,CustomerRecord+LastNameMatch
CUST-IL-5311-1436,CUST-IL-2830-2644,SIBLING_OF,SIBLING_OF,Same-family Child,Thomas,0.85,0.713,25.0,NONE,No,01/01/2010,01/01/2015,8,0,CustomerRecord+LastNameMatch
CUST-OH-7452-6356,CUST-OH-9070-1175,SIBLING_OF,SIBLING_OF,Same-family Child,Scott,0.85,0.768,3.0,NONE,No,01/01/2010,01/01/2015,13,0,CustomerRecord+LastNameMatch
CUST-OH-9070-1175,CUST-OH-7452-6356,SIBLING_OF,SIBLING_OF,Same-family Child,Scott,0.85,0.796,3.0,NONE,No,01/01/2010,01/01/2015,1,0,CustomerRecord+LastNameMatch
