:START_ID,:END_ID,:TYPE,statement_date,statement_strength,corroborated_by_evidence,deposition_provided,credibility_score,professional_witness,coached_flag,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CLM-154982,WS-154982-W2,HAS_WITNESS,2/26/2015,Weak,Partial,Yes,74,Yes,Yes,0.74,0.6134,2/26/2015,2/26/2015,2/26/2015,1,1
CLM-154982,WS-154982-W3,HAS_WITNESS,2/26/2015,Moderate,Partial,Yes,88,No,No,0.88,0.8161,2/26/2015,2/26/2015,2/26/2015,1,1
CLM-330591,WS-330591-W1,HAS_WITNESS,1/19/2015,Moderate,Yes,Yes,75,No,No,0.75,0.6262,1/19/2015,1/19/2015,1/19/2015,1,1
CLM-330591,WS-330591-W2,HAS_WITNESS,1/19/2015,Strong,Yes,No,43,Yes,No,0.43,0.4272,1/19/2015,1/19/2015,1/19/2015,1,1
CLM-319232,WS-319232-W1,HAS_WITNESS,1/17/2015,Moderate,No,Unknown,89,Yes,No,0.89,0.8898,1/17/2015,1/17/2015,1/17/2015,1,1
CLM-319232,WS-319232-W2,HAS_WITNESS,1/17/2015,Strong,No,No,55,Yes,No,0.55,0.537,1/17/2015,1/17/2015,1/17/2015,1,1
CLM-319232,WS-319232-W3,HAS_WITNESS,1/17/2015,Strong,Partial,Yes,56,No,No,0.56,0.4892,1/17/2015,1/17/2015,1/17/2015,1,1
CLM-531640,WS-531640-W1,HAS_WITNESS,2/20/2015,Moderate,Yes,Yes,67,Yes,Yes,0.67,0.5388,2/20/2015,2/20/2015,2/20/2015,1,1
CLM-253791,WS-253791-W1,HAS_WITNESS,1/23/2015,Moderate,Yes,Yes,51,Yes,Yes,0.51,0.4902,1/23/2015,1/23/2015,1/23/2015,1,1
CLM-155724,WS-155724-W1,HAS_WITNESS,1/31/2015,Moderate,Yes,Yes,47,No,No,0.47,0.3895,1/31/2015,1/31/2015,1/31/2015,1,1
CLM-717392,WS-717392-W1,HAS_WITNESS,2/3/2015,Strong,Yes,Yes,89,Yes,No,0.89,0.7939,2/3/2015,2/3/2015,2/3/2015,1,1
CLM-965768,WS-965768-W1,HAS_WITNESS,2/17/2015,Moderate,Yes,Yes,58,No,No,0.58,0.5464,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-965768,WS-965768-W2,HAS_WITNESS,2/17/2015,Strong,No,Yes,47,Yes,No,0.47,0.4269,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-965768,WS-965768-W3,HAS_WITNESS,2/17/2015,Weak,Partial,Yes,65,Yes,No,0.65,0.5495,2/17/2015,2/17/2015,2/17/2015,1,1
CLM-517240,WS-517240-W1,HAS_WITNESS,2/6/2015,Strong,Partial,Unknown,73,No,No,0.73,0.6427,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-517240,WS-517240-W2,HAS_WITNESS,2/6/2015,Moderate,Partial,Yes,47,Yes,No,0.47,0.455,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-517240,WS-517240-W3,HAS_WITNESS,2/6/2015,Moderate,Yes,Yes,62,No,No,0.62,0.5398,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-469874,WS-469874-W1,HAS_WITNESS,1/14/2015,Weak,No,Yes,71,Yes,No,0.71,0.7017,1/14/2015,1/14/2015,1/14/2015,1,1
CLM-469874,WS-469874-W2,HAS_WITNESS,1/14/2015,Strong,Yes,Yes,44,Yes,Yes,0.44,0.3891,1/14/2015,1/14/2015,1/14/2015,1,1
CLM-718428,WS-718428-W1,HAS_WITNESS,1/22/2015,Weak,Partial,Unknown,94,No,No,0.94,0.8305,1/22/2015,1/22/2015,1/22/2015,1,1
CLM-718428,WS-718428-W2,HAS_WITNESS,1/22/2015,Strong,No,Unknown,48,No,No,0.48,0.4544,1/22/2015,1/22/2015,1/22/2015,1,1
CLM-620215,WS-620215-W1,HAS_WITNESS,2/23/2015,Moderate,No,No,93,No,No,0.93,0.8266,2/23/2015,2/23/2015,2/23/2015,1,1
CLM-620215,WS-620215-W2,HAS_WITNESS,2/23/2015,Strong,Partial,Unknown,78,No,No,0.78,0.6846,2/23/2015,2/23/2015,2/23/2015,1,1
CLM-618659,WS-618659-W1,HAS_WITNESS,2/22/2015,Moderate,Partial,Unknown,54,No,No,0.54,0.4713,2/22/2015,2/22/2015,2/22/2015,1,1
CLM-649082,WS-649082-W1,HAS_WITNESS,1/24/2015,Strong,Yes,Yes,68,No,No,0.68,0.5883,1/24/2015,1/24/2015,1/24/2015,1,1
CLM-437573,WS-437573-W1,HAS_WITNESS,2/9/2015,Moderate,Partial,No,52,Yes,No,0.52,0.4575,2/9/2015,2/9/2015,2/9/2015,1,1
CLM-964657,WS-964657-W1,HAS_WITNESS,1/19/2015,Strong,Partial,Yes,48,No,No,0.48,0.4534,1/19/2015,1/19/2015,1/19/2015,1,1
CLM-964657,WS-964657-W2,HAS_WITNESS,1/19/2015,Weak,No,Unknown,82,Yes,Yes,0.82,0.6898,1/19/2015,1/19/2015,1/19/2015,1,1
CLM-434507,WS-434507-W1,HAS_WITNESS,1/7/2015,Moderate,No,Yes,49,Yes,Yes,0.49,0.4133,1/7/2015,1/7/2015,1/7/2015,1,1
CLM-434507,WS-434507-W2,HAS_WITNESS,1/7/2015,Strong,Partial,Yes,47,Yes,Yes,0.47,0.394,1/7/2015,1/7/2015,1/7/2015,1,1
CLM-434507,WS-434507-W3,HAS_WITNESS,1/7/2015,Weak,No,Yes,58,Yes,No,0.58,0.4866,1/7/2015,1/7/2015,1/7/2015,1,1
CLM-935277,WS-935277-W1,HAS_WITNESS,2/1/2015,Moderate,Yes,Yes,72,No,No,0.72,0.7018,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-935277,WS-935277-W2,HAS_WITNESS,2/1/2015,Weak,Yes,No,89,Yes,No,0.89,0.8294,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-756054,WS-756054-W1,HAS_WITNESS,2/21/2015,Weak,Partial,Yes,44,Yes,No,0.44,0.4065,2/21/2015,2/21/2015,2/21/2015,1,1
CLM-756054,WS-756054-W2,HAS_WITNESS,2/21/2015,Weak,Partial,Yes,94,No,No,0.94,0.9213,2/21/2015,2/21/2015,2/21/2015,1,1
CLM-682387,WS-682387-W1,HAS_WITNESS,1/21/2015,Strong,Yes,No,74,Yes,No,0.74,0.6731,1/21/2015,1/21/2015,1/21/2015,1,1
CLM-456604,WS-456604-W1,HAS_WITNESS,1/19/2015,Strong,Yes,Yes,88,Yes,No,0.88,0.8385,1/19/2015,1/19/2015,1/19/2015,1,1
CLM-456604,WS-456604-W2,HAS_WITNESS,1/19/2015,Strong,Partial,No,85,No,No,0.85,0.7494,1/19/2015,1/19/2015,1/19/2015,1,1
CLM-456604,WS-456604-W3,HAS_WITNESS,1/19/2015,Strong,Partial,Yes,87,Yes,Yes,0.87,0.8081,1/19/2015,1/19/2015,1/19/2015,1,1
CLM-139872,WS-139872-W1,HAS_WITNESS,2/27/2015,Strong,No,Unknown,98,No,No,0.98,0.8258,2/27/2015,2/27/2015,2/27/2015,1,1
CLM-354105,WS-354105-W1,HAS_WITNESS,2/14/2015,Moderate,Yes,Yes,63,Yes,No,0.63,0.5218,2/14/2015,2/14/2015,2/14/2015,1,1
CLM-354105,WS-354105-W2,HAS_WITNESS,2/14/2015,Moderate,Yes,Yes,69,Yes,No,0.69,0.567,2/14/2015,2/14/2015,2/14/2015,1,1
CLM-354105,WS-354105-W3,HAS_WITNESS,2/14/2015,Strong,No,No,47,Yes,Yes,0.47,0.4373,2/14/2015,2/14/2015,2/14/2015,1,1
CLM-165485,WS-165485-W1,HAS_WITNESS,2/1/2015,Moderate,Partial,Yes,69,No,No,0.69,0.5934,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-165485,WS-165485-W2,HAS_WITNESS,2/1/2015,Moderate,No,Unknown,80,Yes,No,0.8,0.7733,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-165485,WS-165485-W3,HAS_WITNESS,2/1/2015,Strong,Partial,Yes,86,Yes,No,0.86,0.8212,2/1/2015,2/1/2015,2/1/2015,1,1
CLM-515050,WS-515050-W1,HAS_WITNESS,2/2/2015,Moderate,Partial,Unknown,50,Yes,Yes,0.5,0.4624,2/2/2015,2/2/2015,2/2/2015,1,1
CLM-395983,WS-395983-W1,HAS_WITNESS,1/19/2015,Moderate,No,No,54,Yes,No,0.54,0.4375,1/19/2015,1/19/2015,1/19/2015,1,1
CLM-119513,WS-119513-W1,HAS_WITNESS,2/18/2015,Strong,No,Unknown,69,No,No,0.69,0.582,2/18/2015,2/18/2015,2/18/2015,1,1
CLM-119513,WS-119513-W2,HAS_WITNESS,2/18/2015,Moderate,Partial,Yes,98,Yes,No,0.98,0.8921,2/18/2015,2/18/2015,2/18/2015,1,1
CLM-119513,WS-119513-W3,HAS_WITNESS,2/18/2015,Strong,No,Yes,100,Yes,Yes,1.0,0.8313,2/18/2015,2/18/2015,2/18/2015,1,1
CLM-565157,WS-565157-W1,HAS_WITNESS,2/27/2015,Weak,No,Yes,57,No,No,0.57,0.4998,2/27/2015,2/27/2015,2/27/2015,1,1
CLM-904191,WS-904191-W1,HAS_WITNESS,1/8/2015,Strong,No,No,45,Yes,No,0.45,0.4066,1/8/2015,1/8/2015,1/8/2015,1,1
CLM-904191,WS-904191-W2,HAS_WITNESS,1/8/2015,Moderate,No,Yes,73,Yes,Yes,0.73,0.6103,1/8/2015,1/8/2015,1/8/2015,1,1
CLM-904191,WS-904191-W3,HAS_WITNESS,1/8/2015,Weak,Partial,Yes,72,Yes,No,0.72,0.6398,1/8/2015,1/8/2015,1/8/2015,1,1
CLM-419510,WS-419510-W1,HAS_WITNESS,1/8/2015,Moderate,Partial,No,99,No,No,0.99,0.9294,1/8/2015,1/8/2015,1/8/2015,1,1
CLM-419510,WS-419510-W2,HAS_WITNESS,1/8/2015,Weak,Yes,Unknown,54,Yes,No,0.54,0.4737,1/8/2015,1/8/2015,1/8/2015,1,1
CLM-419510,WS-419510-W3,HAS_WITNESS,1/8/2015,Strong,No,Yes,62,Yes,No,0.62,0.5787,1/8/2015,1/8/2015,1/8/2015,1,1
CLM-575000,WS-575000-W1,HAS_WITNESS,2/24/2015,Weak,No,Unknown,97,Yes,No,0.97,0.829,2/24/2015,2/24/2015,2/24/2015,1,1
CLM-575000,WS-575000-W2,HAS_WITNESS,2/24/2015,Strong,No,No,75,Yes,Yes,0.75,0.7119,2/24/2015,2/24/2015,2/24/2015,1,1
CLM-575000,WS-575000-W3,HAS_WITNESS,2/24/2015,Moderate,Partial,Yes,51,No,No,0.51,0.4655,2/24/2015,2/24/2015,2/24/2015,1,1
CLM-120485,WS-120485-W1,HAS_WITNESS,2/12/2015,Weak,Yes,Yes,44,Yes,No,0.44,0.3657,2/12/2015,2/12/2015,2/12/2015,1,1
CLM-120485,WS-120485-W2,HAS_WITNESS,2/12/2015,Strong,No,Yes,79,Yes,No,0.79,0.6955,2/12/2015,2/12/2015,2/12/2015,1,1
CLM-120485,WS-120485-W3,HAS_WITNESS,2/12/2015,Strong,Partial,Unknown,44,Yes,No,0.44,0.4208,2/12/2015,2/12/2015,2/12/2015,1,1
CLM-781181,WS-781181-W1,HAS_WITNESS,2/18/2015,Strong,No,Yes,58,No,No,0.58,0.4869,2/18/2015,2/18/2015,2/18/2015,1,1
CLM-299796,WS-299796-W1,HAS_WITNESS,2/6/2015,Moderate,Partial,No,70,Yes,Yes,0.7,0.6176,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-299796,WS-299796-W2,HAS_WITNESS,2/6/2015,Moderate,Partial,Yes,66,Yes,No,0.66,0.5899,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-299796,WS-299796-W3,HAS_WITNESS,2/6/2015,Moderate,Yes,Yes,42,Yes,No,0.42,0.4089,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-454086,WS-454086-W1,HAS_WITNESS,1/25/2015,Strong,Partial,Yes,94,Yes,No,0.94,0.7765,1/25/2015,1/25/2015,1/25/2015,1,1
CLM-454086,WS-454086-W2,HAS_WITNESS,1/25/2015,Strong,No,Yes,92,Yes,No,0.92,0.9074,1/25/2015,1/25/2015,1/25/2015,1,1
CLM-454086,WS-454086-W3,HAS_WITNESS,1/25/2015,Strong,Yes,Unknown,46,Yes,Yes,0.46,0.3971,1/25/2015,1/25/2015,1/25/2015,1,1
CLM-678849,WS-678849-W1,HAS_WITNESS,1/28/2015,Moderate,No,Yes,66,Yes,No,0.66,0.6512,1/28/2015,1/28/2015,1/28/2015,1,1
CLM-237418,WS-237418-W1,HAS_WITNESS,2/23/2015,Strong,No,Yes,65,Yes,No,0.65,0.5996,2/23/2015,2/23/2015,2/23/2015,1,1
CLM-237418,WS-237418-W2,HAS_WITNESS,2/23/2015,Weak,Yes,Yes,43,Yes,No,0.43,0.4072,2/23/2015,2/23/2015,2/23/2015,1,1
CLM-335780,WS-335780-W1,HAS_WITNESS,2/14/2015,Strong,No,Unknown,62,Yes,No,0.62,0.6046,2/14/2015,2/14/2015,2/14/2015,1,1
CLM-140880,WS-140880-W1,HAS_WITNESS,2/21/2015,Strong,Partial,Yes,58,Yes,Yes,0.58,0.5424,2/21/2015,2/21/2015,2/21/2015,1,1
CLM-288580,WS-288580-W1,HAS_WITNESS,2/26/2015,Weak,No,No,49,Yes,No,0.49,0.4691,2/26/2015,2/26/2015,2/26/2015,1,1
CLM-425973,WS-425973-W1,HAS_WITNESS,2/23/2015,Strong,No,Unknown,60,Yes,No,0.6,0.4903,2/23/2015,2/23/2015,2/23/2015,1,1
CLM-425973,WS-425973-W2,HAS_WITNESS,2/23/2015,Moderate,Yes,No,62,Yes,Yes,0.62,0.4971,2/23/2015,2/23/2015,2/23/2015,1,1
CLM-477177,WS-477177-W1,HAS_WITNESS,2/5/2015,Moderate,No,Yes,71,No,No,0.71,0.6904,2/5/2015,2/5/2015,2/5/2015,1,1
CLM-914815,WS-914815-W1,HAS_WITNESS,1/7/2015,Strong,Yes,Yes,80,Yes,No,0.8,0.6484,1/7/2015,1/7/2015,1/7/2015,1,1
CLM-249048,WS-249048-W1,HAS_WITNESS,1/11/2015,Moderate,No,Yes,66,Yes,Yes,0.66,0.6405,1/11/2015,1/11/2015,1/11/2015,1,1
CLM-144323,WS-144323-W1,HAS_WITNESS,2/6/2015,Strong,No,Yes,96,No,No,0.96,0.8282,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-651861,WS-651861-W1,HAS_WITNESS,1/24/2015,Strong,Partial,Unknown,79,Yes,No,0.79,0.7745,1/24/2015,1/24/2015,1/24/2015,1,1
CLM-398102,WS-398102-W1,HAS_WITNESS,1/12/2015,Moderate,Partial,No,63,No,No,0.63,0.5296,1/12/2015,1/12/2015,1/12/2015,1,1
CLM-398102,WS-398102-W2,HAS_WITNESS,1/12/2015,Weak,Yes,Unknown,88,No,No,0.88,0.7305,1/12/2015,1/12/2015,1/12/2015,1,1
CLM-398102,WS-398102-W3,HAS_WITNESS,1/12/2015,Weak,No,Unknown,70,Yes,No,0.7,0.5898,1/12/2015,1/12/2015,1/12/2015,1,1
CLM-514065,WS-514065-W1,HAS_WITNESS,1/17/2015,Weak,No,Yes,55,Yes,No,0.55,0.5325,1/17/2015,1/17/2015,1/17/2015,1,1
CLM-514065,WS-514065-W2,HAS_WITNESS,1/17/2015,Moderate,Partial,Yes,41,Yes,Yes,0.41,0.3578,1/17/2015,1/17/2015,1/17/2015,1,1
CLM-514065,WS-514065-W3,HAS_WITNESS,1/17/2015,Moderate,No,Yes,93,No,No,0.93,0.9131,1/17/2015,1/17/2015,1/17/2015,1,1
CLM-391652,WS-391652-W1,HAS_WITNESS,1/12/2015,Moderate,Partial,Unknown,90,Yes,No,0.9,0.825,1/12/2015,1/12/2015,1/12/2015,1,1
CLM-922167,WS-922167-W1,HAS_WITNESS,1/6/2015,Moderate,Partial,No,46,Yes,No,0.46,0.4442,1/6/2015,1/6/2015,1/6/2015,1,1
CLM-922167,WS-922167-W2,HAS_WITNESS,1/6/2015,Moderate,No,Yes,69,Yes,Yes,0.69,0.6176,1/6/2015,1/6/2015,1/6/2015,1,1
CLM-442795,WS-442795-W1,HAS_WITNESS,2/25/2015,Weak,Partial,No,86,No,No,0.86,0.809,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-442795,WS-442795-W2,HAS_WITNESS,2/25/2015,Strong,Yes,No,93,No,No,0.93,0.7979,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-442795,WS-442795-W3,HAS_WITNESS,2/25/2015,Strong,No,No,76,No,No,0.76,0.6234,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-226330,WS-226330-W1,HAS_WITNESS,2/16/2015,Moderate,Yes,Yes,93,Yes,Yes,0.93,0.8485,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-134430,WS-134430-W1,HAS_WITNESS,2/25/2015,Moderate,Partial,Yes,99,No,No,0.99,0.9704,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-134430,WS-134430-W2,HAS_WITNESS,2/25/2015,Strong,Yes,Yes,65,Yes,No,0.65,0.5398,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-134430,WS-134430-W3,HAS_WITNESS,2/25/2015,Strong,No,Yes,96,Yes,Yes,0.96,0.8477,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-438817,WS-438817-W1,HAS_WITNESS,2/16/2015,Weak,No,Unknown,42,No,No,0.42,0.3807,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-438817,WS-438817-W2,HAS_WITNESS,2/16/2015,Strong,No,Unknown,76,Yes,No,0.76,0.702,2/16/2015,2/16/2015,2/16/2015,1,1
CLM-293794,WS-293794-W1,HAS_WITNESS,2/9/2015,Strong,Partial,No,100,Yes,No,1.0,0.8317,2/9/2015,2/9/2015,2/9/2015,1,1
CLM-868283,WS-868283-W1,HAS_WITNESS,2/13/2015,Strong,No,Yes,60,Yes,No,0.6,0.5463,2/13/2015,2/13/2015,2/13/2015,1,1
CLM-868283,WS-868283-W2,HAS_WITNESS,2/13/2015,Moderate,No,Yes,98,No,No,0.98,0.876,2/13/2015,2/13/2015,2/13/2015,1,1
CLM-828890,WS-828890-W1,HAS_WITNESS,1/11/2015,Weak,Yes,Yes,74,No,No,0.74,0.7375,1/11/2015,1/11/2015,1/11/2015,1,1
CLM-828890,WS-828890-W2,HAS_WITNESS,1/11/2015,Strong,Yes,Unknown,46,Yes,Yes,0.46,0.4315,1/11/2015,1/11/2015,1/11/2015,1,1
CLM-828890,WS-828890-W3,HAS_WITNESS,1/11/2015,Moderate,Yes,Yes,49,Yes,No,0.49,0.4806,1/11/2015,1/11/2015,1/11/2015,1,1
CLM-882920,WS-882920-W1,HAS_WITNESS,1/2/2015,Strong,Yes,Yes,41,Yes,Yes,0.41,0.408,1/2/2015,1/2/2015,1/2/2015,1,1
CLM-918777,WS-918777-W1,HAS_WITNESS,2/12/2015,Weak,Partial,Unknown,85,Yes,No,0.85,0.7929,2/12/2015,2/12/2015,2/12/2015,1,1
CLM-212580,WS-212580-W1,HAS_WITNESS,2/5/2015,Strong,Partial,Yes,85,No,No,0.85,0.7049,2/5/2015,2/5/2015,2/5/2015,1,1
CLM-212580,WS-212580-W2,HAS_WITNESS,2/5/2015,Strong,No,No,40,Yes,No,0.4,0.3556,2/5/2015,2/5/2015,2/5/2015,1,1
CLM-212580,WS-212580-W3,HAS_WITNESS,2/5/2015,Moderate,Yes,Yes,49,Yes,Yes,0.49,0.4661,2/5/2015,2/5/2015,2/5/2015,1,1
CLM-602410,WS-602410-W1,HAS_WITNESS,1/24/2015,Moderate,Yes,Yes,75,No,No,0.75,0.6203,1/24/2015,1/24/2015,1/24/2015,1,1
CLM-976971,WS-976971-W1,HAS_WITNESS,1/12/2015,Strong,Yes,No,66,No,No,0.66,0.5783,1/12/2015,1/12/2015,1/12/2015,1,1
CLM-976971,WS-976971-W2,HAS_WITNESS,1/12/2015,Moderate,No,Yes,66,Yes,No,0.66,0.5781,1/12/2015,1/12/2015,1/12/2015,1,1
CLM-976971,WS-976971-W3,HAS_WITNESS,1/12/2015,Strong,No,Yes,71,Yes,No,0.71,0.5922,1/12/2015,1/12/2015,1/12/2015,1,1
CLM-630226,WS-630226-W1,HAS_WITNESS,1/16/2015,Strong,Partial,Yes,42,Yes,No,0.42,0.3377,1/16/2015,1/16/2015,1/16/2015,1,1
CLM-171254,WS-171254-W1,HAS_WITNESS,1/13/2015,Moderate,Yes,No,70,Yes,No,0.7,0.6563,1/13/2015,1/13/2015,1/13/2015,1,1
CLM-247116,WS-247116-W1,HAS_WITNESS,2/2/2015,Weak,Yes,No,46,Yes,No,0.46,0.4433,2/2/2015,2/2/2015,2/2/2015,1,1
CLM-653864,WS-653864-W1,HAS_WITNESS,1/18/2015,Strong,No,Unknown,95,No,No,0.95,0.9369,1/18/2015,1/18/2015,1/18/2015,1,1
CLM-653864,WS-653864-W2,HAS_WITNESS,1/18/2015,Moderate,Yes,Unknown,73,No,No,0.73,0.6694,1/18/2015,1/18/2015,1/18/2015,1,1
CLM-586367,WS-586367-W1,HAS_WITNESS,2/15/2015,Moderate,Partial,Yes,68,Yes,Yes,0.68,0.5687,2/15/2015,2/15/2015,2/15/2015,1,1
CLM-586367,WS-586367-W2,HAS_WITNESS,2/15/2015,Strong,Partial,Yes,74,Yes,No,0.74,0.7243,2/15/2015,2/15/2015,2/15/2015,1,1
CLM-586367,WS-586367-W3,HAS_WITNESS,2/15/2015,Strong,No,Unknown,67,Yes,No,0.67,0.666,2/15/2015,2/15/2015,2/15/2015,1,1
CLM-896890,WS-896890-W1,HAS_WITNESS,1/31/2015,Strong,Partial,Yes,95,Yes,Yes,0.95,0.9399,1/31/2015,1/31/2015,1/31/2015,1,1
CLM-896890,WS-896890-W2,HAS_WITNESS,1/31/2015,Weak,No,Yes,99,No,No,0.99,0.9042,1/31/2015,1/31/2015,1/31/2015,1,1
CLM-650026,WS-650026-W1,HAS_WITNESS,2/10/2015,Weak,Yes,Yes,83,Yes,No,0.83,0.811,2/10/2015,2/10/2015,2/10/2015,1,1
CLM-598124,WS-598124-W1,HAS_WITNESS,2/25/2015,Strong,No,Yes,49,Yes,No,0.49,0.4888,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-598124,WS-598124-W2,HAS_WITNESS,2/25/2015,Moderate,No,No,60,Yes,No,0.6,0.5864,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-598124,WS-598124-W3,HAS_WITNESS,2/25/2015,Strong,No,Yes,84,Yes,No,0.84,0.6836,2/25/2015,2/25/2015,2/25/2015,1,1
CLM-436126,WS-436126-W1,HAS_WITNESS,1/8/2015,Weak,Partial,No,81,No,No,0.81,0.6699,1/8/2015,1/8/2015,1/8/2015,1,1
CLM-436126,WS-436126-W2,HAS_WITNESS,1/8/2015,Weak,No,No,49,Yes,No,0.49,0.4214,1/8/2015,1/8/2015,1/8/2015,1,1
CLM-436126,WS-436126-W3,HAS_WITNESS,1/8/2015,Strong,No,No,76,No,No,0.76,0.6678,1/8/2015,1/8/2015,1/8/2015,1,1
CLM-739447,WS-739447-W1,HAS_WITNESS,1/14/2015,Strong,Yes,Yes,46,Yes,No,0.46,0.3818,1/14/2015,1/14/2015,1/14/2015,1,1
CLM-218684,WS-218684-W1,HAS_WITNESS,1/5/2015,Strong,No,No,40,Yes,No,0.4,0.3994,1/5/2015,1/5/2015,1/5/2015,1,1
CLM-218684,WS-218684-W2,HAS_WITNESS,1/5/2015,Moderate,Yes,Yes,46,Yes,No,0.46,0.4408,1/5/2015,1/5/2015,1/5/2015,1,1
CLM-565564,WS-565564-W1,HAS_WITNESS,1/24/2015,Strong,Partial,Yes,82,Yes,Yes,0.82,0.7657,1/24/2015,1/24/2015,1/24/2015,1,1
CLM-565564,WS-565564-W2,HAS_WITNESS,1/24/2015,Strong,No,Yes,58,Yes,No,0.58,0.5755,1/24/2015,1/24/2015,1/24/2015,1,1
CLM-565564,WS-565564-W3,HAS_WITNESS,1/24/2015,Strong,Yes,Unknown,76,Yes,No,0.76,0.6567,1/24/2015,1/24/2015,1/24/2015,1,1
CLM-604614,WS-604614-W1,HAS_WITNESS,1/21/2015,Weak,Yes,Yes,95,No,No,0.95,0.8952,1/21/2015,1/21/2015,1/21/2015,1,1
CLM-604614,WS-604614-W2,HAS_WITNESS,1/21/2015,Moderate,No,Yes,73,No,No,0.73,0.7225,1/21/2015,1/21/2015,1/21/2015,1,1
CLM-604614,WS-604614-W3,HAS_WITNESS,1/21/2015,Moderate,No,No,83,Yes,No,0.83,0.6778,1/21/2015,1/21/2015,1/21/2015,1,1
CLM-509928,WS-509928-W1,HAS_WITNESS,2/6/2015,Weak,Partial,Yes,83,Yes,No,0.83,0.7641,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-509928,WS-509928-W2,HAS_WITNESS,2/6/2015,Weak,Yes,Yes,54,Yes,No,0.54,0.5183,2/6/2015,2/6/2015,2/6/2015,1,1
CLM-593390,WS-593390-W1,HAS_WITNESS,1/7/2015,Moderate,Partial,No,57,Yes,No,0.57,0.4578,1/7/2015,1/7/2015,1/7/2015,1,1
CLM-593390,WS-593390-W2,HAS_WITNESS,1/7/2015,Strong,Yes,Unknown,84,Yes,No,0.84,0.8217,1/7/2015,1/7/2015,1/7/2015,1,1
CLM-970607,WS-970607-W1,HAS_WITNESS,2/10/2015,Weak,Partial,Yes,56,No,No,0.56,0.4948,2/10/2015,2/10/2015,2/10/2015,1,1
CLM-174701,WS-174701-W1,HAS_WITNESS,2/23/2015,Strong,Yes,Yes,62,Yes,Yes,0.62,0.517,2/23/2015,2/23/2015,2/23/2015,1,1
CLM-174701,WS-174701-W2,HAS_WITNESS,2/23/2015,Weak,Yes,No,45,Yes,No,0.45,0.4366,2/23/2015,2/23/2015,2/23/2015,1,1
CLM-174701,WS-174701-W3,HAS_WITNESS,2/23/2015,Strong,Yes,Yes,41,No,No,0.41,0.3437,2/23/2015,2/23/2015,2/23/2015,1,1
CLM-940942,WS-940942-W1,HAS_WITNESS,2/22/2015,Moderate,No,Yes,73,Yes,No,0.73,0.6249,2/22/2015,2/22/2015,2/22/2015,1,1
CLM-940942,WS-940942-W2,HAS_WITNESS,2/22/2015,Strong,No,Yes,42,No,No,0.42,0.3797,2/22/2015,2/22/2015,2/22/2015,1,1
CLM-442677,WS-442677-W1,HAS_WITNESS,2/21/2015,Moderate,Partial,Unknown,81,Yes,Yes,0.81,0.7964,2/21/2015,2/21/2015,2/21/2015,1,1
CLM-442677,WS-442677-W2,HAS_WITNESS,2/21/2015,Weak,Yes,Yes,99,Yes,Yes,0.99,0.8889,2/21/2015,2/21/2015,2/21/2015,1,1
CLM-114839,WS-114839-W1,HAS_WITNESS,1/7/2015,Strong,Partial,Unknown,74,No,No,0.74,0.7261,1/7/2015,1/7/2015,1/7/2015,1,1
CLM-872734,WS-872734-W1,HAS_WITNESS,1/17/2015,Strong,Yes,Yes,58,Yes,Yes,0.58,0.47,1/17/2015,1/17/2015,1/17/2015,1,1
CLM-872734,WS-872734-W2,HAS_WITNESS,1/17/2015,Moderate,Partial,Yes,70,Yes,No,0.7,0.5934,1/17/2015,1/17/2015,1/17/2015,1,1
CLM-872734,WS-872734-W3,HAS_WITNESS,1/17/2015,Strong,No,Yes,88,No,No,0.88,0.758,1/17/2015,1/17/2015,1/17/2015,1,1
CLM-267885,WS-267885-W1,HAS_WITNESS,1/28/2015,Strong,No,Unknown,99,Yes,No,0.99,0.8809,1/28/2015,1/28/2015,1/28/2015,1,1
CLM-629663,WS-629663-W1,HAS_WITNESS,2/16/2015,Weak,Yes,Yes,100,Yes,No,1.0,0.8866,2/16/2015,2/16/2015,2/16/2015,1,1
